state_left,state_right,choice,current_state,reward,participant,reward.0.0,reward.0.1,reward.1.0,reward.1.1,task,trial
1.0,0.0,0.0,1.0,0.0,0.0,0.29930476175195,0.72533705935422,0.65227180624415,0.39590060491682,1,25
0.0,1.0,1.0,999.0,0.0,0.0,0.31265932237588,0.71831962992485,0.63565024263931,0.42049369144065,1,26
1.0,0.0,0.0,1.0,0.0,0.0,0.31265932237588,0.71831962992485,0.63565024263931,0.42049369144065,1,27
0.0,1.0,1.0,999.0,0.0,0.0,0.30123263306462,0.69524180075792,0.69286996764988,0.4462552371985,1,28
1.0,0.0,1.0,1.0,1.0,0.0,0.30123263306462,0.69524180075792,0.69286996764988,0.4462552371985,1,29
1.0,0.0,0.0,999.0,0.0,0.0,0.30165660252797,0.67651161049879,0.6994631819426,0.44479577562573,1,30
1.0,0.0,1.0,0.0,0.0,0.0,0.30165660252797,0.67651161049879,0.6994631819426,0.44479577562573,1,31
1.0,0.0,1.0,999.0,0.0,0.0,0.30055134106667,0.64604605425613,0.67544972797159,0.52052224430543,1,32
1.0,0.0,1.0,1.0,0.0,0.0,0.30055134106667,0.64604605425613,0.67544972797159,0.52052224430543,1,33
1.0,0.0,0.0,999.0,0.0,0.0,0.31751494199843,0.67066038437326,0.6413993905794,0.51629452092577,1,34
0.0,1.0,1.0,0.0,1.0,0.0,0.31751494199843,0.67066038437326,0.6413993905794,0.51629452092577,1,35
0.0,1.0,1.0,999.0,0.0,0.0,0.30280098704279,0.71158305282891,0.68170804992517,0.56396699387376,1,36
0.0,1.0,0.0,1.0,1.0,0.0,0.30280098704279,0.71158305282891,0.68170804992517,0.56396699387376,1,37
0.0,1.0,0.0,999.0,0.0,0.0,0.28404645670047,0.71541600439002,0.66232448499151,0.55982188310144,1,38
0.0,1.0,1.0,0.0,1.0,0.0,0.28404645670047,0.71541600439002,0.66232448499151,0.55982188310144,1,39
0.0,1.0,0.0,999.0,0.0,0.0,0.28177092764187,0.72892055645266,0.67635207572858,0.53064857398467,1,40
1.0,0.0,1.0,0.0,1.0,0.0,0.28177092764187,0.72892055645266,0.67635207572858,0.53064857398467,1,41
1.0,0.0,0.0,999.0,0.0,0.0,0.25361003686767,0.72769948652341,0.63679960478384,0.50658985834592,1,42
0.0,1.0,0.0,1.0,1.0,0.0,0.25361003686767,0.72769948652341,0.63679960478384,0.50658985834592,1,43
1.0,0.0,1.0,999.0,0.0,0.0,0.25348919907864,0.73554650892934,0.61251372680575,0.47803660244807,1,44
1.0,0.0,0.0,1.0,1.0,0.0,0.25348919907864,0.73554650892934,0.61251372680575,0.47803660244807,1,45
1.0,0.0,0.0,999.0,0.0,0.0,0.26164605575181,0.72763286896807,0.60377009438936,0.42582196449643,1,46
0.0,1.0,0.0,1.0,0.0,0.0,0.26164605575181,0.72763286896807,0.60377009438936,0.42582196449643,1,47
1.0,0.0,1.0,999.0,0.0,0.0,0.25524802046402,0.73144446257627,0.613541309647,0.4346171131757,1,48
0.0,1.0,1.0,0.0,1.0,0.0,0.25524802046402,0.73144446257627,0.613541309647,0.4346171131757,1,49
0.0,1.0,1.0,999.0,0.0,0.0,0.27291287031019,0.72005333155828,0.57940026895699,0.40117779730154,1,50
1.0,0.0,0.0,1.0,1.0,0.0,0.27291287031019,0.72005333155828,0.57940026895699,0.40117779730154,1,51
0.0,1.0,1.0,999.0,0.0,0.0,0.25826281045518,0.69660921352128,0.58700771272551,0.40160176676489,1,52
0.0,1.0,1.0,0.0,1.0,0.0,0.25826281045518,0.69660921352128,0.58700771272551,0.40160176676489,1,53
1.0,0.0,1.0,999.0,0.0,0.0,0.2513019947549,0.74014307107926,0.59943492389496,0.40722444002744,1,54
0.0,1.0,0.0,1.0,0.0,0.0,0.2513019947549,0.74014307107926,0.59943492389496,0.40722444002744,1,55
1.0,0.0,1.0,999.0,0.0,0.0,0.26065090433089,0.73139943866287,0.63186701297092,0.40617515527319,1,56
1.0,0.0,0.0,0.0,1.0,0.0,0.26065090433089,0.73139943866287,0.63186701297092,0.40617515527319,1,57
0.0,1.0,1.0,999.0,0.0,0.0,0.26045782462815,0.71884359070024,0.61625407136198,0.40661400948975,1,58
0.0,1.0,1.0,1.0,1.0,0.0,0.26045782462815,0.71884359070024,0.61625407136198,0.40661400948975,1,59
0.0,1.0,1.0,999.0,0.0,0.0,0.27184882628757,0.69162221528714,0.64858814482932,0.46563634955725,1,60
0.0,1.0,1.0,1.0,0.0,0.0,0.27184882628757,0.69162221528714,0.64858814482932,0.46563634955725,1,61
1.0,0.0,1.0,999.0,0.0,0.0,0.28702406036899,0.65817155794959,0.63152208135183,0.44502913208275,1,62
0.0,1.0,1.0,1.0,0.0,0.0,0.28702406036899,0.65817155794959,0.63152208135183,0.44502913208275,1,63
0.0,1.0,1.0,999.0,0.0,0.0,0.30641838993355,0.7089971011977,0.62799620911308,0.48896836415591,1,64
1.0,0.0,1.0,1.0,0.0,0.0,0.30641838993355,0.7089971011977,0.62799620911308,0.48896836415591,1,65
1.0,0.0,0.0,999.0,0.0,0.0,0.34320352737528,0.65991856357523,0.57693020503975,0.46971828548532,1,66
1.0,0.0,0.0,0.0,0.0,0.0,0.34320352737528,0.65991856357523,0.57693020503975,0.46971828548532,1,67
1.0,0.0,0.0,999.0,0.0,0.0,0.3497963401148,0.67650431950678,0.58191629167563,0.49221148679123,1,68
0.0,1.0,1.0,0.0,1.0,0.0,0.3497963401148,0.67650431950678,0.58191629167563,0.49221148679123,1,69
1.0,0.0,0.0,999.0,0.0,0.0,0.3250731383505,0.66342809433675,0.55393298199736,0.53972099334702,1,70
0.0,1.0,1.0,0.0,0.0,0.0,0.3250731383505,0.66342809433675,0.55393298199736,0.53972099334702,1,71
1.0,0.0,0.0,999.0,0.0,0.0,0.30568957341684,0.69120145317234,0.55088607826996,0.5229850585177,1,72
0.0,1.0,1.0,0.0,1.0,0.0,0.30568957341684,0.69120145317234,0.55088607826996,0.5229850585177,1,73
1.0,0.0,0.0,999.0,0.0,0.0,0.29033536512664,0.73152435140352,0.52687262429895,0.52467519759164,1,74
1.0,0.0,1.0,0.0,0.0,0.0,0.29033536512664,0.73152435140352,0.52687262429895,0.52467519759164,1,75
0.0,1.0,1.0,999.0,0.0,0.0,0.30818352033808,0.74223772000701,0.53876197704966,0.50812859204651,1,76
0.0,1.0,0.0,1.0,1.0,0.0,0.30818352033808,0.74223772000701,0.53876197704966,0.50812859204651,1,77
1.0,0.0,1.0,999.0,0.0,0.0,0.25127627380761,0.73216383796938,0.53304116432137,0.52769748002468,1,78
1.0,0.0,0.0,1.0,1.0,0.0,0.25127627380761,0.73216383796938,0.53304116432137,0.52769748002468,1,79
1.0,0.0,1.0,999.0,0.0,0.0,0.26520001655988,0.74308068558506,0.55004437418398,0.55547083886028,1,80
1.0,0.0,0.0,1.0,1.0,0.0,0.26520001655988,0.74308068558506,0.55004437418398,0.55547083886028,1,81
1.0,0.0,1.0,999.0,0.0,0.0,0.28423539366441,0.71319496924241,0.58431555540863,0.55442155410603,1,82
1.0,0.0,0.0,1.0,0.0,0.0,0.28423539366441,0.71319496924241,0.58431555540863,0.55442155410603,1,83
0.0,1.0,1.0,999.0,0.0,0.0,0.30831231122532,0.69194824692166,0.57127674815529,0.58768025917834,1,84
0.0,1.0,0.0,1.0,1.0,0.0,0.30831231122532,0.69194824692166,0.57127674815529,0.58768025917834,1,85
0.0,1.0,1.0,999.0,0.0,0.0,0.25506819694639,0.70133628581731,0.55880139503581,0.63309938591548,1,86
1.0,0.0,0.0,1.0,0.0,0.0,0.25506819694639,0.70133628581731,0.55880139503581,0.63309938591548,1,87
1.0,0.0,1.0,999.0,0.0,0.0,0.30321456411761,0.65428948258389,0.53819417756131,0.66796950219362,1,88
0.0,1.0,0.0,1.0,0.0,0.0,0.30321456411761,0.65428948258389,0.53819417756131,0.66796950219362,1,89
0.0,1.0,1.0,999.0,0.0,0.0,0.2612709516805,0.6384291474545,0.55521560804269,0.64146799324011,1,90
0.0,1.0,1.0,1.0,0.0,0.0,0.2612709516805,0.6384291474545,0.55521560804269,0.64146799324011,1,91
1.0,0.0,0.0,999.0,0.0,0.0,0.25457430102879,0.64479542005922,0.55690574711663,0.66282153896629,1,92
1.0,0.0,1.0,0.0,1.0,0.0,0.25457430102879,0.64479542005922,0.55690574711663,0.66282153896629,1,93
0.0,1.0,0.0,999.0,0.0,0.0,0.27166916963291,0.65715772439605,0.5850664994325,0.66844421222883,1,94
0.0,1.0,1.0,0.0,1.0,0.0,0.27166916963291,0.65715772439605,0.5850664994325,0.66844421222883,1,95
0.0,1.0,0.0,999.0,0.0,0.0,0.29217580561322,0.68866229098841,0.57601530564761,0.69740352859512,1,96
1.0,0.0,0.0,1.0,0.0,0.0,0.29217580561322,0.68866229098841,0.57601530564761,0.69740352859512,1,97
0.0,1.0,0.0,999.0,0.0,0.0,0.28547971206528,0.74808999361214,0.58817962552989,0.7183645565401,1,98
0.0,1.0,1.0,0.0,0.0,0.0,0.28547971206528,0.74808999361214,0.58817962552989,0.7183645565401,1,99
0.0,1.0,0.0,999.0,0.0,0.0,0.26622963339468,0.74386227023248,0.61245868071947,0.73234117689744,1,100
1.0,0.0,1.0,0.0,1.0,0.0,0.26622963339468,0.74386227023248,0.61245868071947,0.73234117689744,1,101
1.0,0.0,0.0,999.0,0.0,0.0,0.27066217071143,0.74281298547823,0.63639207194419,0.70187765527904,1,102
1.0,0.0,1.0,0.0,1.0,0.0,0.27066217071143,0.74281298547823,0.63639207194419,0.70187765527904,1,103
0.0,1.0,0.0,999.0,0.0,0.0,0.27051096538032,0.74357528215124,0.63988044740374,0.67732117896502,1,104
1.0,0.0,0.0,1.0,1.0,0.0,0.27051096538032,0.74357528215124,0.63988044740374,0.67732117896502,1,105
1.0,0.0,1.0,999.0,0.0,0.0,0.29784929644699,0.73987121575908,0.62072115502594,0.72106548152561,1,106
0.0,1.0,0.0,1.0,1.0,0.0,0.29784929644699,0.73987121575908,0.62072115502594,0.72106548152561,1,107
1.0,0.0,1.0,999.0,0.0,0.0,0.28803797439769,0.74082170730944,0.66823066158173,0.70877897612328,1,108
0.0,1.0,1.0,0.0,1.0,0.0,0.28803797439769,0.74082170730944,0.66823066158173,0.70877897612328,1,109
1.0,0.0,1.0,999.0,0.0,0.0,0.25714871613305,0.71108920590063,0.70828349332427,0.70456611440223,1,110
0.0,1.0,0.0,1.0,0.0,0.0,0.25714871613305,0.71108920590063,0.70828349332427,0.70456611440223,1,111
0.0,1.0,0.0,999.0,0.0,0.0,0.29964436493877,0.74349166736223,0.74086809925506,0.6880195088571,1,112
0.0,1.0,1.0,0.0,0.0,0.0,0.29964436493877,0.74349166736223,0.74086809925506,0.6880195088571,1,113
1.0,0.0,1.0,999.0,0.0,0.0,0.33540295926154,0.70269436263628,0.73876314156741,0.69658176733785,1,114
0.0,1.0,0.0,1.0,1.0,0.0,0.33540295926154,0.70269436263628,0.73876314156741,0.69658176733785,1,115
0.0,1.0,1.0,999.0,0.0,0.0,0.30379975544155,0.67065064673299,0.69946699590438,0.70415409113089,1,116
1.0,0.0,0.0,1.0,1.0,0.0,0.30379975544155,0.67065064673299,0.69946699590438,0.70415409113089,1,117
0.0,1.0,1.0,999.0,0.0,0.0,0.30081828582305,0.67385367965279,0.71027883175842,0.74789839369147,1,118
1.0,0.0,1.0,0.0,0.0,0.0,0.30081828582305,0.67385367965279,0.71027883175842,0.74789839369147,1,119
1.0,0.0,1.0,999.0,0.0,0.0,0.3269272922225,0.69134247244088,0.6973744896585,0.74815685201669,1,120
0.0,1.0,0.0,1.0,1.0,0.0,0.3269272922225,0.69134247244088,0.6973744896585,0.74815685201669,1,121
1.0,0.0,0.0,999.0,0.0,0.0,0.34666597447731,0.72710106676366,0.7370860522437,0.73849751423826,1,122
1.0,0.0,1.0,0.0,1.0,0.0,0.34666597447731,0.72710106676366,0.7370860522437,0.73849751423826,1,123
0.0,1.0,1.0,999.0,0.0,0.0,0.33849077449237,0.7361449286891,0.72160650344535,0.72861866237335,1,124
1.0,0.0,0.0,1.0,0.0,0.0,0.33849077449237,0.7361449286891,0.72160650344535,0.72861866237335,1,125
1.0,0.0,1.0,999.0,0.0,0.0,0.31170811332309,0.71658200101883,0.74213003703965,0.73610774357576,1,126
1.0,0.0,1.0,0.0,1.0,0.0,0.31170811332309,0.71658200101883,0.74213003703965,0.73610774357576,1,127
1.0,0.0,0.0,999.0,0.0,0.0,0.29788237786873,0.70258783458332,0.73156111609837,0.74714325222531,1,128
1.0,0.0,1.0,0.0,1.0,0.0,0.29788237786873,0.70258783458332,0.73156111609837,0.74714325222531,1,129
1.0,0.0,0.0,999.0,0.0,0.0,0.3061195636542,0.70099973356778,0.72457027632899,0.72518370026121,1,130
0.0,1.0,1.0,0.0,0.0,0.0,0.3061195636542,0.70099973356778,0.72457027632899,0.72518370026121,1,131
0.0,1.0,0.0,999.0,0.0,0.0,0.27639169200839,0.72039406313234,0.73479083728856,0.70409781045825,1,132
1.0,0.0,0.0,1.0,1.0,0.0,0.27639169200839,0.72039406313234,0.73479083728856,0.70409781045825,1,133
1.0,0.0,0.0,999.0,0.0,0.0,0.28978987541951,0.73282127430179,0.73492227901848,0.72147565943063,1,134
1.0,0.0,0.0,1.0,1.0,0.0,0.28978987541951,0.73282127430179,0.73492227901848,0.72147565943063,1,135
1.0,0.0,0.0,999.0,0.0,0.0,0.31159953451537,0.71848677673163,0.73531909519753,0.73177041840327,1,136
1.0,0.0,0.0,1.0,0.0,0.0,0.31159953451537,0.71848677673163,0.73531909519753,0.73177041840327,1,137
1.0,0.0,1.0,999.0,0.0,0.0,0.31429077837049,0.73783556423219,0.67133075020087,0.72025839621326,1,138
0.0,1.0,0.0,1.0,1.0,0.0,0.31429077837049,0.73783556423219,0.67133075020087,0.72025839621326,1,139
0.0,1.0,0.0,999.0,0.0,0.0,0.35521344682615,0.74918787890794,0.65934455987406,0.73567786393113,1,140
1.0,0.0,1.0,0.0,1.0,0.0,0.35521344682615,0.74918787890794,0.65934455987406,0.73567786393113,1,141
0.0,1.0,0.0,999.0,0.0,0.0,0.3485162551924,0.72526820475369,0.65069726604172,0.72399923783769,1,142
1.0,0.0,1.0,0.0,1.0,0.0,0.3485162551924,0.72526820475369,0.65069726604172,0.72399923783769,1,143
1.0,0.0,0.0,999.0,0.0,0.0,0.36965974354176,0.74916619372118,0.63930613502373,0.74449293865834,1,144
0.0,1.0,1.0,0.0,1.0,0.0,0.36965974354176,0.74916619372118,0.63930613502373,0.74449293865834,1,145
0.0,1.0,0.0,999.0,0.0,0.0,0.33956991691148,0.71756298990118,0.62314273225038,0.71526733539472,1,146
1.0,0.0,1.0,0.0,1.0,0.0,0.33956991691148,0.71756298990118,0.62314273225038,0.71526733539472,1,147
1.0,0.0,0.0,999.0,0.0,0.0,0.33255460038374,0.7490893710719,0.61899762147806,0.7322887658761,1,148
1.0,0.0,0.0,1.0,0.0,0.0,0.33255460038374,0.7490893710719,0.61899762147806,0.7322887658761,1,149
0.0,1.0,0.0,999.0,0.0,0.0,0.30369914258998,0.73532350849223,0.59974754280747,0.74799610692988,1,150
1.0,0.0,0.0,1.0,0.0,0.0,0.30369914258998,0.73532350849223,0.59974754280747,0.74799610692988,1,151
0.0,1.0,0.0,999.0,0.0,0.0,0.31091997447474,0.73179266811938,0.62014209652258,0.72919198194877,1,152
1.0,0.0,0.0,0.0,0.0,0.0,0.31091997447474,0.73179266811938,0.62014209652258,0.72919198194877,1,153
0.0,1.0,0.0,999.0,0.0,0.0,0.31456361339496,0.74729003626447,0.59792092887271,0.74463358555509,1,154
1.0,0.0,1.0,0.0,1.0,0.0,0.31456361339496,0.74729003626447,0.59792092887271,0.74463358555509,1,155
1.0,0.0,0.0,999.0,0.0,0.0,0.251917556255,0.72692057781911,0.57395020080612,0.72846221912622,1,156
0.0,1.0,1.0,0.0,1.0,0.0,0.251917556255,0.72692057781911,0.57395020080612,0.72846221912622,1,157
0.0,1.0,0.0,999.0,0.0,0.0,0.26892076611761,0.73314243840941,0.59822925599571,0.73577525570213,1,158
1.0,0.0,1.0,0.0,0.0,0.0,0.26892076611761,0.73314243840941,0.59822925599571,0.73577525570213,1,159
0.0,1.0,0.0,999.0,0.0,0.0,0.26769969618836,0.73697882389733,0.60682576561689,0.7482241210762,1,160
1.0,0.0,0.0,1.0,1.0,0.0,0.26769969618836,0.73697882389733,0.60682576561689,0.7482241210762,1,161
1.0,0.0,0.0,999.0,0.0,0.0,0.25779308858717,0.74580923819368,0.62755990461679,0.72144145990693,1,162
1.0,0.0,1.0,0.0,1.0,0.0,0.25779308858717,0.74580923819368,0.62755990461679,0.72144145990693,1,163
1.0,0.0,0.0,999.0,0.0,0.0,0.26693011317714,0.70969313428313,0.64477184252578,0.69836363073999,1,164
1.0,0.0,1.0,0.0,0.0,0.0,0.26693011317714,0.70969313428313,0.64477184252578,0.69836363073999,1,165
0.0,1.0,0.0,999.0,0.0,0.0,0.2514239720675,0.74664276836914,0.64454797836292,0.66827380410971,1,166
1.0,0.0,1.0,0.0,1.0,0.0,0.2514239720675,0.74664276836914,0.64454797836292,0.66827380410971,1,167
1.0,0.0,0.0,999.0,0.0,0.0,0.29147680381004,0.74328431082886,0.60904592710532,0.68600939651108,1,168
1.0,0.0,0.0,1.0,1.0,0.0,0.29147680381004,0.74328431082886,0.60904592710532,0.68600939651108,1,169
0.0,1.0,0.0,999.0,0.0,0.0,0.27871105830043,0.71835623247242,0.60293713036321,0.71749257686973,1,170
0.0,1.0,0.0,1.0,1.0,0.0,0.27871105830043,0.71835623247242,0.60293713036321,0.71749257686973,1,171
0.0,1.0,0.0,999.0,0.0,0.0,0.27590144436374,0.72883344515869,0.57670955526145,0.71177176414144,1,172
1.0,0.0,1.0,0.0,1.0,0.0,0.27590144436374,0.72883344515869,0.57670955526145,0.71177176414144,1,173
1.0,0.0,0.0,999.0,0.0,0.0,0.25251424691726,0.73193703660839,0.57374915057254,0.72207706905683,1,174
0.0,1.0,1.0,0.0,1.0,0.0,0.25251424691726,0.73193703660839,0.57374915057254,0.72207706905683,1,175
1.0,0.0,0.0,999.0,0.0,0.0,0.25237101588642,0.73581730781423,0.5983726977504,0.72778640389895,1,176
1.0,0.0,1.0,0.0,0.0,0.0,0.25237101588642,0.73581730781423,0.5983726977504,0.72778640389895,1,177
0.0,1.0,0.0,999.0,0.0,0.0,0.26005028553354,0.74028470321827,0.55484470964631,0.7321276507285,1,178
0.0,1.0,0.0,1.0,0.0,0.0,0.26005028553354,0.74028470321827,0.55484470964631,0.7321276507285,1,179
0.0,1.0,0.0,999.0,0.0,0.0,0.28197364296648,0.74852188900374,0.54409250760131,0.7174775908735,1,180
0.0,1.0,1.0,0.0,1.0,0.0,0.28197364296648,0.74852188900374,0.54409250760131,0.7174775908735,1,181
1.0,0.0,0.0,999.0,0.0,0.0,0.25942167621691,0.70333174382505,0.52742763590069,0.71259232806981,1,182
1.0,0.0,0.0,1.0,0.0,0.0,0.25942167621691,0.70333174382505,0.52742763590069,0.71259232806981,1,183
1.0,0.0,0.0,999.0,0.0,0.0,0.26292940675103,0.67313060975245,0.54548593735402,0.71016663325607,1,184
1.0,0.0,1.0,0.0,1.0,0.0,0.26292940675103,0.67313060975245,0.54548593735402,0.71016663325607,1,185
0.0,1.0,0.0,999.0,0.0,0.0,0.27162993330294,0.70270819408006,0.53757229739275,0.70045543987278,1,186
1.0,0.0,1.0,1.0,1.0,0.0,0.27162993330294,0.70270819408006,0.53757229739275,0.70045543987278,1,187
1.0,0.0,0.0,999.0,0.0,0.0,0.29860043273761,0.71318540676633,0.55567748784401,0.68816893447044,1,188
0.0,1.0,1.0,0.0,1.0,0.0,0.29860043273761,0.71318540676633,0.55567748784401,0.68816893447044,1,189
0.0,1.0,0.0,999.0,0.0,0.0,0.28024634749297,0.70119921643952,0.56032055987989,0.64544076169351,1,190
0.0,1.0,1.0,1.0,0.0,0.0,0.28024634749297,0.70119921643952,0.56032055987989,0.64544076169351,1,191
1.0,0.0,0.0,999.0,0.0,0.0,0.35044680907261,0.6635867967877,0.5432544964024,0.67424389156915,1,192
1.0,0.0,1.0,1.0,1.0,0.0,0.35044680907261,0.6635867967877,0.5432544964024,0.67424389156915,1,193
0.0,1.0,0.0,999.0,0.0,0.0,0.35405334271246,0.70283730764603,0.54399366422746,0.65318943656102,1,194
0.0,1.0,1.0,1.0,1.0,0.0,0.35405334271246,0.70283730764603,0.54399366422746,0.65318943656102,1,195
1.0,0.0,0.0,999.0,0.0,0.0,0.38886439040009,0.74965318579818,0.49694686099404,0.62464306658985,1,196
0.0,1.0,1.0,1.0,0.0,0.0,0.38886439040009,0.74965318579818,0.49694686099404,0.62464306658985,1,197
0.0,1.0,0.0,999.0,0.0,0.0,0.39399776391732,0.71340872671244,0.51648053205616,0.6425011319259,1,198
0.0,1.0,1.0,0.0,1.0,0.0,0.39399776391732,0.71340872671244,0.51648053205616,0.6425011319259,1,199
0.0,1.0,0.0,999.0,0.0,0.0,0.35423741585249,0.72614903442589,0.51690665034584,0.68242362381301,1,200
0.0,1.0,1.0,1.0,1.0,0.0,0.35423741585249,0.72614903442589,0.51690665034584,0.68242362381301,1,201
0.0,1.0,1.0,999.0,0.0,0.0,0.35734100730219,0.74204822208357,0.52189321142356,0.71390680417166,1,202
0.0,1.0,1.0,0.0,1.0,0.0,0.35734100730219,0.74204822208357,0.52189321142356,0.71390680417166,1,203
0.0,1.0,0.0,999.0,0.0,0.0,0.32109654821646,0.72771750930307,0.53408644096741,0.69581334534546,1,204
0.0,1.0,1.0,0.0,1.0,0.0,0.32109654821646,0.72771750930307,0.53408644096741,0.69581334534546,1,205
1.0,0.0,0.0,999.0,0.0,0.0,0.28532433004108,0.74221881379332,0.55764707464253,0.6669578875517,1,206
1.0,0.0,1.0,0.0,1.0,0.0,0.28532433004108,0.74221881379332,0.55764707464253,0.6669578875517,1,207
0.0,1.0,0.0,999.0,0.0,0.0,0.25512319596849,0.71433350220563,0.55584021200323,0.66939955681176,1,208
0.0,1.0,1.0,1.0,1.0,0.0,0.25512319596849,0.71433350220563,0.55584021200323,0.66939955681176,1,209
0.0,1.0,0.0,999.0,0.0,0.0,0.2607948554309,0.7197763923264,0.52583702292178,0.66386696774591,1,210
1.0,0.0,1.0,0.0,0.0,0.0,0.2607948554309,0.7197763923264,0.52583702292178,0.66386696774591,1,211
0.0,1.0,0.0,999.0,0.0,0.0,0.25409766379716,0.73032645780754,0.54390955770028,0.67944708218239,1,212
1.0,0.0,1.0,1.0,0.0,0.0,0.25409766379716,0.73032645780754,0.54390955770028,0.67944708218239,1,213
0.0,1.0,0.0,999.0,0.0,0.0,0.25105076006975,0.7485889521492,0.58383204958739,0.66282551857755,1,214
0.0,1.0,1.0,0.0,1.0,0.0,0.25105076006975,0.7485889521492,0.58383204958739,0.66282551857755,1,215
0.0,1.0,0.0,999.0,0.0,0.0,0.26150508789288,0.72699205249473,0.53805171578262,0.68857084390197,1,216
1.0,0.0,1.0,0.0,0.0,0.0,0.26150508789288,0.72699205249473,0.53805171578262,0.68857084390197,1,217
0.0,1.0,0.0,999.0,0.0,0.0,0.26860701327856,0.70783276011694,0.56054491708853,0.66177172108324,1,218
1.0,0.0,1.0,1.0,1.0,0.0,0.26860701327856,0.70783276011694,0.56054491708853,0.66177172108324,1,219
0.0,1.0,0.0,999.0,0.0,0.0,0.25556820602522,0.69024971334247,0.55300458620378,0.65653984454675,1,220
0.0,1.0,1.0,0.0,1.0,0.0,0.25556820602522,0.69024971334247,0.55300458620378,0.65653984454675,1,221
0.0,1.0,0.0,999.0,0.0,0.0,0.25391489384229,0.66718959487096,0.5775309952547,0.66533499322602,1,222
0.0,1.0,1.0,0.0,1.0,0.0,0.25391489384229,0.66718959487096,0.5775309952547,0.66533499322602,1,223
0.0,1.0,0.0,999.0,0.0,0.0,0.27431547984897,0.68854864427737,0.59501978804279,0.70366023310316,1,224
0.0,1.0,1.0,1.0,1.0,0.0,0.27431547984897,0.68854864427737,0.59501978804279,0.70366023310316,1,225
1.0,0.0,0.0,999.0,0.0,0.0,0.25191209525278,0.66924449586665,0.58246394008016,0.73257540202315,1,226
1.0,0.0,1.0,0.0,0.0,0.0,0.25191209525278,0.66924449586665,0.58246394008016,0.73257540202315,1,227
0.0,1.0,0.0,999.0,0.0,0.0,0.26654103213313,0.68266044391683,0.60823103626063,0.7449498847243,1,228
0.0,1.0,1.0,1.0,1.0,0.0,0.26654103213313,0.68266044391683,0.60823103626063,0.7449498847243,1,229
0.0,1.0,1.0,999.0,0.0,0.0,0.31048026420629,0.70521573792587,0.59874793639312,0.73242052195497,1,230
0.0,1.0,1.0,1.0,0.0,0.0,0.31048026420629,0.70521573792587,0.59874793639312,0.73242052195497,1,231
