,participant,task,trial,current_state,choice,reward
463,28.0,0,213,1,0,1
464,28.0,0,214,999,0,0
465,28.0,0,215,0,0,1
466,28.0,0,216,999,0,0
467,28.0,0,217,0,0,0
468,28.0,0,218,999,0,0
469,28.0,0,219,1,0,1
470,28.0,0,220,999,0,0
471,28.0,0,221,0,0,0
472,28.0,0,222,999,0,0
473,28.0,0,223,1,0,0
474,28.0,0,224,999,0,0
475,28.0,0,225,0,0,0
476,28.0,0,226,999,0,0
477,28.0,0,227,1,0,1
478,28.0,0,228,999,0,0
479,28.0,0,229,0,0,0
480,28.0,0,230,999,0,0
481,28.0,0,231,1,0,0
482,28.0,0,232,999,0,0
483,28.0,0,233,0,0,1
484,28.0,0,234,999,0,0
485,28.0,0,235,1,0,0
486,28.0,0,236,999,0,0
487,28.0,0,237,1,0,1
488,28.0,0,238,999,0,0
489,28.0,0,239,0,0,0
490,28.0,0,240,999,0,0
491,28.0,0,241,1,0,0
492,28.0,0,242,999,0,0
493,28.0,0,243,0,0,0
494,28.0,0,244,999,0,0
495,28.0,0,245,1,0,1
496,28.0,0,246,999,0,0
497,28.0,0,247,0,0,0
498,28.0,0,248,999,0,0
499,28.0,0,249,0,0,0
500,34.0,0,0,999,1,0
501,34.0,0,1,1,0,0
502,34.0,0,2,999,0,0
503,34.0,0,3,1,1,0
504,34.0,0,4,999,0,0
505,34.0,0,5,0,0,0
506,34.0,0,6,999,1,0
507,34.0,0,7,0,1,1
508,34.0,0,8,999,1,0
509,34.0,0,9,0,1,0
510,34.0,0,10,999,1,0
511,34.0,0,11,0,1,1
512,34.0,0,12,999,1,0
513,34.0,0,13,0,1,0
514,34.0,0,14,999,1,0
515,34.0,0,15,1,1,0
516,34.0,0,16,999,1,0
517,34.0,0,17,1,0,1
518,34.0,0,18,999,1,0
519,34.0,0,19,1,0,1
520,34.0,0,20,999,1,0
521,34.0,0,21,1,0,0
522,34.0,0,22,999,0,0
523,34.0,0,23,0,1,1
524,34.0,0,24,999,0,0
525,34.0,0,25,1,0,0
526,34.0,0,26,999,0,0
527,34.0,0,27,0,1,1
528,34.0,0,28,999,0,0
529,34.0,0,29,0,1,1
530,34.0,0,30,999,0,0
531,34.0,0,31,0,1,1
532,34.0,0,32,999,0,0
533,34.0,0,33,0,1,0
534,34.0,0,34,999,0,0
535,34.0,0,35,0,1,0
536,34.0,0,36,999,1,0
537,34.0,0,37,1,0,0
538,34.0,0,38,999,0,0
539,34.0,0,39,1,1,0
540,34.0,0,40,999,0,0
541,34.0,0,41,0,1,1
542,34.0,0,42,999,0,0
543,34.0,0,43,1,1,0
544,34.0,0,44,999,0,0
545,34.0,0,45,1,0,1
546,34.0,0,46,999,0,0
547,34.0,0,47,0,1,0
548,34.0,0,48,999,0,0
549,34.0,0,49,1,0,0
550,34.0,0,50,999,0,0
551,34.0,0,51,0,0,0
552,34.0,0,52,999,0,0
553,34.0,0,53,0,1,0
554,34.0,0,54,999,0,0
555,34.0,0,55,0,0,0
556,34.0,0,56,999,0,0
557,34.0,0,57,0,1,1
558,34.0,0,58,999,0,0
559,34.0,0,59,0,1,1
560,34.0,0,60,999,0,0
561,34.0,0,61,0,1,0
562,34.0,0,62,999,0,0
563,34.0,0,63,0,1,1
564,34.0,0,64,999,0,0
565,34.0,0,65,1,1,1
566,34.0,0,66,999,0,0
567,34.0,0,67,0,1,0
568,34.0,0,68,999,0,0
569,34.0,0,69,0,1,1
570,34.0,0,70,999,0,0
571,34.0,0,71,0,1,1
572,34.0,0,72,999,0,0
573,34.0,0,73,0,1,1
574,34.0,0,74,999,0,0
575,34.0,0,75,0,1,1
576,34.0,0,76,999,0,0
577,34.0,0,77,0,1,0
578,34.0,0,78,999,0,0
579,34.0,0,79,1,1,0
580,34.0,0,80,999,0,0
581,34.0,0,81,0,1,1
582,34.0,0,82,999,0,0
583,34.0,0,83,1,1,0
584,34.0,0,84,999,0,0
585,34.0,0,85,1,0,0
586,34.0,0,86,999,0,0
587,34.0,0,87,0,1,1
588,34.0,0,88,999,0,0
589,34.0,0,89,0,1,0
590,34.0,0,90,999,0,0
591,34.0,0,91,1,1,1
592,34.0,0,92,999,0,0
593,34.0,0,93,1,1,1
594,34.0,0,94,999,0,0
595,34.0,0,95,0,1,0
596,34.0,0,96,999,0,0
597,34.0,0,97,0,0,1
598,34.0,0,98,999,0,0
599,34.0,0,99,1,1,0
600,34.0,0,100,999,0,0
601,34.0,0,101,0,0,0
602,34.0,0,102,999,0,0
603,34.0,0,103,0,1,0
604,34.0,0,104,999,0,0
605,34.0,0,105,0,0,0
606,34.0,0,106,999,0,0
607,34.0,0,107,0,0,1
608,34.0,0,108,999,0,0
609,34.0,0,109,0,0,0
610,34.0,0,110,999,0,0
611,34.0,0,111,0,0,1
612,34.0,0,112,999,0,0
613,34.0,0,113,1,1,0
614,34.0,0,114,999,0,0
615,34.0,0,115,0,0,0
616,34.0,0,116,999,0,0
617,34.0,0,117,0,0,0
618,34.0,0,118,999,0,0
619,34.0,0,119,0,0,0
620,34.0,0,120,999,0,0
621,34.0,0,121,0,1,1
622,34.0,0,122,999,0,0
623,34.0,0,123,0,1,1
624,34.0,0,124,999,0,0
625,34.0,0,125,1,1,0
626,34.0,0,126,999,0,0
627,34.0,0,127,0,1,0
628,34.0,0,128,999,0,0
629,34.0,0,129,0,0,0
630,34.0,0,130,999,0,0
631,34.0,0,131,0,1,1
632,34.0,0,132,999,0,0
633,34.0,0,133,0,1,1
634,34.0,0,134,999,0,0
635,34.0,0,135,0,1,0
636,34.0,0,136,999,0,0
637,34.0,0,137,0,1,1
638,34.0,0,138,999,0,0
639,34.0,0,139,0,1,1
640,34.0,0,140,999,0,0
641,34.0,0,141,0,1,0
642,34.0,0,142,999,0,0
643,34.0,0,143,0,1,0
644,34.0,0,144,999,0,0
645,34.0,0,145,1,1,1
646,34.0,0,146,999,0,0
647,34.0,0,147,0,0,1
648,34.0,0,148,999,0,0
649,34.0,0,149,0,0,1
650,34.0,0,150,999,0,0
651,34.0,0,151,1,1,0
652,34.0,0,152,999,0,0
653,34.0,0,153,0,0,1
654,34.0,0,154,999,0,0
655,34.0,0,155,0,0,0
656,34.0,0,156,999,0,0
657,34.0,0,157,0,1,0
658,34.0,0,158,999,0,0
659,34.0,0,159,0,0,0
660,34.0,0,160,999,0,0
661,34.0,0,161,0,0,0
662,34.0,0,162,999,0,0
663,34.0,0,163,0,0,1
664,34.0,0,164,999,0,0
665,34.0,0,165,1,1,0
666,34.0,0,166,999,0,0
667,34.0,0,167,0,1,0
668,34.0,0,168,999,0,0
669,34.0,0,169,0,1,0
670,34.0,0,170,999,0,0
671,34.0,0,171,0,1,1
672,34.0,0,172,999,0,0
673,34.0,0,173,0,1,1
674,34.0,0,174,999,0,0
675,34.0,0,175,0,1,0
676,34.0,0,176,999,0,0
677,34.0,0,177,0,1,1
678,34.0,0,178,999,0,0
679,34.0,0,179,0,1,0
680,34.0,0,180,999,0,0
681,34.0,0,181,0,1,1
682,34.0,0,182,999,0,0
683,34.0,0,183,0,1,0
684,34.0,0,184,999,0,0
685,34.0,0,185,0,1,1
686,34.0,0,186,999,0,0
687,34.0,0,187,0,1,1
688,34.0,0,188,999,0,0
689,34.0,0,189,0,1,1
690,34.0,0,190,999,0,0
691,34.0,0,191,1,1,1
692,34.0,0,192,999,0,0
693,34.0,0,193,0,1,1
694,34.0,0,194,999,0,0
695,34.0,0,195,0,1,1
696,34.0,0,196,999,0,0
697,34.0,0,197,0,1,1
698,34.0,0,198,999,0,0
699,34.0,0,199,0,1,0
700,34.0,0,200,999,0,0
701,34.0,0,201,0,1,1
702,34.0,0,202,999,0,0
703,34.0,0,203,0,1,1
704,34.0,0,204,999,0,0
705,34.0,0,205,0,1,1
706,34.0,0,206,999,0,0
707,34.0,0,207,0,1,1
708,34.0,0,208,999,0,0
709,34.0,0,209,1,1,1
710,34.0,0,210,999,0,0
711,34.0,0,211,0,1,1
712,34.0,0,212,999,0,0
713,34.0,0,213,0,1,0
714,34.0,0,214,999,0,0
715,34.0,0,215,1,1,1
716,34.0,0,216,999,0,0
717,34.0,0,217,1,1,1
718,34.0,0,218,999,0,0
719,34.0,0,219,0,1,1
720,34.0,0,220,999,0,0
721,34.0,0,221,0,1,0
722,34.0,0,222,999,0,0
723,34.0,0,223,0,1,1
724,34.0,0,224,999,0,0
725,34.0,0,225,0,1,1
726,34.0,0,226,999,0,0
727,34.0,0,227,0,1,0
728,34.0,0,228,999,0,0
729,34.0,0,229,1,1,0
730,34.0,0,230,999,0,0
731,34.0,0,231,0,1,1
732,34.0,0,232,999,0,0
733,34.0,0,233,0,1,1
734,34.0,0,234,999,0,0
735,34.0,0,235,0,1,1
736,34.0,0,236,999,0,0
737,34.0,0,237,0,1,0
738,34.0,0,238,999,0,0
739,34.0,0,239,0,1,0
740,34.0,0,240,999,0,0
741,34.0,0,241,1,1,0
742,34.0,0,242,999,0,0
743,34.0,0,243,1,0,1
744,34.0,0,244,999,0,0
745,34.0,0,245,0,0,1
746,34.0,0,246,999,0,0
747,34.0,0,247,0,0,0
748,34.0,0,248,999,0,0
749,34.0,0,249,1,0,1
750,36.0,0,0,999,1,0
751,36.0,0,1,1,0,1
752,36.0,0,2,999,1,0
753,36.0,0,3,1,0,0
754,36.0,0,4,999,1,0
755,36.0,0,5,0,1,1
756,36.0,0,6,999,1,0
757,36.0,0,7,0,1,1
758,36.0,0,8,999,1,0
759,36.0,0,9,1,1,0
760,36.0,0,10,999,1,0
761,36.0,0,11,0,1,1
762,36.0,0,12,999,1,0
763,36.0,0,13,1,1,0
764,36.0,0,14,999,1,0
765,36.0,0,15,1,0,0
766,36.0,0,16,999,1,0
767,36.0,0,17,1,0,0
768,36.0,0,18,999,1,0
769,36.0,0,19,1,0,0
770,36.0,0,20,999,1,0
771,36.0,0,21,1,1,1
772,36.0,0,22,999,1,0
773,36.0,0,23,0,1,1
774,36.0,0,24,999,1,0
775,36.0,0,25,1,1,0
776,36.0,0,26,999,1,0
777,36.0,0,27,0,1,0
778,36.0,0,28,999,1,0
779,36.0,0,29,1,0,1
780,36.0,0,30,999,1,0
781,36.0,0,31,1,0,0
782,36.0,0,32,999,1,0
783,36.0,0,33,0,0,0
784,36.0,0,34,999,1,0
785,36.0,0,35,0,0,0
786,36.0,0,36,999,1,0
787,36.0,0,37,1,1,1
788,36.0,0,38,999,1,0
789,36.0,0,39,1,1,1
790,36.0,0,40,999,1,0
791,36.0,0,41,1,1,1
792,36.0,0,42,999,1,0
793,36.0,0,43,1,1,1
794,36.0,0,44,999,1,0
795,36.0,0,45,0,0,1
796,36.0,0,46,999,1,0
797,36.0,0,47,1,1,1
798,36.0,0,48,999,1,0
799,36.0,0,49,0,1,1
800,36.0,0,50,999,1,0
801,36.0,0,51,1,1,1
802,36.0,0,52,999,1,0
803,36.0,0,53,1,1,1
804,36.0,0,54,999,1,0
805,36.0,0,55,0,0,0
806,36.0,0,56,999,1,0
807,36.0,0,57,1,1,1
808,36.0,0,58,999,1,0
809,36.0,0,59,0,0,0
810,36.0,0,60,999,1,0
811,36.0,0,61,1,1,1
812,36.0,0,62,999,1,0
813,36.0,0,63,0,1,1
814,36.0,0,64,999,1,0
815,36.0,0,65,0,1,0
816,36.0,0,66,999,1,0
817,36.0,0,67,1,1,1
818,36.0,0,68,999,1,0
819,36.0,0,69,0,1,1
820,36.0,0,70,999,1,0
821,36.0,0,71,1,1,0
822,36.0,0,72,999,1,0
823,36.0,0,73,0,1,1
824,36.0,0,74,999,1,0
825,36.0,0,75,0,1,1
826,36.0,0,76,999,1,0
827,36.0,0,77,1,0,0
828,36.0,0,78,999,1,0
829,36.0,0,79,1,1,1
830,36.0,0,80,999,1,0
831,36.0,0,81,0,1,1
832,36.0,0,82,999,1,0
833,36.0,0,83,1,1,1
834,36.0,0,84,999,1,0
835,36.0,0,85,0,1,1
836,36.0,0,86,999,1,0
837,36.0,0,87,0,1,0
838,36.0,0,88,999,1,0
839,36.0,0,89,1,1,1
840,36.0,0,90,999,1,0
841,36.0,0,91,1,1,0
842,36.0,0,92,999,1,0
843,36.0,0,93,1,1,1
844,36.0,0,94,999,1,0
845,36.0,0,95,1,1,1
846,36.0,0,96,999,1,0
847,36.0,0,97,1,1,1
848,36.0,0,98,999,1,0
849,36.0,0,99,0,0,0
850,36.0,0,100,999,1,0
851,36.0,0,101,1,1,1
852,36.0,0,102,999,1,0
853,36.0,0,103,0,1,0
854,36.0,0,104,999,1,0
855,36.0,0,105,0,0,1
856,36.0,0,106,999,1,0
857,36.0,0,107,1,1,1
858,36.0,0,108,999,1,0
859,36.0,0,109,1,1,1
860,36.0,0,110,999,1,0
861,36.0,0,111,0,0,1
862,36.0,0,112,999,1,0
863,36.0,0,113,1,1,1
864,36.0,0,114,999,1,0
865,36.0,0,115,1,1,0
866,36.0,0,116,999,1,0
867,36.0,0,117,1,1,0
868,36.0,0,118,999,1,0
869,36.0,0,119,0,1,1
870,36.0,0,120,999,1,0
871,36.0,0,121,1,0,1
