,participant,task,trial,choice,reward,forced,slot1_value,slot2_value
173,9,23,3,0,33,1,28,40
174,9,23,4,1,32,0,28,40
175,9,23,5,1,46,0,28,40
176,9,23,6,1,37,0,28,40
177,9,23,7,1,40,0,28,40
178,9,23,8,1,36,0,28,40
179,9,23,9,1,42,0,28,40
180,9,24,0,1,70,1,60,72
181,9,24,1,1,83,1,60,72
182,9,24,2,0,54,1,60,72
183,9,24,3,0,50,1,60,72
184,9,24,4,1,72,0,60,72
185,9,25,0,0,46,1,48,60
186,9,25,1,0,48,1,48,60
187,9,25,2,1,64,1,48,60
188,9,25,3,1,64,1,48,60
189,9,25,4,1,61,0,48,60
190,9,25,5,1,52,0,48,60
191,9,25,6,1,61,0,48,60
192,9,25,7,1,60,0,48,60
193,9,25,8,1,64,0,48,60
194,9,25,9,1,49,0,48,60
195,9,26,0,1,72,1,40,60
196,9,26,1,0,39,1,40,60
197,9,26,2,0,38,1,40,60
198,9,26,3,1,60,1,40,60
199,9,26,4,1,50,0,40,60
200,9,26,5,1,48,0,40,60
201,9,26,6,1,67,0,40,60
202,9,26,7,1,51,0,40,60
203,9,26,8,1,59,0,40,60
204,9,26,9,1,60,0,40,60
205,9,27,0,1,58,1,80,60
206,9,27,1,0,81,1,80,60
207,9,27,2,1,56,1,80,60
208,9,27,3,1,52,1,80,60
209,9,27,4,0,85,0,80,60
210,9,28,0,0,80,1,68,60
211,9,28,1,0,66,1,68,60
212,9,28,2,1,57,1,68,60
213,9,28,3,0,67,1,68,60
214,9,28,4,0,71,0,68,60
215,9,28,5,0,67,0,68,60
216,9,28,6,0,67,0,68,60
217,9,28,7,0,71,0,68,60
218,9,28,8,0,78,0,68,60
219,9,28,9,0,59,0,68,60
220,9,29,0,1,73,1,60,90
221,9,29,1,0,56,1,60,90
222,9,29,2,1,85,1,60,90
223,9,29,3,0,51,1,60,90
224,9,29,4,1,87,0,60,90
225,9,30,0,0,64,1,60,80
226,9,30,1,1,72,1,60,80
227,9,30,2,1,67,1,60,80
228,9,30,3,1,79,1,60,80
229,9,30,4,1,65,0,60,80
230,9,30,5,1,77,0,60,80
231,9,30,6,1,75,0,60,80
232,9,30,7,1,73,0,60,80
233,9,30,8,1,88,0,60,80
234,9,30,9,1,73,0,60,80
235,9,31,0,0,44,1,48,60
236,9,31,1,0,53,1,48,60
237,9,31,2,1,67,1,48,60
238,9,31,3,1,58,1,48,60
239,9,31,4,1,53,0,48,60
240,9,31,5,1,71,0,48,60
241,9,31,6,1,59,0,48,60
242,9,31,7,1,42,0,48,60
243,9,31,8,1,59,0,48,60
244,9,31,9,1,69,0,48,60
245,9,32,0,0,43,1,44,40
246,9,32,1,1,47,1,44,40
247,9,32,2,1,47,1,44,40
248,9,32,3,1,52,1,44,40
249,9,32,4,1,47,0,44,40
250,9,33,0,1,57,1,60,56
251,9,33,1,1,59,1,60,56
252,9,33,2,0,52,1,60,56
253,9,33,3,1,58,1,60,56
254,9,33,4,1,50,0,60,56
255,9,34,0,0,49,1,48,60
256,9,34,1,1,71,1,48,60
257,9,34,2,1,48,1,48,60
258,9,34,3,0,49,1,48,60
259,9,34,4,1,55,0,48,60
260,9,35,0,1,35,1,60,40
261,9,35,1,0,68,1,60,40
262,9,35,2,0,75,1,60,40
263,9,35,3,1,52,1,60,40
264,9,35,4,0,62,0,60,40
265,9,36,0,1,67,1,40,70
266,9,36,1,1,71,1,40,70
267,9,36,2,0,39,1,40,70
268,9,36,3,0,37,1,40,70
269,9,36,4,1,56,0,40,70
270,9,37,0,1,58,1,80,60
271,9,37,1,0,84,1,80,60
272,9,37,2,1,50,1,80,60
273,9,37,3,1,65,1,80,60
274,9,37,4,0,76,0,80,60
275,9,38,0,1,58,1,40,52
276,9,38,1,0,35,1,40,52
277,9,38,2,1,46,1,40,52
278,9,38,3,0,48,1,40,52
279,9,38,4,1,41,0,40,52
280,9,38,5,1,57,0,40,52
281,9,38,6,1,39,0,40,52
282,9,38,7,1,62,0,40,52
283,9,38,8,1,58,0,40,52
284,9,38,9,1,63,0,40,52
285,9,39,0,1,35,1,36,40
286,9,39,1,0,42,1,36,40
287,9,39,2,1,34,1,36,40
288,9,39,3,1,42,1,36,40
289,9,39,4,0,26,0,36,40
290,9,39,5,1,29,0,36,40
291,9,39,6,1,43,0,36,40
292,9,39,7,1,42,0,36,40
293,9,39,8,1,37,0,36,40
294,9,39,9,1,46,0,36,40
295,9,40,0,0,59,1,60,80
296,9,40,1,0,57,1,60,80
297,9,40,2,1,74,1,60,80
298,9,40,3,1,76,1,60,80
299,9,40,4,1,75,0,60,80
300,9,40,5,1,73,0,60,80
301,9,40,6,1,93,0,60,80
302,9,40,7,1,76,0,60,80
303,9,40,8,1,77,0,60,80
304,9,40,9,1,85,0,60,80
305,9,41,0,0,26,1,30,60
306,9,41,1,1,55,1,30,60
307,9,41,2,0,20,1,30,60
308,9,41,3,1,70,1,30,60
309,9,41,4,1,65,0,30,60
310,9,42,0,0,56,1,60,68
311,9,42,1,1,74,1,60,68
312,9,42,2,1,63,1,60,68
313,9,42,3,0,75,1,60,68
314,9,42,4,1,75,0,60,68
315,9,42,5,1,61,0,60,68
316,9,42,6,1,61,0,60,68
317,9,42,7,1,57,0,60,68
318,9,42,8,1,70,0,60,68
319,9,42,9,1,67,0,60,68
320,9,43,0,1,4,1,40,10
321,9,43,1,0,40,1,40,10
322,9,43,2,1,19,1,40,10
323,9,43,3,0,30,1,40,10
324,9,43,4,0,43,0,40,10
325,9,44,0,0,44,1,40,60
326,9,44,1,1,63,1,40,60
327,9,44,2,0,52,1,40,60
328,9,44,3,0,49,1,40,60
329,9,44,4,1,48,0,40,60
330,9,44,5,1,67,0,40,60
331,9,44,6,1,62,0,40,60
332,9,44,7,1,68,0,40,60
333,9,44,8,1,58,0,40,60
334,9,44,9,1,62,0,40,60
335,9,45,0,1,72,1,60,64
336,9,45,1,1,64,1,60,64
337,9,45,2,0,57,1,60,64
338,9,45,3,0,66,1,60,64
339,9,45,4,1,59,0,60,64
340,9,46,0,1,55,1,20,40
341,9,46,1,0,32,1,20,40
342,9,46,2,1,35,1,20,40
343,9,46,3,0,21,1,20,40
344,9,46,4,1,39,0,20,40
345,9,47,0,0,62,1,60,56
346,9,47,1,1,47,1,60,56
347,9,47,2,0,65,1,60,56
348,9,47,3,1,59,1,60,56
349,9,47,4,0,70,0,60,56
350,9,47,5,0,54,0,60,56
351,9,47,6,0,57,0,60,56
352,9,47,7,0,58,0,60,56
353,9,47,8,0,63,0,60,56
354,9,47,9,0,62,0,60,56
355,9,48,0,1,56,1,72,60
356,9,48,1,0,79,1,72,60
357,9,48,2,1,41,1,72,60
358,9,48,3,0,92,1,72,60
359,9,48,4,0,71,0,72,60
360,9,48,5,0,67,0,72,60
361,9,48,6,0,73,0,72,60
362,9,48,7,0,74,0,72,60
363,9,48,8,0,73,0,72,60
364,9,48,9,0,70,0,72,60
365,9,49,0,1,67,1,60,64
366,9,49,1,1,62,1,60,64
367,9,49,2,0,63,1,60,64
368,9,49,3,0,57,1,60,64
369,9,49,4,1,56,0,60,64
370,9,50,0,0,34,1,44,40
371,9,50,1,0,30,1,44,40
372,9,50,2,0,42,1,44,40
373,9,50,3,1,36,1,44,40
374,9,50,4,0,35,0,44,40
375,9,51,0,1,35,1,40,32
376,9,51,1,0,40,1,40,32
377,9,51,2,0,34,1,40,32
378,9,51,3,1,23,1,40,32
379,9,51,4,0,40,0,40,32
380,9,52,0,0,39,1,40,48
381,9,52,1,1,56,1,40,48
382,9,52,2,1,58,1,40,48
383,9,52,3,1,41,1,40,48
384,9,52,4,1,46,0,40,48
385,9,53,0,0,54,1,40,48
386,9,53,1,0,52,1,40,48
387,9,53,2,0,51,1,40,48
388,9,53,3,1,36,1,40,48
389,9,53,4,0,37,0,40,48
390,9,54,0,1,87,1,60,90
391,9,54,1,1,87,1,60,90
392,9,54,2,1,79,1,60,90
393,9,54,3,0,52,1,60,90
394,9,54,4,1,81,0,60,90
395,9,54,5,1,100,0,60,90
396,9,54,6,1,99,0,60,90
397,9,54,7,1,93,0,60,90
398,9,54,8,1,87,0,60,90
399,9,54,9,1,72,0,60,90
400,9,55,0,1,35,1,40,52
401,9,55,1,1,61,1,40,52
402,9,55,2,0,46,1,40,52
403,9,55,3,1,52,1,40,52
404,9,55,4,1,58,0,40,52
405,9,55,5,1,54,0,40,52
406,9,55,6,1,58,0,40,52
407,9,55,7,1,58,0,40,52
408,9,55,8,1,50,0,40,52
409,9,55,9,1,54,0,40,52
410,9,56,0,0,49,1,60,80
411,9,56,1,1,69,1,60,80
412,9,56,2,0,42,1,60,80
413,9,56,3,0,66,1,60,80
414,9,56,4,1,73,0,60,80
415,9,57,0,0,43,1,40,60
416,9,57,1,0,39,1,40,60
417,9,57,2,0,21,1,40,60
418,9,57,3,1,56,1,40,60
419,9,57,4,1,54,0,40,60
420,9,57,5,1,51,0,40,60
421,9,57,6,1,51,0,40,60
422,9,57,7,1,61,0,40,60
423,9,57,8,1,57,0,40,60
424,9,57,9,1,57,0,40,60
425,9,58,0,1,40,1,36,40
426,9,58,1,0,37,1,36,40
427,9,58,2,1,39,1,36,40
428,9,58,3,0,22,1,36,40
429,9,58,4,1,32,0,36,40
430,9,59,0,0,70,1,70,40
431,9,59,1,0,62,1,70,40
432,9,59,2,0,60,1,70,40
433,9,59,3,1,30,1,70,40
434,9,59,4,0,71,0,70,40
435,9,60,0,1,47,1,40,52
436,9,60,1,0,45,1,40,52
437,9,60,2,0,42,1,40,52
438,9,60,3,1,68,1,40,52
439,9,60,4,1,51,0,40,52
440,9,61,0,1,4,1,40,10
441,9,61,1,0,41,1,40,10
442,9,61,2,1,11,1,40,10
443,9,61,3,0,38,1,40,10
444,9,61,4,0,34,0,40,10
445,9,62,0,0,18,1,20,40
446,9,62,1,1,36,1,20,40
447,9,62,2,1,40,1,20,40
448,9,62,3,1,47,1,20,40
449,9,62,4,1,32,0,20,40
450,9,62,5,1,50,0,20,40
451,9,62,6,1,52,0,20,40
452,9,62,7,1,37,0,20,40
453,9,62,8,1,44,0,20,40
454,9,62,9,1,25,0,20,40
455,9,63,0,1,40,1,20,40
456,9,63,1,0,24,1,20,40
457,9,63,2,0,12,1,20,40
458,9,63,3,0,20,1,20,40
459,9,63,4,1,24,0,20,40
460,9,64,0,0,28,1,32,40
461,9,64,1,1,34,1,32,40
462,9,64,2,1,50,1,32,40
463,9,64,3,1,30,1,32,40
464,9,64,4,1,56,0,32,40
465,9,65,0,0,94,1,90,60
466,9,65,1,1,72,1,90,60
467,9,65,2,1,66,1,90,60
468,9,65,3,1,69,1,90,60
469,9,65,4,0,93,0,90,60
470,9,66,0,1,46,1,10,40
471,9,66,1,1,41,1,10,40
472,9,66,2,0,1,1,10,40
473,9,66,3,0,30,1,10,40
474,9,66,4,1,36,0,10,40
475,9,66,5,1,26,0,10,40
476,9,66,6,1,36,0,10,40
477,9,66,7,1,44,0,10,40
478,9,66,8,1,41,0,10,40
479,9,66,9,1,41,0,10,40
480,9,67,0,1,64,1,60,56
481,9,67,1,1,40,1,60,56
482,9,67,2,0,62,1,60,56
483,9,67,3,1,56,1,60,56
484,9,67,4,0,52,0,60,56
485,9,68,0,0,45,1,60,64
486,9,68,1,1,57,1,60,64
487,9,68,2,1,78,1,60,64
488,9,68,3,1,54,1,60,64
489,9,68,4,1,71,0,60,64
490,9,68,5,1,61,0,60,64
491,9,68,6,1,69,0,60,64
492,9,68,7,1,74,0,60,64
493,9,68,8,1,66,0,60,64
494,9,68,9,1,67,0,60,64
495,9,69,0,0,43,1,48,60
496,9,69,1,1,69,1,48,60
497,9,69,2,1,63,1,48,60
498,9,69,3,0,44,1,48,60
499,9,69,4,1,60,0,48,60
500,9,70,0,1,40,1,40,48
501,9,70,1,0,32,1,40,48
502,9,70,2,1,38,1,40,48
503,9,70,3,0,50,1,40,48
504,9,70,4,1,51,0,40,48
505,9,71,0,0,56,1,48,60
506,9,71,1,1,62,1,48,60
507,9,71,2,0,57,1,48,60
508,9,71,3,0,46,1,48,60
509,9,71,4,1,51,0,48,60
510,9,72,0,0,35,1,40,60
511,9,72,1,0,51,1,40,60
512,9,72,2,0,42,1,40,60
513,9,72,3,1,58,1,40,60
514,9,72,4,1,62,0,40,60
515,9,72,5,1,63,0,40,60
516,9,72,6,1,57,0,40,60
517,9,72,7,1,57,0,40,60
518,9,72,8,1,58,0,40,60
519,9,72,9,1,62,0,40,60
520,9,73,0,0,49,1,40,32
521,9,73,1,1,29,1,40,32
522,9,73,2,0,46,1,40,32
523,9,73,3,1,41,1,40,32
524,9,73,4,0,30,0,40,32
525,9,74,0,0,74,1,60,64
526,9,74,1,1,75,1,60,64
527,9,74,2,1,53,1,60,64
528,9,74,3,0,61,1,60,64
529,9,74,4,1,75,0,60,64
530,9,74,5,1,64,0,60,64
531,9,74,6,1,54,0,60,64
532,9,74,7,1,62,0,60,64
533,9,74,8,1,67,0,60,64
534,9,74,9,1,67,0,60,64
535,9,75,0,0,1,1,10,40
536,9,75,1,1,38,1,10,40
537,9,75,2,1,26,1,10,40
538,9,75,3,1,44,1,10,40
539,9,75,4,1,42,0,10,40
540,9,76,0,1,35,1,32,40
541,9,76,1,1,33,1,32,40
542,9,76,2,0,34,1,32,40
543,9,76,3,1,39,1,32,40
544,9,76,4,1,38,0,32,40
545,9,76,5,1,43,0,32,40
546,9,76,6,1,45,0,32,40
547,9,76,7,1,29,0,32,40
548,9,76,8,1,48,0,32,40
549,9,76,9,1,40,0,32,40
550,9,77,0,1,34,1,40,36
551,9,77,1,0,35,1,40,36
552,9,77,2,0,30,1,40,36
553,9,77,3,0,29,1,40,36
554,9,77,4,1,43,0,40,36
555,9,77,5,1,40,0,40,36
556,9,77,6,1,30,0,40,36
557,9,77,7,1,33,0,40,36
558,9,77,8,1,38,0,40,36
559,9,77,9,1,34,0,40,36
560,9,78,0,0,25,1,20,40
561,9,78,1,1,37,1,20,40
562,9,78,2,1,40,1,20,40
563,9,78,3,1,43,1,20,40
564,9,78,4,1,50,0,20,40
565,9,78,5,1,57,0,20,40
566,9,78,6,1,35,0,20,40
567,9,78,7,1,39,0,20,40
568,9,78,8,1,34,0,20,40
569,9,78,9,1,45,0,20,40
570,9,79,0,0,58,1,60,80
571,9,79,1,0,67,1,60,80
572,9,79,2,1,81,1,60,80
573,9,79,3,1,75,1,60,80
574,9,79,4,1,73,0,60,80
575,9,79,5,1,83,0,60,80
576,9,79,6,1,64,0,60,80
577,9,79,7,1,68,0,60,80
578,9,79,8,1,70,0,60,80
579,9,79,9,1,82,0,60,80
580,9,80,0,1,33,1,70,40
581,9,80,1,0,77,1,70,40
582,9,80,2,0,69,1,70,40
583,9,80,3,1,41,1,70,40
584,9,80,4,0,70,0,70,40
585,9,80,5,0,79,0,70,40
586,9,80,6,0,67,0,70,40
587,9,80,7,0,72,0,70,40
588,9,80,8,0,75,0,70,40
589,9,80,9,0,81,0,70,40
590,9,81,0,0,43,1,60,72
591,9,81,1,0,48,1,60,72
592,9,81,2,1,74,1,60,72
593,9,81,3,0,56,1,60,72
594,9,81,4,1,70,0,60,72
595,9,81,5,1,62,0,60,72
596,9,81,6,1,62,0,60,72
597,9,81,7,1,78,0,60,72
598,9,81,8,1,54,0,60,72
599,9,81,9,1,75,0,60,72
600,9,82,0,1,83,1,60,72
601,9,82,1,1,73,1,60,72
602,9,82,2,0,60,1,60,72
603,9,82,3,1,65,1,60,72
604,9,82,4,1,85,0,60,72
605,9,83,0,0,43,1,40,36
606,9,83,1,1,42,1,40,36
607,9,83,2,0,34,1,40,36
608,9,83,3,0,45,1,40,36
609,9,83,4,0,43,0,40,36
610,9,84,0,0,70,1,68,60
611,9,84,1,0,57,1,68,60
612,9,84,2,1,41,1,68,60
613,9,84,3,0,79,1,68,60
614,9,84,4,0,66,0,68,60
615,9,84,5,0,64,0,68,60
616,9,84,6,0,54,0,68,60
617,9,84,7,0,76,0,68,60
618,9,84,8,0,64,0,68,60
619,9,84,9,0,67,0,68,60
620,9,85,0,1,43,1,28,40
621,9,85,1,0,41,1,28,40
622,9,85,2,1,37,1,28,40
623,9,85,3,1,49,1,28,40
624,9,85,4,1,35,0,28,40
625,9,86,0,1,57,1,68,60
626,9,86,1,1,57,1,68,60
627,9,86,2,0,77,1,68,60
628,9,86,3,0,86,1,68,60
629,9,86,4,0,79,0,68,60
630,9,86,5,0,64,0,68,60
631,9,86,6,0,59,0,68,60
632,9,86,7,0,73,0,68,60
633,9,86,8,0,76,0,68,60
634,9,86,9,0,62,0,68,60
635,9,87,0,1,63,1,40,60
636,9,87,1,0,43,1,40,60
637,9,87,2,1,49,1,40,60
638,9,87,3,0,41,1,40,60
639,9,87,4,1,56,0,40,60
640,9,87,5,1,71,0,40,60
641,9,87,6,1,45,0,40,60
642,9,87,7,1,57,0,40,60
643,9,87,8,1,66,0,40,60
644,9,87,9,1,62,0,40,60
645,9,88,0,0,72,1,60,30
646,9,88,1,1,31,1,60,30
647,9,88,2,1,41,1,60,30
648,9,88,3,0,60,1,60,30
649,9,88,4,0,59,0,60,30
650,9,88,5,0,75,0,60,30
651,9,88,6,0,68,0,60,30
652,9,88,7,0,44,0,60,30
653,9,88,8,0,46,0,60,30
654,9,88,9,0,62,0,60,30
655,9,89,0,1,61,1,60,64
656,9,89,1,1,65,1,60,64
657,9,89,2,0,59,1,60,64
658,9,89,3,0,63,1,60,64
659,9,89,4,1,52,0,60,64
660,9,90,0,0,43,1,44,40
661,9,90,1,0,33,1,44,40
662,9,90,2,0,39,1,44,40
663,9,90,3,1,46,1,44,40
664,9,90,4,1,44,0,44,40
665,9,91,0,1,52,1,64,60
666,9,91,1,1,54,1,64,60
667,9,91,2,0,64,1,64,60
668,9,91,3,0,57,1,64,60
669,9,91,4,0,79,0,64,60
670,9,91,5,0,70,0,64,60
671,9,91,6,0,56,0,64,60
672,9,91,7,0,71,0,64,60
673,9,91,8,0,54,0,64,60
674,9,91,9,0,56,0,64,60
675,9,92,0,1,54,1,90,60
676,9,92,1,0,100,1,90,60
677,9,92,2,0,83,1,90,60
678,9,92,3,1,46,1,90,60
679,9,92,4,0,94,0,90,60
680,9,92,5,0,92,0,90,60
681,9,92,6,0,82,0,90,60
682,9,92,7,0,97,0,90,60
683,9,92,8,0,97,0,90,60
684,9,92,9,0,88,0,90,60
685,9,93,0,0,41,1,32,40
686,9,93,1,1,46,1,32,40
687,9,93,2,1,35,1,32,40
688,9,93,3,1,43,1,32,40
689,9,93,4,1,44,0,32,40
690,9,94,0,1,50,1,40,60
691,9,94,1,0,32,1,40,60
692,9,94,2,0,39,1,40,60
693,9,94,3,1,75,1,40,60
694,9,94,4,1,68,0,40,60
695,9,94,5,1,59,0,40,60
696,9,94,6,1,56,0,40,60
697,9,94,7,1,56,0,40,60
698,9,94,8,1,45,0,40,60
699,9,94,9,1,47,0,40,60
700,9,95,0,1,42,1,40,52
701,9,95,1,0,25,1,40,52
702,9,95,2,0,44,1,40,52
703,9,95,3,1,47,1,40,52
704,9,95,4,1,55,0,40,52
705,9,96,0,1,40,1,32,40
706,9,96,1,1,37,1,32,40
707,9,96,2,0,23,1,32,40
708,9,96,3,1,25,1,32,40
709,9,96,4,1,47,0,32,40
710,9,96,5,1,44,0,32,40
711,9,96,6,1,44,0,32,40
712,9,96,7,1,38,0,32,40
713,9,96,8,1,36,0,32,40
714,9,96,9,1,37,0,32,40
715,9,97,0,0,72,1,60,64
716,9,97,1,1,62,1,60,64
717,9,97,2,1,72,1,60,64
718,9,97,3,1,59,1,60,64
719,9,97,4,0,62,0,60,64
720,9,97,5,0,73,0,60,64
721,9,97,6,0,61,0,60,64
722,9,97,7,0,62,0,60,64
723,9,97,8,0,52,0,60,64
724,9,97,9,0,63,0,60,64
725,9,98,0,1,35,1,10,40
726,9,98,1,0,21,1,10,40
727,9,98,2,0,7,1,10,40
728,9,98,3,0,6,1,10,40
729,9,98,4,1,40,0,10,40
730,9,99,0,0,48,1,60,40
731,9,99,1,1,29,1,60,40
732,9,99,2,1,48,1,60,40
733,9,99,3,0,60,1,60,40
734,9,99,4,0,67,0,60,40
735,13,0,0,0,36,1,40,36
736,13,0,1,1,48,1,40,36
737,13,0,2,1,33,1,40,36
738,13,0,3,1,37,1,40,36
739,13,0,4,1,49,0,40,36
740,13,0,5,0,33,0,40,36
741,13,0,6,1,50,0,40,36
742,13,0,7,0,50,0,40,36
743,13,0,8,0,41,0,40,36
744,13,0,9,1,36,0,40,36
745,13,1,0,0,66,1,60,48
746,13,1,1,1,56,1,60,48
747,13,1,2,0,70,1,60,48
748,13,1,3,1,43,1,60,48
749,13,1,4,0,54,0,60,48
750,13,1,5,0,52,0,60,48
751,13,1,6,1,46,0,60,48
752,13,1,7,0,54,0,60,48
753,13,1,8,0,55,0,60,48
754,13,1,9,0,69,0,60,48
755,13,2,0,1,32,1,40,36
756,13,2,1,0,24,1,40,36
757,13,2,2,0,57,1,40,36
758,13,2,3,1,36,1,40,36
759,13,2,4,0,40,0,40,36
760,13,2,5,0,41,0,40,36
761,13,2,6,0,32,0,40,36
762,13,2,7,1,29,0,40,36
763,13,2,8,0,36,0,40,36
764,13,2,9,1,28,0,40,36
765,13,3,0,1,46,1,40,48
766,13,3,1,0,32,1,40,48
767,13,3,2,0,36,1,40,48
768,13,3,3,1,59,1,40,48
769,13,3,4,0,40,0,40,48
770,13,4,0,1,1,1,40,10
771,13,4,1,0,32,1,40,10
772,13,4,2,1,1,1,40,10
773,13,4,3,0,45,1,40,10
