,participant,task,trial,choice,reward,forced,slot1_value,slot2_value
66,9,9,6,1,59,0,60,64
67,9,9,7,1,65,0,60,64
68,9,9,8,1,65,0,60,64
69,9,9,9,1,67,0,60,64
70,9,10,0,0,42,1,40,36
71,9,10,1,0,44,1,40,36
72,9,10,2,0,42,1,40,36
73,9,10,3,1,44,1,40,36
74,9,10,4,1,40,0,40,36
75,9,10,5,1,24,0,40,36
76,9,10,6,1,43,0,40,36
77,9,10,7,1,50,0,40,36
78,9,10,8,1,20,0,40,36
79,9,10,9,1,41,0,40,36
80,9,11,0,0,52,1,56,60
81,9,11,1,1,51,1,56,60
82,9,11,2,1,72,1,56,60
83,9,11,3,1,63,1,56,60
84,9,11,4,1,56,0,56,60
85,9,12,0,0,35,1,40,52
86,9,12,1,0,49,1,40,52
87,9,12,2,1,61,1,40,52
88,9,12,3,1,40,1,40,52
89,9,12,4,1,47,0,40,52
90,9,13,0,0,66,1,60,48
91,9,13,1,1,46,1,60,48
92,9,13,2,0,60,1,60,48
93,9,13,3,0,53,1,60,48
94,9,13,4,0,70,0,60,48
95,9,14,0,0,36,1,48,60
96,9,14,1,0,42,1,48,60
97,9,14,2,0,37,1,48,60
98,9,14,3,1,52,1,48,60
99,9,14,4,1,51,0,48,60
100,9,14,5,1,61,0,48,60
101,9,14,6,1,62,0,48,60
102,9,14,7,1,60,0,48,60
103,9,14,8,1,53,0,48,60
104,9,14,9,1,52,0,48,60
105,9,15,0,0,51,1,60,80
106,9,15,1,0,52,1,60,80
107,9,15,2,1,80,1,60,80
108,9,15,3,0,53,1,60,80
109,9,15,4,1,84,0,60,80
110,9,15,5,1,89,0,60,80
111,9,15,6,1,82,0,60,80
112,9,15,7,1,88,0,60,80
113,9,15,8,1,88,0,60,80
114,9,15,9,1,72,0,60,80
115,9,16,0,0,49,1,60,48
116,9,16,1,1,54,1,60,48
117,9,16,2,1,41,1,60,48
118,9,16,3,1,48,1,60,48
119,9,16,4,1,44,0,60,48
120,9,17,0,1,79,1,40,70
121,9,17,1,1,80,1,40,70
122,9,17,2,0,49,1,40,70
123,9,17,3,0,46,1,40,70
124,9,17,4,1,75,0,40,70
125,9,18,0,1,54,1,60,40
126,9,18,1,0,54,1,60,40
127,9,18,2,1,32,1,60,40
128,9,18,3,1,47,1,60,40
129,9,18,4,1,37,0,60,40
130,9,18,5,0,67,0,60,40
131,9,18,6,0,62,0,60,40
132,9,18,7,0,56,0,60,40
133,9,18,8,0,63,0,60,40
134,9,18,9,0,56,0,60,40
135,9,19,0,0,58,1,60,80
136,9,19,1,0,55,1,60,80
137,9,19,2,1,76,1,60,80
138,9,19,3,1,73,1,60,80
139,9,19,4,1,72,0,60,80
140,9,20,0,0,42,1,40,36
141,9,20,1,1,35,1,40,36
142,9,20,2,1,37,1,40,36
143,9,20,3,1,41,1,40,36
144,9,20,4,0,31,0,40,36
145,9,20,5,1,33,0,40,36
146,9,20,6,1,30,0,40,36
147,9,20,7,1,47,0,40,36
148,9,20,8,1,31,0,40,36
149,9,20,9,1,40,0,40,36
150,9,21,0,0,45,1,48,40
151,9,21,1,0,55,1,48,40
152,9,21,2,1,38,1,48,40
153,9,21,3,0,36,1,48,40
154,9,21,4,0,65,0,48,40
155,9,21,5,0,42,0,48,40
156,9,21,6,0,49,0,48,40
157,9,21,7,0,40,0,48,40
158,9,21,8,0,48,0,48,40
159,9,21,9,0,54,0,48,40
160,9,22,0,0,60,1,64,60
161,9,22,1,0,57,1,64,60
162,9,22,2,1,54,1,64,60
163,9,22,3,1,69,1,64,60
164,9,22,4,1,64,0,64,60
165,9,23,0,1,100,1,60,90
166,9,23,1,0,59,1,60,90
167,9,23,2,1,85,1,60,90
168,9,23,3,1,100,1,60,90
169,9,23,4,1,84,0,60,90
170,9,23,5,1,98,0,60,90
171,9,23,6,1,82,0,60,90
172,9,23,7,1,89,0,60,90
173,9,23,8,1,81,0,60,90
174,9,23,9,1,88,0,60,90
175,9,24,0,1,28,1,70,40
176,9,24,1,0,58,1,70,40
177,9,24,2,0,59,1,70,40
178,9,24,3,0,88,1,70,40
179,9,24,4,0,65,0,70,40
180,9,25,0,1,82,1,60,80
181,9,25,1,0,62,1,60,80
182,9,25,2,1,77,1,60,80
183,9,25,3,1,90,1,60,80
184,9,25,4,1,67,0,60,80
185,9,25,5,1,73,0,60,80
186,9,25,6,1,85,0,60,80
187,9,25,7,1,71,0,60,80
188,9,25,8,1,84,0,60,80
189,9,25,9,1,88,0,60,80
190,9,26,0,1,48,1,40,52
191,9,26,1,1,72,1,40,52
192,9,26,2,0,47,1,40,52
193,9,26,3,0,53,1,40,52
194,9,26,4,1,44,0,40,52
195,9,26,5,1,52,0,40,52
196,9,26,6,1,54,0,40,52
197,9,26,7,1,42,0,40,52
198,9,26,8,1,52,0,40,52
199,9,26,9,1,57,0,40,52
200,9,27,0,0,61,1,52,40
201,9,27,1,0,55,1,52,40
202,9,27,2,1,26,1,52,40
203,9,27,3,0,65,1,52,40
204,9,27,4,0,60,0,52,40
205,9,27,5,0,46,0,52,40
206,9,27,6,0,56,0,52,40
207,9,27,7,0,62,0,52,40
208,9,27,8,0,42,0,52,40
209,9,27,9,0,58,0,52,40
210,9,28,0,0,35,1,40,44
211,9,28,1,1,48,1,40,44
212,9,28,2,1,42,1,40,44
213,9,28,3,1,43,1,40,44
214,9,28,4,1,58,0,40,44
215,9,29,0,1,42,1,48,40
216,9,29,1,0,51,1,48,40
217,9,29,2,0,48,1,48,40
218,9,29,3,1,47,1,48,40
219,9,29,4,0,37,0,48,40
220,9,29,5,0,53,0,48,40
221,9,29,6,0,44,0,48,40
222,9,29,7,0,51,0,48,40
223,9,29,8,0,56,0,48,40
224,9,29,9,0,40,0,48,40
225,9,30,0,0,67,1,64,60
226,9,30,1,1,58,1,64,60
227,9,30,2,0,74,1,64,60
228,9,30,3,0,55,1,64,60
229,9,30,4,0,56,0,64,60
230,9,30,5,0,61,0,64,60
231,9,30,6,0,68,0,64,60
232,9,30,7,0,58,0,64,60
233,9,30,8,0,76,0,64,60
234,9,30,9,0,63,0,64,60
235,9,31,0,0,31,1,36,40
236,9,31,1,0,30,1,36,40
237,9,31,2,0,41,1,36,40
238,9,31,3,1,35,1,36,40
239,9,31,4,1,36,0,36,40
240,9,32,0,1,24,1,40,20
241,9,32,1,0,37,1,40,20
242,9,32,2,1,19,1,40,20
243,9,32,3,1,3,1,40,20
244,9,32,4,0,26,0,40,20
245,9,33,0,0,42,1,52,60
246,9,33,1,1,61,1,52,60
247,9,33,2,1,50,1,52,60
248,9,33,3,1,48,1,52,60
249,9,33,4,1,48,0,52,60
250,9,33,5,1,49,0,52,60
251,9,33,6,1,57,0,52,60
252,9,33,7,1,71,0,52,60
253,9,33,8,1,78,0,52,60
254,9,33,9,1,64,0,52,60
255,9,34,0,0,66,1,60,56
256,9,34,1,0,64,1,60,56
257,9,34,2,1,64,1,60,56
258,9,34,3,1,67,1,60,56
259,9,34,4,1,52,0,60,56
260,9,34,5,0,50,0,60,56
261,9,34,6,1,53,0,60,56
262,9,34,7,1,65,0,60,56
263,9,34,8,1,46,0,60,56
264,9,34,9,1,67,0,60,56
265,9,35,0,1,46,1,40,48
266,9,35,1,1,46,1,40,48
267,9,35,2,0,43,1,40,48
268,9,35,3,1,42,1,40,48
269,9,35,4,1,57,0,40,48
270,9,35,5,1,59,0,40,48
271,9,35,6,1,35,0,40,48
272,9,35,7,1,41,0,40,48
273,9,35,8,1,54,0,40,48
274,9,35,9,1,50,0,40,48
275,9,36,0,0,56,1,60,80
276,9,36,1,1,86,1,60,80
277,9,36,2,1,95,1,60,80
278,9,36,3,0,57,1,60,80
279,9,36,4,1,92,0,60,80
280,9,36,5,1,71,0,60,80
281,9,36,6,1,73,0,60,80
282,9,36,7,1,86,0,60,80
283,9,36,8,1,79,0,60,80
284,9,36,9,1,86,0,60,80
285,9,37,0,0,84,1,80,60
286,9,37,1,0,81,1,80,60
287,9,37,2,0,83,1,80,60
288,9,37,3,1,66,1,80,60
289,9,37,4,0,71,0,80,60
290,9,38,0,0,49,1,56,60
291,9,38,1,1,60,1,56,60
292,9,38,2,0,46,1,56,60
293,9,38,3,1,59,1,56,60
294,9,38,4,1,58,0,56,60
295,9,38,5,1,47,0,56,60
296,9,38,6,1,66,0,56,60
297,9,38,7,1,64,0,56,60
298,9,38,8,1,72,0,56,60
299,9,38,9,1,59,0,56,60
300,9,39,0,0,26,1,20,40
301,9,39,1,0,19,1,20,40
302,9,39,2,0,9,1,20,40
303,9,39,3,1,41,1,20,40
304,9,39,4,1,22,0,20,40
305,9,40,0,1,56,1,90,60
306,9,40,1,1,52,1,90,60
307,9,40,2,1,51,1,90,60
308,9,40,3,0,86,1,90,60
309,9,40,4,0,92,0,90,60
310,9,40,5,0,100,0,90,60
311,9,40,6,0,77,0,90,60
312,9,40,7,0,92,0,90,60
313,9,40,8,0,84,0,90,60
314,9,40,9,0,98,0,90,60
315,9,41,0,1,31,1,40,36
316,9,41,1,0,30,1,40,36
317,9,41,2,0,43,1,40,36
318,9,41,3,0,47,1,40,36
319,9,41,4,0,47,0,40,36
320,9,42,0,1,79,1,40,70
321,9,42,1,0,43,1,40,70
322,9,42,2,1,83,1,40,70
323,9,42,3,1,52,1,40,70
324,9,42,4,1,64,0,40,70
325,9,43,0,0,37,1,40,48
326,9,43,1,0,47,1,40,48
327,9,43,2,0,24,1,40,48
328,9,43,3,1,54,1,40,48
329,9,43,4,1,38,0,40,48
330,9,44,0,0,47,1,60,52
331,9,44,1,1,63,1,60,52
332,9,44,2,1,56,1,60,52
333,9,44,3,1,50,1,60,52
334,9,44,4,1,39,0,60,52
335,9,45,0,0,64,1,60,80
336,9,45,1,1,88,1,60,80
337,9,45,2,1,83,1,60,80
338,9,45,3,1,85,1,60,80
339,9,45,4,1,83,0,60,80
340,9,46,0,0,66,1,60,52
341,9,46,1,1,49,1,60,52
342,9,46,2,1,44,1,60,52
343,9,46,3,0,69,1,60,52
344,9,46,4,0,52,0,60,52
345,9,47,0,0,48,1,40,10
346,9,47,1,1,1,1,40,10
347,9,47,2,0,27,1,40,10
348,9,47,3,1,13,1,40,10
349,9,47,4,0,37,0,40,10
350,9,48,0,0,35,1,28,40
351,9,48,1,1,29,1,28,40
352,9,48,2,0,30,1,28,40
353,9,48,3,1,39,1,28,40
354,9,48,4,1,41,0,28,40
355,9,49,0,1,76,1,48,60
356,9,49,1,0,47,1,48,60
357,9,49,2,0,28,1,48,60
358,9,49,3,0,50,1,48,60
359,9,49,4,1,59,0,48,60
360,9,50,0,0,47,1,48,60
361,9,50,1,1,65,1,48,60
362,9,50,2,1,67,1,48,60
363,9,50,3,0,36,1,48,60
364,9,50,4,1,50,0,48,60
365,9,50,5,1,63,0,48,60
366,9,50,6,1,56,0,48,60
367,9,50,7,1,67,0,48,60
368,9,50,8,1,51,0,48,60
369,9,50,9,1,68,0,48,60
370,9,51,0,0,96,1,90,60
371,9,51,1,1,66,1,90,60
372,9,51,2,1,64,1,90,60
373,9,51,3,1,71,1,90,60
374,9,51,4,0,92,0,90,60
375,9,52,0,1,65,1,60,68
376,9,52,1,0,54,1,60,68
377,9,52,2,0,53,1,60,68
378,9,52,3,1,62,1,60,68
379,9,52,4,1,67,0,60,68
380,9,53,0,1,69,1,30,60
381,9,53,1,1,67,1,30,60
382,9,53,2,0,26,1,30,60
383,9,53,3,1,46,1,30,60
384,9,53,4,1,61,0,30,60
385,9,54,0,0,48,1,60,90
386,9,54,1,0,52,1,60,90
387,9,54,2,0,57,1,60,90
388,9,54,3,1,82,1,60,90
389,9,54,4,1,90,0,60,90
390,9,55,0,0,51,1,40,36
391,9,55,1,0,36,1,40,36
392,9,55,2,1,31,1,40,36
393,9,55,3,1,48,1,40,36
394,9,55,4,0,34,0,40,36
395,9,56,0,1,19,1,40,20
396,9,56,1,0,28,1,40,20
397,9,56,2,1,15,1,40,20
398,9,56,3,0,44,1,40,20
399,9,56,4,0,42,0,40,20
400,9,57,0,0,16,1,20,40
401,9,57,1,1,37,1,20,40
402,9,57,2,0,24,1,20,40
403,9,57,3,1,37,1,20,40
404,9,57,4,1,38,0,20,40
405,9,57,5,1,51,0,20,40
406,9,57,6,1,32,0,20,40
407,9,57,7,1,39,0,20,40
408,9,57,8,1,47,0,20,40
409,9,57,9,1,31,0,20,40
410,9,58,0,1,46,1,40,48
411,9,58,1,0,44,1,40,48
412,9,58,2,0,35,1,40,48
413,9,58,3,1,52,1,40,48
414,9,58,4,1,45,0,40,48
415,9,59,0,1,51,1,60,64
416,9,59,1,1,61,1,60,64
417,9,59,2,0,66,1,60,64
418,9,59,3,1,54,1,60,64
419,9,59,4,0,73,0,60,64
420,9,59,5,0,46,0,60,64
421,9,59,6,0,64,0,60,64
422,9,59,7,0,62,0,60,64
423,9,59,8,0,60,0,60,64
424,9,59,9,0,69,0,60,64
425,9,60,0,0,21,1,10,40
426,9,60,1,1,40,1,10,40
427,9,60,2,1,36,1,10,40
428,9,60,3,0,11,1,10,40
429,9,60,4,1,46,0,10,40
430,9,61,0,0,64,1,80,60
431,9,61,1,1,61,1,80,60
432,9,61,2,0,77,1,80,60
433,9,61,3,0,71,1,80,60
434,9,61,4,0,85,0,80,60
435,9,61,5,0,79,0,80,60
436,9,61,6,0,80,0,80,60
437,9,61,7,0,84,0,80,60
438,9,61,8,0,80,0,80,60
439,9,61,9,0,82,0,80,60
440,9,62,0,0,49,1,60,40
441,9,62,1,1,39,1,60,40
442,9,62,2,1,47,1,60,40
443,9,62,3,1,28,1,60,40
444,9,62,4,1,33,0,60,40
445,9,63,0,1,22,1,60,30
446,9,63,1,0,74,1,60,30
447,9,63,2,0,60,1,60,30
448,9,63,3,1,15,1,60,30
449,9,63,4,0,66,0,60,30
450,9,63,5,0,57,0,60,30
451,9,63,6,0,60,0,60,30
452,9,63,7,0,65,0,60,30
453,9,63,8,0,79,0,60,30
454,9,63,9,0,63,0,60,30
455,9,64,0,0,44,1,40,32
456,9,64,1,1,33,1,40,32
457,9,64,2,0,57,1,40,32
458,9,64,3,0,58,1,40,32
459,9,64,4,0,41,0,40,32
460,9,64,5,0,56,0,40,32
461,9,64,6,0,42,0,40,32
462,9,64,7,0,45,0,40,32
463,9,64,8,0,38,0,40,32
464,9,64,9,0,40,0,40,32
465,9,65,0,0,70,1,60,48
466,9,65,1,0,67,1,60,48
467,9,65,2,0,58,1,60,48
468,9,65,3,1,51,1,60,48
469,9,65,4,0,64,0,60,48
470,9,65,5,0,51,0,60,48
471,9,65,6,0,67,0,60,48
472,9,65,7,0,65,0,60,48
473,9,65,8,0,59,0,60,48
474,9,65,9,0,65,0,60,48
475,9,66,0,1,31,1,48,40
476,9,66,1,1,26,1,48,40
477,9,66,2,0,44,1,48,40
478,9,66,3,1,39,1,48,40
479,9,66,4,0,65,0,48,40
480,9,67,0,0,40,1,60,52
481,9,67,1,1,54,1,60,52
482,9,67,2,0,67,1,60,52
483,9,67,3,1,63,1,60,52
484,9,67,4,0,68,0,60,52
485,9,68,0,0,44,1,44,40
486,9,68,1,0,51,1,44,40
487,9,68,2,1,38,1,44,40
488,9,68,3,0,48,1,44,40
489,9,68,4,0,43,0,44,40
490,9,68,5,0,47,0,44,40
491,9,68,6,0,45,0,44,40
492,9,68,7,0,36,0,44,40
493,9,68,8,0,52,0,44,40
494,9,68,9,0,47,0,44,40
495,9,69,0,0,50,1,44,40
496,9,69,1,1,39,1,44,40
497,9,69,2,1,41,1,44,40
498,9,69,3,0,41,1,44,40
499,9,69,4,1,34,0,44,40
500,9,70,0,0,29,1,40,44
501,9,70,1,1,42,1,40,44
502,9,70,2,0,46,1,40,44
503,9,70,3,1,63,1,40,44
504,9,70,4,1,49,0,40,44
505,9,70,5,1,45,0,40,44
506,9,70,6,1,41,0,40,44
507,9,70,7,1,28,0,40,44
508,9,70,8,1,36,0,40,44
509,9,70,9,1,46,0,40,44
510,9,71,0,1,41,1,36,40
511,9,71,1,0,23,1,36,40
512,9,71,2,1,38,1,36,40
513,9,71,3,0,40,1,36,40
514,9,71,4,1,41,0,36,40
515,9,72,0,0,30,1,40,28
516,9,72,1,0,41,1,40,28
517,9,72,2,1,30,1,40,28
518,9,72,3,1,11,1,40,28
519,9,72,4,0,30,0,40,28
520,9,73,0,1,56,1,40,60
521,9,73,1,0,38,1,40,60
522,9,73,2,0,31,1,40,60
523,9,73,3,1,66,1,40,60
524,9,73,4,1,53,0,40,60
525,9,74,0,0,44,1,36,40
526,9,74,1,1,43,1,36,40
527,9,74,2,1,36,1,36,40
528,9,74,3,1,37,1,36,40
529,9,74,4,0,29,0,36,40
530,9,75,0,0,48,1,44,40
531,9,75,1,1,35,1,44,40
532,9,75,2,1,46,1,44,40
533,9,75,3,0,47,1,44,40
534,9,75,4,0,32,0,44,40
535,9,76,0,0,67,1,60,64
536,9,76,1,0,48,1,60,64
537,9,76,2,0,69,1,60,64
538,9,76,3,1,68,1,60,64
539,9,76,4,1,70,0,60,64
540,9,76,5,1,55,0,60,64
541,9,76,6,1,67,0,60,64
542,9,76,7,1,63,0,60,64
543,9,76,8,1,73,0,60,64
544,9,76,9,1,80,0,60,64
545,9,77,0,0,39,1,28,40
546,9,77,1,0,31,1,28,40
547,9,77,2,0,29,1,28,40
548,9,77,3,1,29,1,28,40
549,9,77,4,0,19,0,28,40
550,9,78,0,1,92,1,60,90
551,9,78,1,0,46,1,60,90
552,9,78,2,0,60,1,60,90
553,9,78,3,1,87,1,60,90
554,9,78,4,1,86,0,60,90
555,9,78,5,1,93,0,60,90
556,9,78,6,1,96,0,60,90
557,9,78,7,1,88,0,60,90
558,9,78,8,1,95,0,60,90
559,9,78,9,1,94,0,60,90
560,9,79,0,0,89,1,90,60
561,9,79,1,1,65,1,90,60
562,9,79,2,1,72,1,90,60
563,9,79,3,0,94,1,90,60
564,9,79,4,0,90,0,90,60
565,9,79,5,0,100,0,90,60
566,9,79,6,0,96,0,90,60
567,9,79,7,0,86,0,90,60
568,9,79,8,0,81,0,90,60
569,9,79,9,0,96,0,90,60
570,9,80,0,1,49,1,60,40
571,9,80,1,1,51,1,60,40
572,9,80,2,0,70,1,60,40
573,9,80,3,0,58,1,60,40
574,9,80,4,0,64,0,60,40
575,9,80,5,0,64,0,60,40
576,9,80,6,0,61,0,60,40
577,9,80,7,0,60,0,60,40
578,9,80,8,0,59,0,60,40
579,9,80,9,0,69,0,60,40
580,9,81,0,1,60,1,40,60
581,9,81,1,0,44,1,40,60
582,9,81,2,0,28,1,40,60
583,9,81,3,0,48,1,40,60
584,9,81,4,1,54,0,40,60
585,9,82,0,0,87,1,90,60
586,9,82,1,1,52,1,90,60
587,9,82,2,0,96,1,90,60
588,9,82,3,0,95,1,90,60
589,9,82,4,0,97,0,90,60
590,9,83,0,1,59,1,64,60
591,9,83,1,1,56,1,64,60
592,9,83,2,0,51,1,64,60
593,9,83,3,0,62,1,64,60
594,9,83,4,0,60,0,64,60
595,9,84,0,0,22,1,40,60
596,9,84,1,0,42,1,40,60
597,9,84,2,1,59,1,40,60
598,9,84,3,1,65,1,40,60
599,9,84,4,1,59,0,40,60
600,9,84,5,1,53,0,40,60
601,9,84,6,1,63,0,40,60
602,9,84,7,1,59,0,40,60
603,9,84,8,1,64,0,40,60
604,9,84,9,1,59,0,40,60
605,9,85,0,0,37,1,40,48
606,9,85,1,0,47,1,40,48
607,9,85,2,0,37,1,40,48
608,9,85,3,1,43,1,40,48
609,9,85,4,1,46,0,40,48
610,9,85,5,1,52,0,40,48
611,9,85,6,1,48,0,40,48
612,9,85,7,1,52,0,40,48
613,9,85,8,1,39,0,40,48
614,9,85,9,1,46,0,40,48
615,9,86,0,1,60,1,40,70
616,9,86,1,0,39,1,40,70
617,9,86,2,0,34,1,40,70
618,9,86,3,1,48,1,40,70
619,9,86,4,1,84,0,40,70
620,9,86,5,1,79,0,40,70
621,9,86,6,1,70,0,40,70
622,9,86,7,1,66,0,40,70
623,9,86,8,1,77,0,40,70
624,9,86,9,1,71,0,40,70
625,9,87,0,1,47,1,40,52
626,9,87,1,1,50,1,40,52
627,9,87,2,0,37,1,40,52
628,9,87,3,0,29,1,40,52
629,9,87,4,1,61,0,40,52
630,9,88,0,0,62,1,60,68
631,9,88,1,1,61,1,60,68
632,9,88,2,0,52,1,60,68
633,9,88,3,1,68,1,60,68
634,9,88,4,1,76,0,60,68
635,9,88,5,1,58,0,60,68
636,9,88,6,1,69,0,60,68
637,9,88,7,1,63,0,60,68
638,9,88,8,1,61,0,60,68
639,9,88,9,1,56,0,60,68
640,9,89,0,0,51,1,52,40
641,9,89,1,0,43,1,52,40
642,9,89,2,1,28,1,52,40
643,9,89,3,1,41,1,52,40
644,9,89,4,0,50,0,52,40
645,9,90,0,1,65,1,72,60
646,9,90,1,1,69,1,72,60
647,9,90,2,0,75,1,72,60
648,9,90,3,0,77,1,72,60
649,9,90,4,0,100,0,72,60
650,9,91,0,0,40,1,40,70
651,9,91,1,1,79,1,40,70
652,9,91,2,0,49,1,40,70
653,9,91,3,0,37,1,40,70
654,9,91,4,1,75,0,40,70
655,9,91,5,1,62,0,40,70
656,9,91,6,1,64,0,40,70
657,9,91,7,1,56,0,40,70
658,9,91,8,1,71,0,40,70
659,9,91,9,1,76,0,40,70
660,9,92,0,0,34,1,40,32
661,9,92,1,1,33,1,40,32
662,9,92,2,1,26,1,40,32
663,9,92,3,0,32,1,40,32
664,9,92,4,0,43,0,40,32
665,9,93,0,0,72,1,70,40
666,9,93,1,0,64,1,70,40
667,9,93,2,0,83,1,70,40
668,9,93,3,1,37,1,70,40
669,9,93,4,0,54,0,70,40
670,9,93,5,0,81,0,70,40
671,9,93,6,0,70,0,70,40
672,9,93,7,0,68,0,70,40
673,9,93,8,0,69,0,70,40
674,9,93,9,0,81,0,70,40
675,9,94,0,1,73,1,80,60
676,9,94,1,1,42,1,80,60
677,9,94,2,0,81,1,80,60
678,9,94,3,0,83,1,80,60
679,9,94,4,0,85,0,80,60
680,9,95,0,0,40,1,40,48
681,9,95,1,0,31,1,40,48
682,9,95,2,1,34,1,40,48
683,9,95,3,1,39,1,40,48
684,9,95,4,1,35,0,40,48
685,9,95,5,1,44,0,40,48
686,9,95,6,1,65,0,40,48
687,9,95,7,1,46,0,40,48
688,9,95,8,1,77,0,40,48
689,9,95,9,1,52,0,40,48
690,9,96,0,0,49,1,40,32
691,9,96,1,1,32,1,40,32
692,9,96,2,0,52,1,40,32
693,9,96,3,0,45,1,40,32
694,9,96,4,0,39,0,40,32
695,9,97,0,0,70,1,60,80
696,9,97,1,1,80,1,60,80
697,9,97,2,0,64,1,60,80
698,9,97,3,0,56,1,60,80
699,9,97,4,1,73,0,60,80
700,9,98,0,0,27,1,28,40
701,9,98,1,1,51,1,28,40
702,9,98,2,1,51,1,28,40
703,9,98,3,1,30,1,28,40
704,9,98,4,1,28,0,28,40
705,9,98,5,1,29,0,28,40
706,9,98,6,1,31,0,28,40
707,9,98,7,1,36,0,28,40
708,9,98,8,1,49,0,28,40
709,9,98,9,1,56,0,28,40
710,9,99,0,0,39,1,44,40
711,9,99,1,0,47,1,44,40
712,9,99,2,1,43,1,44,40
713,9,99,3,0,56,1,44,40
714,9,99,4,0,47,0,44,40
715,17,0,0,1,68,1,60,80
716,17,0,1,0,59,1,60,80
717,17,0,2,0,75,1,60,80
718,17,0,3,1,91,1,60,80
719,17,0,4,1,72,0,60,80
720,17,0,5,0,60,0,60,80
721,17,0,6,1,99,0,60,80
722,17,0,7,0,49,0,60,80
723,17,0,8,1,78,0,60,80
724,17,0,9,0,65,0,60,80
725,17,1,0,0,62,1,60,30
726,17,1,1,1,25,1,60,30
727,17,1,2,1,39,1,60,30
728,17,1,3,0,67,1,60,30
729,17,1,4,1,18,0,60,30
730,17,1,5,0,43,0,60,30
731,17,1,6,0,63,0,60,30
732,17,1,7,0,71,0,60,30
733,17,1,8,0,74,0,60,30
734,17,1,9,0,67,0,60,30
735,17,2,0,0,86,1,60,72
736,17,2,1,1,78,1,60,72
737,17,2,2,0,60,1,60,72
738,17,2,3,0,72,1,60,72
739,17,2,4,0,43,0,60,72
740,17,3,0,0,35,1,32,40
741,17,3,1,1,25,1,32,40
742,17,3,2,1,29,1,32,40
743,17,3,3,1,33,1,32,40
744,17,3,4,0,31,0,32,40
745,17,4,0,0,61,1,52,60
746,17,4,1,1,59,1,52,60
747,17,4,2,0,52,1,52,60
748,17,4,3,0,51,1,52,60
749,17,4,4,0,41,0,52,60
750,17,4,5,0,54,0,52,60
751,17,4,6,0,58,0,52,60
752,17,4,7,0,49,0,52,60
753,17,4,8,0,62,0,52,60
754,17,4,9,0,69,0,52,60
755,17,5,0,1,52,1,40,44
756,17,5,1,1,41,1,40,44
757,17,5,2,0,48,1,40,44
758,17,5,3,0,39,1,40,44
759,17,5,4,1,45,0,40,44
760,17,6,0,0,41,1,40,60
761,17,6,1,1,58,1,40,60
762,17,6,2,1,56,1,40,60
763,17,6,3,0,37,1,40,60
764,17,6,4,1,55,0,40,60
765,17,7,0,1,33,1,52,40
766,17,7,1,0,53,1,52,40
767,17,7,2,1,35,1,52,40
768,17,7,3,0,66,1,52,40
769,17,7,4,0,47,0,52,40
770,17,8,0,1,45,1,40,60
771,17,8,1,0,38,1,40,60
772,17,8,2,0,41,1,40,60
773,17,8,3,1,62,1,40,60
