,participant,task,trial,choice,reward,forced,slot1_value,slot2_value
348,7,42,3,0,68,1,64,60
349,7,42,4,1,64,0,64,60
350,7,43,0,1,57,1,40,60
351,7,43,1,0,40,1,40,60
352,7,43,2,0,38,1,40,60
353,7,43,3,0,28,1,40,60
354,7,43,4,1,61,0,40,60
355,7,43,5,0,32,0,40,60
356,7,43,6,1,58,0,40,60
357,7,43,7,0,46,0,40,60
358,7,43,8,1,61,0,40,60
359,7,43,9,0,27,0,40,60
360,7,44,0,1,34,1,40,28
361,7,44,1,1,31,1,40,28
362,7,44,2,1,27,1,40,28
363,7,44,3,0,32,1,40,28
364,7,44,4,0,40,0,40,28
365,7,45,0,1,53,1,48,60
366,7,45,1,0,51,1,48,60
367,7,45,2,0,42,1,48,60
368,7,45,3,0,45,1,48,60
369,7,45,4,1,50,0,48,60
370,7,46,0,0,61,1,60,80
371,7,46,1,1,84,1,60,80
372,7,46,2,0,66,1,60,80
373,7,46,3,0,59,1,60,80
374,7,46,4,1,89,0,60,80
375,7,46,5,0,67,0,60,80
376,7,46,6,1,79,0,60,80
377,7,46,7,0,79,0,60,80
378,7,46,8,1,81,0,60,80
379,7,46,9,0,80,0,60,80
380,7,47,0,0,1,1,10,40
381,7,47,1,1,39,1,10,40
382,7,47,2,1,39,1,10,40
383,7,47,3,0,15,1,10,40
384,7,47,4,1,51,0,10,40
385,7,47,5,0,17,0,10,40
386,7,47,6,1,44,0,10,40
387,7,47,7,0,1,0,10,40
388,7,47,8,1,39,0,10,40
389,7,47,9,0,1,0,10,40
390,7,48,0,0,40,1,40,60
391,7,48,1,0,25,1,40,60
392,7,48,2,1,77,1,40,60
393,7,48,3,1,64,1,40,60
394,7,48,4,0,28,0,40,60
395,7,48,5,1,49,0,40,60
396,7,48,6,0,34,0,40,60
397,7,48,7,1,66,0,40,60
398,7,48,8,0,28,0,40,60
399,7,48,9,1,65,0,40,60
400,7,49,0,1,38,1,40,48
401,7,49,1,0,26,1,40,48
402,7,49,2,0,38,1,40,48
403,7,49,3,1,43,1,40,48
404,7,49,4,0,49,0,40,48
405,7,50,0,0,49,1,40,28
406,7,50,1,1,46,1,40,28
407,7,50,2,0,36,1,40,28
408,7,50,3,1,31,1,40,28
409,7,50,4,0,44,0,40,28
410,7,51,0,0,67,1,60,56
411,7,51,1,1,50,1,60,56
412,7,51,2,1,61,1,60,56
413,7,51,3,1,58,1,60,56
414,7,51,4,0,55,0,60,56
415,7,52,0,1,81,1,60,90
416,7,52,1,0,77,1,60,90
417,7,52,2,0,66,1,60,90
418,7,52,3,1,95,1,60,90
419,7,52,4,0,55,0,60,90
420,7,53,0,1,49,1,40,48
421,7,53,1,1,60,1,40,48
422,7,53,2,0,25,1,40,48
423,7,53,3,0,33,1,40,48
424,7,53,4,1,36,0,40,48
425,7,53,5,0,32,0,40,48
426,7,53,6,1,48,0,40,48
427,7,53,7,0,45,0,40,48
428,7,53,8,1,54,0,40,48
429,7,53,9,0,39,0,40,48
430,7,54,0,1,58,1,48,60
431,7,54,1,0,48,1,48,60
432,7,54,2,1,60,1,48,60
433,7,54,3,0,54,1,48,60
434,7,54,4,1,51,0,48,60
435,7,54,5,0,46,0,48,60
436,7,54,6,1,47,0,48,60
437,7,54,7,0,62,0,48,60
438,7,54,8,1,58,0,48,60
439,7,54,9,0,48,0,48,60
440,7,55,0,0,59,1,60,72
441,7,55,1,1,71,1,60,72
442,7,55,2,0,71,1,60,72
443,7,55,3,1,66,1,60,72
444,7,55,4,0,62,0,60,72
445,7,56,0,1,27,1,52,40
446,7,56,1,0,55,1,52,40
447,7,56,2,1,29,1,52,40
448,7,56,3,1,42,1,52,40
449,7,56,4,0,60,0,52,40
450,7,56,5,1,45,0,52,40
451,7,56,6,0,54,0,52,40
452,7,56,7,1,46,0,52,40
453,7,56,8,0,51,0,52,40
454,7,56,9,1,38,0,52,40
455,7,57,0,1,51,1,40,60
456,7,57,1,1,65,1,40,60
457,7,57,2,0,40,1,40,60
458,7,57,3,0,41,1,40,60
459,7,57,4,1,54,0,40,60
460,7,57,5,0,34,0,40,60
461,7,57,6,1,57,0,40,60
462,7,57,7,0,44,0,40,60
463,7,57,8,1,61,0,40,60
464,7,57,9,0,34,0,40,60
465,7,58,0,1,35,1,40,36
466,7,58,1,0,42,1,40,36
467,7,58,2,0,43,1,40,36
468,7,58,3,1,47,1,40,36
469,7,58,4,0,30,0,40,36
470,7,58,5,1,46,0,40,36
471,7,58,6,0,27,0,40,36
472,7,58,7,1,37,0,40,36
473,7,58,8,0,34,0,40,36
474,7,58,9,1,41,0,40,36
475,7,59,0,1,38,1,40,28
476,7,59,1,0,41,1,40,28
477,7,59,2,0,42,1,40,28
478,7,59,3,1,23,1,40,28
479,7,59,4,0,49,0,40,28
480,7,60,0,1,27,1,60,30
481,7,60,1,0,41,1,60,30
482,7,60,2,1,40,1,60,30
483,7,60,3,1,40,1,60,30
484,7,60,4,0,82,0,60,30
485,7,61,0,0,53,1,40,70
486,7,61,1,1,64,1,40,70
487,7,61,2,1,62,1,40,70
488,7,61,3,0,38,1,40,70
489,7,61,4,1,51,0,40,70
490,7,61,5,0,45,0,40,70
491,7,61,6,1,81,0,40,70
492,7,61,7,0,36,0,40,70
493,7,61,8,1,64,0,40,70
494,7,61,9,0,41,0,40,70
495,7,62,0,0,27,1,36,40
496,7,62,1,1,42,1,36,40
497,7,62,2,1,26,1,36,40
498,7,62,3,0,50,1,36,40
499,7,62,4,1,30,0,36,40
500,7,62,5,0,40,0,36,40
501,7,62,6,1,37,0,36,40
502,7,62,7,0,42,0,36,40
503,7,62,8,1,45,0,36,40
504,7,62,9,0,38,0,36,40
505,7,63,0,1,53,1,36,40
506,7,63,1,0,24,1,36,40
507,7,63,2,1,49,1,36,40
508,7,63,3,0,35,1,36,40
509,7,63,4,1,42,0,36,40
510,7,64,0,1,14,1,40,10
511,7,64,1,0,53,1,40,10
512,7,64,2,0,36,1,40,10
513,7,64,3,1,3,1,40,10
514,7,64,4,0,35,0,40,10
515,7,65,0,1,35,1,40,44
516,7,65,1,1,50,1,40,44
517,7,65,2,1,33,1,40,44
518,7,65,3,0,23,1,40,44
519,7,65,4,1,43,0,40,44
520,7,66,0,1,51,1,52,60
521,7,66,1,1,53,1,52,60
522,7,66,2,1,55,1,52,60
523,7,66,3,0,57,1,52,60
524,7,66,4,1,58,0,52,60
525,7,67,0,1,64,1,60,64
526,7,67,1,1,60,1,60,64
527,7,67,2,0,49,1,60,64
528,7,67,3,0,63,1,60,64
529,7,67,4,1,63,0,60,64
530,7,67,5,0,58,0,60,64
531,7,67,6,1,61,0,60,64
532,7,67,7,0,63,0,60,64
533,7,67,8,1,66,0,60,64
534,7,67,9,0,59,0,60,64
535,7,68,0,1,47,1,40,60
536,7,68,1,0,37,1,40,60
537,7,68,2,0,39,1,40,60
538,7,68,3,0,43,1,40,60
539,7,68,4,1,46,0,40,60
540,7,69,0,1,78,1,48,60
541,7,69,1,0,45,1,48,60
542,7,69,2,1,42,1,48,60
543,7,69,3,0,54,1,48,60
544,7,69,4,1,55,0,48,60
545,7,69,5,0,40,0,48,60
546,7,69,6,1,50,0,48,60
547,7,69,7,0,45,0,48,60
548,7,69,8,1,52,0,48,60
549,7,69,9,0,46,0,48,60
550,7,70,0,1,45,1,52,40
551,7,70,1,0,48,1,52,40
552,7,70,2,1,44,1,52,40
553,7,70,3,1,38,1,52,40
554,7,70,4,0,50,0,52,40
555,7,70,5,1,31,0,52,40
556,7,70,6,0,47,0,52,40
557,7,70,7,1,46,0,52,40
558,7,70,8,0,61,0,52,40
559,7,70,9,1,30,0,52,40
560,7,71,0,1,24,1,60,30
561,7,71,1,0,61,1,60,30
562,7,71,2,1,25,1,60,30
563,7,71,3,1,25,1,60,30
564,7,71,4,0,61,0,60,30
565,7,72,0,0,77,1,72,60
566,7,72,1,1,53,1,72,60
567,7,72,2,0,65,1,72,60
568,7,72,3,1,47,1,72,60
569,7,72,4,0,62,0,72,60
570,7,72,5,1,46,0,72,60
571,7,72,6,0,83,0,72,60
572,7,72,7,1,67,0,72,60
573,7,72,8,0,72,0,72,60
574,7,72,9,1,47,0,72,60
575,7,73,0,0,36,1,30,60
576,7,73,1,0,39,1,30,60
577,7,73,2,1,54,1,30,60
578,7,73,3,0,44,1,30,60
579,7,73,4,1,48,0,30,60
580,7,73,5,0,25,0,30,60
581,7,73,6,1,58,0,30,60
582,7,73,7,0,19,0,30,60
583,7,73,8,1,56,0,30,60
584,7,73,9,0,39,0,30,60
585,7,74,0,1,43,1,52,40
586,7,74,1,1,48,1,52,40
587,7,74,2,0,53,1,52,40
588,7,74,3,1,50,1,52,40
589,7,74,4,0,68,0,52,40
590,7,75,0,1,49,1,60,52
591,7,75,1,0,50,1,60,52
592,7,75,2,0,61,1,60,52
593,7,75,3,1,51,1,60,52
594,7,75,4,0,49,0,60,52
595,7,76,0,0,41,1,40,10
596,7,76,1,0,53,1,40,10
597,7,76,2,1,11,1,40,10
598,7,76,3,1,16,1,40,10
599,7,76,4,0,32,0,40,10
600,7,76,5,1,17,0,40,10
601,7,76,6,0,33,0,40,10
602,7,76,7,1,1,0,40,10
603,7,76,8,0,46,0,40,10
604,7,76,9,1,7,0,40,10
605,7,77,0,0,81,1,80,60
606,7,77,1,0,70,1,80,60
607,7,77,2,0,83,1,80,60
608,7,77,3,1,60,1,80,60
609,7,77,4,0,81,0,80,60
610,7,78,0,1,22,1,40,20
611,7,78,1,1,24,1,40,20
612,7,78,2,0,36,1,40,20
613,7,78,3,1,16,1,40,20
614,7,78,4,0,57,0,40,20
615,7,78,5,1,32,0,40,20
616,7,78,6,0,42,0,40,20
617,7,78,7,1,19,0,40,20
618,7,78,8,0,33,0,40,20
619,7,78,9,1,29,0,40,20
620,7,79,0,0,75,1,64,60
621,7,79,1,0,53,1,64,60
622,7,79,2,1,54,1,64,60
623,7,79,3,0,57,1,64,60
624,7,79,4,1,67,0,64,60
625,7,80,0,0,50,1,60,48
626,7,80,1,0,60,1,60,48
627,7,80,2,0,58,1,60,48
628,7,80,3,1,43,1,60,48
629,7,80,4,0,61,0,60,48
630,7,80,5,1,41,0,60,48
631,7,80,6,0,44,0,60,48
632,7,80,7,1,44,0,60,48
633,7,80,8,0,63,0,60,48
634,7,80,9,1,59,0,60,48
635,7,81,0,0,70,1,60,80
636,7,81,1,1,78,1,60,80
637,7,81,2,0,61,1,60,80
638,7,81,3,0,66,1,60,80
639,7,81,4,1,83,0,60,80
640,7,81,5,0,58,0,60,80
641,7,81,6,1,90,0,60,80
642,7,81,7,0,54,0,60,80
643,7,81,8,1,84,0,60,80
644,7,81,9,0,64,0,60,80
645,7,82,0,1,63,1,52,60
646,7,82,1,0,45,1,52,60
647,7,82,2,0,55,1,52,60
648,7,82,3,1,60,1,52,60
649,7,82,4,0,45,0,52,60
650,7,82,5,1,52,0,52,60
651,7,82,6,0,62,0,52,60
652,7,82,7,1,70,0,52,60
653,7,82,8,0,50,0,52,60
654,7,82,9,1,57,0,52,60
655,7,83,0,1,54,1,80,60
656,7,83,1,1,54,1,80,60
657,7,83,2,0,85,1,80,60
658,7,83,3,0,87,1,80,60
659,7,83,4,1,54,0,80,60
660,7,84,0,0,17,1,20,40
661,7,84,1,0,21,1,20,40
662,7,84,2,1,50,1,20,40
663,7,84,3,1,33,1,20,40
664,7,84,4,0,18,0,20,40
665,7,84,5,1,46,0,20,40
666,7,84,6,0,10,0,20,40
667,7,84,7,1,41,0,20,40
668,7,84,8,0,21,0,20,40
669,7,84,9,1,33,0,20,40
670,7,85,0,1,29,1,48,40
671,7,85,1,1,39,1,48,40
672,7,85,2,0,54,1,48,40
673,7,85,3,0,45,1,48,40
674,7,85,4,1,23,0,48,40
675,7,86,0,0,55,1,40,32
676,7,86,1,1,20,1,40,32
677,7,86,2,0,37,1,40,32
678,7,86,3,0,32,1,40,32
679,7,86,4,1,55,0,40,32
680,7,87,0,1,47,1,40,48
681,7,87,1,1,62,1,40,48
682,7,87,2,0,47,1,40,48
683,7,87,3,1,43,1,40,48
684,7,87,4,0,39,0,40,48
685,7,87,5,1,49,0,40,48
686,7,87,6,0,45,0,40,48
687,7,87,7,1,30,0,40,48
688,7,87,8,0,31,0,40,48
689,7,87,9,1,42,0,40,48
690,7,88,0,1,52,1,52,60
691,7,88,1,0,65,1,52,60
692,7,88,2,0,52,1,52,60
693,7,88,3,1,68,1,52,60
694,7,88,4,0,62,0,52,60
695,7,88,5,1,66,0,52,60
696,7,88,6,0,58,0,52,60
697,7,88,7,1,74,0,52,60
698,7,88,8,0,49,0,52,60
699,7,88,9,1,57,0,52,60
700,7,89,0,0,23,1,30,60
701,7,89,1,1,67,1,30,60
702,7,89,2,0,31,1,30,60
703,7,89,3,0,38,1,30,60
704,7,89,4,1,57,0,30,60
705,7,90,0,1,44,1,52,40
706,7,90,1,1,35,1,52,40
707,7,90,2,0,80,1,52,40
708,7,90,3,1,36,1,52,40
709,7,90,4,0,51,0,52,40
710,7,91,0,0,58,1,60,72
711,7,91,1,1,73,1,60,72
712,7,91,2,0,60,1,60,72
713,7,91,3,1,75,1,60,72
714,7,91,4,0,68,0,60,72
715,7,92,0,0,63,1,60,48
716,7,92,1,0,59,1,60,48
717,7,92,2,0,52,1,60,48
718,7,92,3,1,39,1,60,48
719,7,92,4,0,51,0,60,48
720,7,92,5,1,53,0,60,48
721,7,92,6,0,58,0,60,48
722,7,92,7,1,37,0,60,48
723,7,92,8,0,54,0,60,48
724,7,92,9,1,48,0,60,48
725,7,93,0,1,33,1,40,28
726,7,93,1,0,46,1,40,28
727,7,93,2,0,44,1,40,28
728,7,93,3,1,15,1,40,28
729,7,93,4,0,38,0,40,28
730,7,94,0,1,45,1,40,52
731,7,94,1,0,22,1,40,52
732,7,94,2,0,43,1,40,52
733,7,94,3,1,49,1,40,52
734,7,94,4,0,44,0,40,52
735,7,95,0,1,67,1,80,60
736,7,95,1,1,61,1,80,60
737,7,95,2,0,96,1,80,60
738,7,95,3,1,62,1,80,60
739,7,95,4,0,77,0,80,60
740,7,96,0,0,35,1,40,70
741,7,96,1,1,71,1,40,70
742,7,96,2,1,67,1,40,70
743,7,96,3,1,68,1,40,70
744,7,96,4,0,38,0,40,70
745,7,97,0,0,65,1,60,72
746,7,97,1,1,55,1,60,72
747,7,97,2,0,69,1,60,72
748,7,97,3,0,65,1,60,72
749,7,97,4,1,95,0,60,72
750,7,97,5,0,73,0,60,72
751,7,97,6,1,50,0,60,72
752,7,97,7,0,51,0,60,72
753,7,97,8,1,65,0,60,72
754,7,97,9,0,63,0,60,72
755,7,98,0,0,100,1,90,60
756,7,98,1,1,62,1,90,60
757,7,98,2,0,79,1,90,60
758,7,98,3,1,66,1,90,60
759,7,98,4,0,91,0,90,60
760,7,99,0,1,51,1,40,60
761,7,99,1,0,49,1,40,60
762,7,99,2,0,33,1,40,60
763,7,99,3,1,48,1,40,60
764,7,99,4,0,41,0,40,60
765,13,0,0,0,40,1,40,36
766,13,0,1,1,25,1,40,36
767,13,0,2,1,31,1,40,36
768,13,0,3,1,44,1,40,36
769,13,0,4,1,43,0,40,36
770,13,0,5,1,42,0,40,36
771,13,0,6,0,40,0,40,36
772,13,0,7,1,41,0,40,36
773,13,0,8,1,27,0,40,36
