,participant,task,trial,choice,reward,forced,slot1_value,slot2_value
114,12,15,4,0,66,0,48,40
115,12,16,0,0,22,1,28,40
116,12,16,1,1,37,1,28,40
117,12,16,2,1,48,1,28,40
118,12,16,3,0,23,1,28,40
119,12,16,4,1,40,0,28,40
120,12,17,0,0,46,1,48,60
121,12,17,1,1,73,1,48,60
122,12,17,2,0,49,1,48,60
123,12,17,3,1,66,1,48,60
124,12,17,4,1,54,0,48,60
125,12,17,5,1,64,0,48,60
126,12,17,6,1,51,0,48,60
127,12,17,7,1,62,0,48,60
128,12,17,8,1,63,0,48,60
129,12,17,9,1,60,0,48,60
130,12,18,0,0,37,1,36,40
131,12,18,1,1,47,1,36,40
132,12,18,2,1,29,1,36,40
133,12,18,3,0,45,1,36,40
134,12,18,4,0,48,0,36,40
135,12,18,5,0,36,0,36,40
136,12,18,6,0,29,0,36,40
137,12,18,7,0,30,0,36,40
138,12,18,8,0,40,0,36,40
139,12,18,9,0,50,0,36,40
140,12,19,0,0,46,1,40,44
141,12,19,1,0,45,1,40,44
142,12,19,2,1,44,1,40,44
143,12,19,3,1,53,1,40,44
144,12,19,4,1,42,0,40,44
145,12,19,5,1,63,0,40,44
146,12,19,6,1,36,0,40,44
147,12,19,7,1,34,0,40,44
148,12,19,8,1,31,0,40,44
149,12,19,9,1,38,0,40,44
150,12,20,0,1,71,1,60,52
151,12,20,1,1,58,1,60,52
152,12,20,2,1,48,1,60,52
153,12,20,3,0,69,1,60,52
154,12,20,4,0,60,0,60,52
155,12,20,5,0,61,0,60,52
156,12,20,6,0,58,0,60,52
157,12,20,7,0,48,0,60,52
158,12,20,8,0,58,0,60,52
159,12,20,9,0,56,0,60,52
160,12,21,0,1,52,1,68,60
161,12,21,1,1,57,1,68,60
162,12,21,2,0,78,1,68,60
163,12,21,3,1,64,1,68,60
164,12,21,4,0,89,0,68,60
165,12,21,5,0,68,0,68,60
166,12,21,6,0,68,0,68,60
167,12,21,7,0,71,0,68,60
168,12,21,8,0,67,0,68,60
169,12,21,9,0,54,0,68,60
170,12,22,0,1,68,1,40,60
171,12,22,1,1,60,1,40,60
172,12,22,2,1,62,1,40,60
173,12,22,3,0,37,1,40,60
174,12,22,4,1,53,0,40,60
175,12,23,0,0,56,1,60,48
176,12,23,1,1,51,1,60,48
177,12,23,2,1,46,1,60,48
178,12,23,3,1,49,1,60,48
179,12,23,4,0,58,0,60,48
180,12,23,5,0,50,0,60,48
181,12,23,6,0,53,0,60,48
182,12,23,7,0,57,0,60,48
183,12,23,8,0,62,0,60,48
184,12,23,9,0,63,0,60,48
185,12,24,0,0,46,1,60,68
186,12,24,1,1,70,1,60,68
187,12,24,2,1,75,1,60,68
188,12,24,3,0,56,1,60,68
189,12,24,4,1,65,0,60,68
190,12,24,5,1,59,0,60,68
191,12,24,6,1,68,0,60,68
192,12,24,7,1,48,0,60,68
193,12,24,8,1,80,0,60,68
194,12,24,9,1,69,0,60,68
195,12,25,0,1,45,1,40,36
196,12,25,1,0,40,1,40,36
197,12,25,2,1,44,1,40,36
198,12,25,3,0,26,1,40,36
199,12,25,4,1,26,0,40,36
200,12,26,0,0,46,1,64,60
201,12,26,1,0,56,1,64,60
202,12,26,2,0,67,1,64,60
203,12,26,3,1,56,1,64,60
204,12,26,4,0,60,0,64,60
205,12,27,0,0,73,1,72,60
206,12,27,1,1,62,1,72,60
207,12,27,2,1,82,1,72,60
208,12,27,3,0,66,1,72,60
209,12,27,4,1,53,0,72,60
210,12,28,0,1,37,1,60,40
211,12,28,1,0,55,1,60,40
212,12,28,2,1,38,1,60,40
213,12,28,3,1,29,1,60,40
214,12,28,4,0,55,0,60,40
215,12,28,5,0,55,0,60,40
216,12,28,6,0,60,0,60,40
217,12,28,7,0,65,0,60,40
218,12,28,8,0,66,0,60,40
219,12,28,9,0,56,0,60,40
220,12,29,0,0,57,1,60,64
221,12,29,1,1,61,1,60,64
222,12,29,2,0,43,1,60,64
223,12,29,3,0,68,1,60,64
224,12,29,4,1,61,0,60,64
225,12,29,5,1,54,0,60,64
226,12,29,6,1,77,0,60,64
227,12,29,7,1,74,0,60,64
228,12,29,8,1,70,0,60,64
229,12,29,9,1,63,0,60,64
230,12,30,0,0,41,1,48,60
231,12,30,1,1,56,1,48,60
232,12,30,2,0,60,1,48,60
233,12,30,3,1,71,1,48,60
234,12,30,4,1,63,0,48,60
235,12,30,5,1,69,0,48,60
236,12,30,6,1,56,0,48,60
237,12,30,7,1,64,0,48,60
238,12,30,8,1,66,0,48,60
239,12,30,9,1,75,0,48,60
240,12,31,0,1,24,1,40,36
241,12,31,1,1,37,1,40,36
242,12,31,2,1,25,1,40,36
243,12,31,3,0,38,1,40,36
244,12,31,4,0,45,0,40,36
245,12,32,0,1,36,1,60,40
246,12,32,1,0,73,1,60,40
247,12,32,2,1,38,1,60,40
248,12,32,3,0,55,1,60,40
249,12,32,4,0,43,0,60,40
250,12,32,5,0,77,0,60,40
251,12,32,6,0,60,0,60,40
252,12,32,7,0,54,0,60,40
253,12,32,8,0,56,0,60,40
254,12,32,9,0,63,0,60,40
255,12,33,0,0,42,1,40,28
256,12,33,1,0,38,1,40,28
257,12,33,2,1,31,1,40,28
258,12,33,3,0,41,1,40,28
259,12,33,4,0,45,0,40,28
260,12,33,5,0,44,0,40,28
261,12,33,6,0,48,0,40,28
262,12,33,7,0,42,0,40,28
263,12,33,8,0,40,0,40,28
264,12,33,9,0,50,0,40,28
265,12,34,0,1,4,1,40,20
266,12,34,1,0,46,1,40,20
267,12,34,2,0,49,1,40,20
268,12,34,3,1,14,1,40,20
269,12,34,4,0,30,0,40,20
270,12,34,5,0,40,0,40,20
271,12,34,6,0,44,0,40,20
272,12,34,7,0,33,0,40,20
273,12,34,8,0,51,0,40,20
274,12,34,9,0,24,0,40,20
275,12,35,0,0,50,1,60,52
276,12,35,1,0,71,1,60,52
277,12,35,2,0,68,1,60,52
278,12,35,3,1,63,1,60,52
279,12,35,4,0,54,0,60,52
280,12,36,0,0,39,1,40,52
281,12,36,1,0,25,1,40,52
282,12,36,2,1,52,1,40,52
283,12,36,3,0,50,1,40,52
284,12,36,4,1,49,0,40,52
285,12,36,5,1,44,0,40,52
286,12,36,6,1,64,0,40,52
287,12,36,7,1,59,0,40,52
288,12,36,8,1,42,0,40,52
289,12,36,9,1,49,0,40,52
290,12,37,0,1,59,1,80,60
291,12,37,1,1,69,1,80,60
292,12,37,2,0,70,1,80,60
293,12,37,3,0,77,1,80,60
294,12,37,4,0,98,0,80,60
295,12,38,0,0,38,1,36,40
296,12,38,1,1,48,1,36,40
297,12,38,2,0,51,1,36,40
298,12,38,3,1,43,1,36,40
299,12,38,4,0,50,0,36,40
300,12,38,5,0,27,0,36,40
301,12,38,6,0,27,0,36,40
302,12,38,7,0,27,0,36,40
303,12,38,8,0,42,0,36,40
304,12,38,9,0,30,0,36,40
305,12,39,0,0,79,1,60,56
306,12,39,1,1,58,1,60,56
307,12,39,2,0,57,1,60,56
308,12,39,3,1,55,1,60,56
309,12,39,4,0,64,0,60,56
310,12,40,0,0,56,1,60,40
311,12,40,1,1,36,1,60,40
312,12,40,2,1,37,1,60,40
313,12,40,3,0,70,1,60,40
314,12,40,4,0,60,0,60,40
315,12,41,0,1,36,1,44,40
316,12,41,1,1,27,1,44,40
317,12,41,2,1,50,1,44,40
318,12,41,3,0,41,1,44,40
319,12,41,4,1,39,0,44,40
320,12,41,5,1,42,0,44,40
321,12,41,6,1,46,0,44,40
322,12,41,7,1,43,0,44,40
323,12,41,8,1,30,0,44,40
324,12,41,9,1,30,0,44,40
325,12,42,0,1,70,1,48,60
326,12,42,1,0,52,1,48,60
327,12,42,2,0,43,1,48,60
328,12,42,3,0,41,1,48,60
329,12,42,4,1,69,0,48,60
330,12,43,0,0,65,1,60,48
331,12,43,1,1,48,1,60,48
332,12,43,2,1,46,1,60,48
333,12,43,3,1,45,1,60,48
334,12,43,4,0,51,0,60,48
335,12,43,5,0,75,0,60,48
336,12,43,6,0,61,0,60,48
337,12,43,7,0,65,0,60,48
338,12,43,8,0,60,0,60,48
339,12,43,9,0,55,0,60,48
340,12,44,0,0,41,1,40,52
341,12,44,1,0,48,1,40,52
342,12,44,2,1,61,1,40,52
343,12,44,3,1,47,1,40,52
344,12,44,4,1,49,0,40,52
345,12,45,0,0,54,1,60,48
346,12,45,1,1,31,1,60,48
347,12,45,2,0,45,1,60,48
348,12,45,3,1,52,1,60,48
349,12,45,4,0,65,0,60,48
350,12,46,0,1,56,1,48,60
351,12,46,1,0,49,1,48,60
352,12,46,2,0,49,1,48,60
353,12,46,3,1,60,1,48,60
354,12,46,4,1,58,0,48,60
355,12,46,5,1,54,0,48,60
356,12,46,6,1,55,0,48,60
357,12,46,7,1,56,0,48,60
358,12,46,8,1,68,0,48,60
359,12,46,9,1,62,0,48,60
360,12,47,0,0,74,1,60,68
361,12,47,1,1,57,1,60,68
362,12,47,2,0,70,1,60,68
363,12,47,3,1,36,1,60,68
364,12,47,4,0,58,0,60,68
365,12,47,5,0,55,0,60,68
366,12,47,6,0,59,0,60,68
367,12,47,7,0,55,0,60,68
368,12,47,8,0,75,0,60,68
369,12,47,9,0,53,0,60,68
370,12,48,0,0,55,1,40,20
371,12,48,1,0,32,1,40,20
372,12,48,2,1,22,1,40,20
373,12,48,3,0,45,1,40,20
374,12,48,4,0,40,0,40,20
375,12,49,0,1,63,1,72,60
376,12,49,1,1,52,1,72,60
377,12,49,2,0,71,1,72,60
378,12,49,3,1,40,1,72,60
379,12,49,4,0,58,0,72,60
380,12,50,0,0,57,1,52,40
381,12,50,1,0,54,1,52,40
382,12,50,2,1,47,1,52,40
383,12,50,3,1,62,1,52,40
384,12,50,4,0,46,0,52,40
385,12,50,5,0,51,0,52,40
386,12,50,6,0,56,0,52,40
387,12,50,7,0,42,0,52,40
388,12,50,8,0,55,0,52,40
389,12,50,9,0,43,0,52,40
390,12,51,0,0,44,1,40,36
391,12,51,1,1,24,1,40,36
392,12,51,2,1,26,1,40,36
393,12,51,3,1,43,1,40,36
394,12,51,4,0,41,0,40,36
395,12,51,5,0,50,0,40,36
396,12,51,6,0,45,0,40,36
397,12,51,7,0,42,0,40,36
398,12,51,8,0,49,0,40,36
399,12,51,9,0,34,0,40,36
400,12,52,0,1,68,1,52,60
401,12,52,1,0,61,1,52,60
402,12,52,2,0,58,1,52,60
403,12,52,3,0,48,1,52,60
404,12,52,4,1,72,0,52,60
405,12,52,5,1,60,0,52,60
406,12,52,6,1,67,0,52,60
407,12,52,7,1,61,0,52,60
408,12,52,8,1,40,0,52,60
409,12,52,9,1,72,0,52,60
410,12,53,0,0,22,1,20,40
411,12,53,1,1,53,1,20,40
412,12,53,2,0,18,1,20,40
413,12,53,3,1,40,1,20,40
414,12,53,4,1,48,0,20,40
415,12,54,0,0,34,1,32,40
416,12,54,1,0,29,1,32,40
417,12,54,2,1,38,1,32,40
418,12,54,3,1,40,1,32,40
419,12,54,4,1,35,0,32,40
420,12,54,5,1,42,0,32,40
421,12,54,6,1,36,0,32,40
422,12,54,7,1,43,0,32,40
423,12,54,8,1,38,0,32,40
424,12,54,9,1,35,0,32,40
425,12,55,0,1,62,1,52,60
426,12,55,1,0,60,1,52,60
427,12,55,2,0,44,1,52,60
428,12,55,3,1,63,1,52,60
429,12,55,4,1,64,0,52,60
430,12,56,0,0,86,1,80,60
431,12,56,1,1,60,1,80,60
432,12,56,2,1,60,1,80,60
433,12,56,3,0,66,1,80,60
434,12,56,4,0,81,0,80,60
435,12,56,5,0,92,0,80,60
436,12,56,6,0,85,0,80,60
437,12,56,7,0,73,0,80,60
438,12,56,8,0,82,0,80,60
439,12,56,9,0,71,0,80,60
440,12,57,0,1,58,1,40,60
441,12,57,1,1,61,1,40,60
442,12,57,2,1,67,1,40,60
443,12,57,3,0,31,1,40,60
444,12,57,4,1,59,0,40,60
445,12,57,5,1,58,0,40,60
446,12,57,6,1,64,0,40,60
447,12,57,7,1,60,0,40,60
448,12,57,8,1,58,0,40,60
449,12,57,9,1,59,0,40,60
450,12,58,0,0,38,1,40,28
451,12,58,1,0,38,1,40,28
452,12,58,2,1,39,1,40,28
453,12,58,3,0,31,1,40,28
454,12,58,4,1,24,0,40,28
455,12,58,5,1,23,0,40,28
456,12,58,6,1,28,0,40,28
457,12,58,7,1,40,0,40,28
458,12,58,8,1,41,0,40,28
459,12,58,9,1,29,0,40,28
460,12,59,0,0,58,1,60,80
461,12,59,1,0,55,1,60,80
462,12,59,2,1,91,1,60,80
463,12,59,3,0,54,1,60,80
464,12,59,4,1,89,0,60,80
465,12,60,0,1,35,1,44,40
466,12,60,1,0,41,1,44,40
467,12,60,2,1,49,1,44,40
468,12,60,3,0,51,1,44,40
469,12,60,4,0,36,0,44,40
470,12,61,0,0,64,1,72,60
471,12,61,1,0,57,1,72,60
472,12,61,2,1,71,1,72,60
473,12,61,3,1,58,1,72,60
474,12,61,4,1,60,0,72,60
475,12,61,5,1,63,0,72,60
476,12,61,6,1,64,0,72,60
477,12,61,7,1,56,0,72,60
478,12,61,8,1,46,0,72,60
479,12,61,9,1,69,0,72,60
480,12,62,0,0,64,1,60,68
481,12,62,1,1,70,1,60,68
482,12,62,2,1,65,1,60,68
483,12,62,3,0,55,1,60,68
484,12,62,4,1,63,0,60,68
485,12,63,0,1,29,1,40,36
486,12,63,1,1,28,1,40,36
487,12,63,2,1,35,1,40,36
488,12,63,3,0,30,1,40,36
489,12,63,4,1,47,0,40,36
490,12,64,0,0,39,1,52,40
491,12,64,1,0,61,1,52,40
492,12,64,2,1,30,1,52,40
493,12,64,3,1,35,1,52,40
494,12,64,4,0,50,0,52,40
495,12,64,5,0,58,0,52,40
496,12,64,6,0,75,0,52,40
497,12,64,7,0,47,0,52,40
498,12,64,8,0,54,0,52,40
499,12,64,9,0,31,0,52,40
500,12,65,0,1,57,1,68,60
501,12,65,1,0,65,1,68,60
502,12,65,2,0,59,1,68,60
503,12,65,3,0,66,1,68,60
504,12,65,4,0,60,0,68,60
505,12,65,5,0,85,0,68,60
506,12,65,6,0,70,0,68,60
507,12,65,7,0,68,0,68,60
508,12,65,8,0,62,0,68,60
509,12,65,9,0,65,0,68,60
510,12,66,0,0,19,1,28,40
511,12,66,1,1,39,1,28,40
512,12,66,2,1,58,1,28,40
513,12,66,3,0,25,1,28,40
514,12,66,4,1,30,0,28,40
515,12,67,0,1,37,1,40,44
516,12,67,1,1,50,1,40,44
517,12,67,2,0,51,1,40,44
518,12,67,3,1,33,1,40,44
519,12,67,4,0,39,0,40,44
520,12,68,0,1,40,1,40,44
521,12,68,1,0,31,1,40,44
522,12,68,2,1,51,1,40,44
523,12,68,3,0,46,1,40,44
524,12,68,4,1,49,0,40,44
525,12,69,0,0,72,1,80,60
526,12,69,1,1,65,1,80,60
527,12,69,2,1,58,1,80,60
528,12,69,3,0,75,1,80,60
529,12,69,4,0,85,0,80,60
530,12,69,5,0,77,0,80,60
531,12,69,6,0,69,0,80,60
532,12,69,7,0,83,0,80,60
533,12,69,8,0,78,0,80,60
534,12,69,9,0,83,0,80,60
535,12,70,0,1,34,1,60,40
536,12,70,1,0,58,1,60,40
537,12,70,2,1,43,1,60,40
538,12,70,3,1,50,1,60,40
539,12,70,4,0,54,0,60,40
540,12,71,0,1,71,1,40,60
541,12,71,1,1,63,1,40,60
542,12,71,2,1,66,1,40,60
543,12,71,3,0,56,1,40,60
544,12,71,4,1,58,0,40,60
545,12,71,5,1,50,0,40,60
546,12,71,6,1,70,0,40,60
547,12,71,7,1,56,0,40,60
548,12,71,8,1,50,0,40,60
549,12,71,9,1,73,0,40,60
550,12,72,0,0,55,1,52,60
551,12,72,1,1,55,1,52,60
552,12,72,2,1,62,1,52,60
553,12,72,3,1,58,1,52,60
554,12,72,4,1,42,0,52,60
555,12,73,0,0,13,1,36,40
556,12,73,1,0,43,1,36,40
557,12,73,2,1,50,1,36,40
558,12,73,3,0,33,1,36,40
559,12,73,4,1,38,0,36,40
560,12,74,0,0,44,1,40,48
561,12,74,1,1,36,1,40,48
562,12,74,2,0,37,1,40,48
563,12,74,3,1,44,1,40,48
564,12,74,4,0,53,0,40,48
565,12,75,0,0,49,1,60,64
566,12,75,1,1,56,1,60,64
567,12,75,2,0,61,1,60,64
568,12,75,3,0,58,1,60,64
569,12,75,4,0,58,0,60,64
570,12,75,5,0,49,0,60,64
571,12,75,6,0,85,0,60,64
572,12,75,7,0,72,0,60,64
573,12,75,8,0,48,0,60,64
574,12,75,9,0,66,0,60,64
575,12,76,0,0,48,1,60,40
576,12,76,1,0,71,1,60,40
577,12,76,2,1,44,1,60,40
578,12,76,3,1,38,1,60,40
579,12,76,4,0,59,0,60,40
580,12,77,0,1,71,1,40,52
581,12,77,1,1,41,1,40,52
582,12,77,2,0,34,1,40,52
583,12,77,3,1,42,1,40,52
584,12,77,4,1,47,0,40,52
585,12,77,5,1,49,0,40,52
586,12,77,6,1,53,0,40,52
587,12,77,7,1,38,0,40,52
588,12,77,8,1,55,0,40,52
589,12,77,9,1,46,0,40,52
590,12,78,0,1,65,1,52,60
591,12,78,1,0,37,1,52,60
592,12,78,2,0,57,1,52,60
593,12,78,3,1,75,1,52,60
594,12,78,4,1,62,0,52,60
595,12,79,0,0,55,1,40,32
596,12,79,1,1,31,1,40,32
597,12,79,2,1,49,1,40,32
598,12,79,3,0,43,1,40,32
599,12,79,4,0,36,0,40,32
600,12,79,5,0,48,0,40,32
601,12,79,6,0,40,0,40,32
602,12,79,7,0,47,0,40,32
603,12,79,8,0,38,0,40,32
604,12,79,9,0,48,0,40,32
605,12,80,0,1,58,1,52,60
606,12,80,1,0,37,1,52,60
607,12,80,2,0,46,1,52,60
608,12,80,3,0,67,1,52,60
609,12,80,4,1,56,0,52,60
610,12,80,5,1,56,0,52,60
611,12,80,6,1,53,0,52,60
612,12,80,7,1,65,0,52,60
613,12,80,8,1,71,0,52,60
614,12,80,9,1,62,0,52,60
615,12,81,0,0,41,1,40,36
616,12,81,1,1,38,1,40,36
617,12,81,2,1,42,1,40,36
618,12,81,3,1,24,1,40,36
619,12,81,4,0,39,0,40,36
620,12,81,5,0,37,0,40,36
621,12,81,6,0,23,0,40,36
622,12,81,7,0,35,0,40,36
623,12,81,8,0,46,0,40,36
624,12,81,9,0,40,0,40,36
625,12,82,0,1,36,1,48,40
626,12,82,1,1,43,1,48,40
627,12,82,2,0,50,1,48,40
628,12,82,3,1,57,1,48,40
629,12,82,4,0,48,0,48,40
630,12,83,0,1,49,1,60,40
631,12,83,1,0,67,1,60,40
632,12,83,2,1,27,1,60,40
633,12,83,3,0,64,1,60,40
634,12,83,4,0,53,0,60,40
635,12,83,5,0,64,0,60,40
636,12,83,6,0,56,0,60,40
637,12,83,7,0,51,0,60,40
638,12,83,8,0,67,0,60,40
639,12,83,9,0,54,0,60,40
640,12,84,0,1,53,1,48,60
641,12,84,1,0,50,1,48,60
642,12,84,2,0,55,1,48,60
643,12,84,3,0,42,1,48,60
644,12,84,4,0,47,0,48,60
645,12,85,0,1,33,1,40,28
646,12,85,1,0,41,1,40,28
647,12,85,2,1,30,1,40,28
648,12,85,3,1,32,1,40,28
649,12,85,4,0,39,0,40,28
650,12,86,0,0,61,1,60,68
651,12,86,1,0,50,1,60,68
652,12,86,2,0,58,1,60,68
653,12,86,3,1,67,1,60,68
654,12,86,4,1,54,0,60,68
655,12,87,0,0,57,1,60,56
656,12,87,1,1,59,1,60,56
657,12,87,2,0,58,1,60,56
658,12,87,3,1,63,1,60,56
659,12,87,4,1,60,0,60,56
660,12,88,0,1,71,1,72,60
661,12,88,1,0,76,1,72,60
662,12,88,2,0,83,1,72,60
663,12,88,3,0,67,1,72,60
664,12,88,4,0,60,0,72,60
665,12,89,0,1,38,1,60,40
666,12,89,1,0,58,1,60,40
667,12,89,2,1,48,1,60,40
668,12,89,3,1,45,1,60,40
669,12,89,4,0,58,0,60,40
670,12,90,0,1,40,1,40,44
671,12,90,1,1,43,1,40,44
672,12,90,2,0,50,1,40,44
673,12,90,3,0,44,1,40,44
674,12,90,4,0,37,0,40,44
675,12,90,5,0,45,0,40,44
676,12,90,6,0,30,0,40,44
677,12,90,7,0,29,0,40,44
678,12,90,8,0,55,0,40,44
679,12,90,9,0,29,0,40,44
680,12,91,0,0,23,1,20,40
681,12,91,1,1,37,1,20,40
682,12,91,2,1,47,1,20,40
683,12,91,3,0,21,1,20,40
684,12,91,4,1,45,0,20,40
685,12,91,5,1,49,0,20,40
686,12,91,6,1,43,0,20,40
687,12,91,7,1,41,0,20,40
688,12,91,8,1,47,0,20,40
689,12,91,9,1,42,0,20,40
690,12,92,0,1,60,1,48,60
691,12,92,1,0,41,1,48,60
692,12,92,2,0,48,1,48,60
693,12,92,3,1,55,1,48,60
694,12,92,4,1,70,0,48,60
695,12,92,5,1,72,0,48,60
696,12,92,6,1,58,0,48,60
697,12,92,7,1,57,0,48,60
698,12,92,8,1,65,0,48,60
699,12,92,9,1,59,0,48,60
700,12,93,0,0,45,1,36,40
701,12,93,1,1,41,1,36,40
702,12,93,2,1,45,1,36,40
703,12,93,3,0,30,1,36,40
704,12,93,4,1,43,0,36,40
705,12,93,5,1,42,0,36,40
706,12,93,6,1,44,0,36,40
707,12,93,7,1,52,0,36,40
708,12,93,8,1,31,0,36,40
709,12,93,9,1,31,0,36,40
710,12,94,0,1,33,1,60,40
711,12,94,1,0,53,1,60,40
712,12,94,2,1,33,1,60,40
713,12,94,3,1,56,1,60,40
714,12,94,4,0,66,0,60,40
715,12,94,5,0,55,0,60,40
716,12,94,6,0,62,0,60,40
717,12,94,7,0,81,0,60,40
718,12,94,8,0,68,0,60,40
719,12,94,9,0,64,0,60,40
720,12,95,0,0,71,1,72,60
721,12,95,1,1,55,1,72,60
722,12,95,2,1,63,1,72,60
723,12,95,3,0,81,1,72,60
724,12,95,4,0,78,0,72,60
725,12,96,0,0,63,1,56,60
726,12,96,1,1,61,1,56,60
727,12,96,2,0,45,1,56,60
728,12,96,3,0,51,1,56,60
729,12,96,4,0,62,0,56,60
730,12,96,5,0,55,0,56,60
731,12,96,6,0,52,0,56,60
732,12,96,7,0,46,0,56,60
733,12,96,8,0,53,0,56,60
734,12,96,9,0,56,0,56,60
735,12,97,0,0,42,1,40,44
736,12,97,1,0,33,1,40,44
737,12,97,2,1,54,1,40,44
738,12,97,3,1,44,1,40,44
739,12,97,4,1,49,0,40,44
740,12,97,5,1,49,0,40,44
741,12,97,6,1,44,0,40,44
742,12,97,7,1,56,0,40,44
743,12,97,8,1,47,0,40,44
744,12,97,9,1,56,0,40,44
745,12,98,0,0,66,1,60,52
746,12,98,1,1,38,1,60,52
747,12,98,2,1,59,1,60,52
748,12,98,3,0,63,1,60,52
749,12,98,4,0,57,0,60,52
750,12,99,0,0,36,1,40,48
751,12,99,1,1,48,1,40,48
752,12,99,2,0,39,1,40,48
753,12,99,3,1,59,1,40,48
754,12,99,4,1,44,0,40,48
755,18,0,0,0,52,1,52,40
756,18,0,1,1,44,1,52,40
757,18,0,2,0,52,1,52,40
758,18,0,3,1,43,1,52,40
759,18,0,4,0,59,0,52,40
760,18,0,5,0,49,0,52,40
761,18,0,6,0,56,0,52,40
762,18,0,7,0,63,0,52,40
763,18,0,8,0,54,0,52,40
764,18,0,9,0,53,0,52,40
765,18,1,0,1,53,1,80,60
766,18,1,1,1,55,1,80,60
767,18,1,2,0,92,1,80,60
768,18,1,3,0,77,1,80,60
769,18,1,4,0,74,0,80,60
770,18,2,0,1,30,1,28,40
771,18,2,1,0,37,1,28,40
772,18,2,2,0,31,1,28,40
773,18,2,3,0,31,1,28,40
