state_left,state_right,choice,current_state,reward,multiplied_reward,stake_level,participant,reward.0.0,reward.0.1,reward.1.0,reward.1.1,task,trial
1,0,1,999,0.0,0.0,5,0,0.444694726,0.749546925,0.329731513,0.743497452,1,38
1,0,1,0,0.0,0.0,5,0,0.444694726,0.749546925,0.329731513,0.743497452,1,39
0,1,1,999,0.0,0.0,1,0,0.449248775,0.716585018,0.287032235,0.726761904,1,40
1,0,0,1,0.0,0.0,1,0,0.449248775,0.716585018,0.287032235,0.726761904,1,41
1,0,1,999,0.0,0.0,1,0,0.441617485,0.65902339,0.352627282,0.713304494,1,42
0,1,1,1,0.0,0.0,1,0,0.441617485,0.65902339,0.352627282,0.713304494,1,43
1,0,1,999,0.0,0.0,5,0,0.472483989,0.662091104,0.353817119,0.713680959,1,44
0,1,1,1,1.0,5.0,5,0,0.472483989,0.662091104,0.353817119,0.713680959,1,45
1,0,1,999,0.0,0.0,1,0,0.433939908,0.67843636,0.363040728,0.713150046,1,46
1,0,1,1,0.0,0.0,1,0,0.433939908,0.67843636,0.363040728,0.713150046,1,47
1,0,1,999,0.0,0.0,1,0,0.42582081,0.664860381,0.390934773,0.740320657,1,48
1,0,1,1,1.0,1.0,1,0,0.42582081,0.664860381,0.390934773,0.740320657,1,49
1,0,1,999,0.0,0.0,5,0,0.421597057,0.67463288,0.403110529,0.739555575,1,50
0,1,1,1,1.0,5.0,5,0,0.421597057,0.67463288,0.403110529,0.739555575,1,51
0,1,1,999,0.0,0.0,1,0,0.386600238,0.710210847,0.423200508,0.739852144,1,52
0,1,1,0,0.0,0.0,1,0,0.386600238,0.710210847,0.423200508,0.739852144,1,53
1,0,1,999,0.0,0.0,5,0,0.395823847,0.697126837,0.414101169,0.726050244,1,54
0,1,1,1,1.0,5.0,5,0,0.395823847,0.697126837,0.414101169,0.726050244,1,55
1,0,1,999,0.0,0.0,5,0,0.445691815,0.694148876,0.423324778,0.719781792,1,56
1,0,1,0,1.0,5.0,5,0,0.445691815,0.694148876,0.423324778,0.719781792,1,57
1,0,1,999,0.0,0.0,5,0,0.496993649,0.696736904,0.452196546,0.720006686,1,58
0,1,1,1,1.0,5.0,5,0,0.496993649,0.696736904,0.452196546,0.720006686,1,59
1,0,1,999,0.0,0.0,5,0,0.467941056,0.698233131,0.456571029,0.74237243,1,60
1,0,1,0,0.0,0.0,5,0,0.467941056,0.698233131,0.456571029,0.74237243,1,61
1,0,1,999,0.0,0.0,1,0,0.485567465,0.739528604,0.438415635,0.718952592,1,62
1,0,1,1,1.0,1.0,1,0,0.485567465,0.739528604,0.438415635,0.718952592,1,63
0,1,1,999,0.0,0.0,1,0,0.495996623,0.733706121,0.414813374,0.727659652,1,64
0,1,1,1,1.0,1.0,1,0,0.495996623,0.733706121,0.414813374,0.727659652,1,65
1,0,1,999,0.0,0.0,5,0,0.522158167,0.711576248,0.457774462,0.727672074,1,66
1,0,1,1,0.0,0.0,5,0,0.522158167,0.711576248,0.457774462,0.727672074,1,67
1,0,1,999,0.0,0.0,5,0,0.49896629,0.716772612,0.47750909,0.719008332,1,68
0,1,1,1,1.0,5.0,5,0,0.49896629,0.716772612,0.47750909,0.719008332,1,69
0,1,1,999,0.0,0.0,1,0,0.502055066,0.679836289,0.461734671,0.691627964,1,70
1,0,1,0,1.0,1.0,1,0,0.502055066,0.679836289,0.461734671,0.691627964,1,71
1,0,1,999,0.0,0.0,5,0,0.522145045,0.698807602,0.436936452,0.684695807,1,72
0,1,1,1,1.0,5.0,5,0,0.522145045,0.698807602,0.436936452,0.684695807,1,73
1,0,1,999,0.0,0.0,5,0,0.523870113,0.681210562,0.452264611,0.647109142,1,74
1,0,1,1,1.0,5.0,5,0,0.523870113,0.681210562,0.452264611,0.647109142,1,75
0,1,1,999,0.0,0.0,5,0,0.503758365,0.709987076,0.454057179,0.654101985,1,76
0,1,1,1,1.0,5.0,5,0,0.503758365,0.709987076,0.454057179,0.654101985,1,77
0,1,1,999,0.0,0.0,1,0,0.477765968,0.701867977,0.456154216,0.654223531,1,78
0,1,1,1,0.0,0.0,1,0,0.477765968,0.701867977,0.456154216,0.654223531,1,79
0,1,1,999,0.0,0.0,1,0,0.448713375,0.644148653,0.468213292,0.632726437,1,80
0,1,1,0,1.0,1.0,1,0,0.448713375,0.644148653,0.468213292,0.632726437,1,81
0,1,1,999,0.0,0.0,1,0,0.471078998,0.626260433,0.429617519,0.605047975,1,82
1,0,1,1,1.0,1.0,1,0,0.471078998,0.626260433,0.429617519,0.605047975,1,83
1,0,1,999,0.0,0.0,5,0,0.452947757,0.62726685,0.419786268,0.607695588,1,84
0,1,1,1,0.0,0.0,5,0,0.452947757,0.62726685,0.419786268,0.607695588,1,85
0,1,1,999,0.0,0.0,1,0,0.434879536,0.580211664,0.436474386,0.570659914,1,86
0,1,1,0,0.0,0.0,1,0,0.434879536,0.580211664,0.436474386,0.570659914,1,87
1,0,1,999,0.0,0.0,1,0,0.402109503,0.572552179,0.43035748,0.588000567,1,88
1,0,1,1,1.0,1.0,1,0,0.402109503,0.572552179,0.43035748,0.588000567,1,89
1,0,1,999,0.0,0.0,1,0,0.413945405,0.595686102,0.399490939,0.575222178,1,90
0,1,1,0,1.0,1.0,1,0,0.413945405,0.595686102,0.399490939,0.575222178,1,91
0,1,1,999,0.0,0.0,1,0,0.380875845,0.628927446,0.423868473,0.578691728,1,92
1,0,1,1,1.0,1.0,1,0,0.380875845,0.628927446,0.423868473,0.578691728,1,93
1,0,1,999,0.0,0.0,5,0,0.364756309,0.620263705,0.420191174,0.573087745,1,94
1,0,1,0,0.0,0.0,5,0,0.364756309,0.620263705,0.420191174,0.573087745,1,95
1,0,1,999,0.0,0.0,1,0,0.382554449,0.606461805,0.377491897,0.595453488,1,96
0,1,1,0,0.0,0.0,1,0,0.382554449,0.606461805,0.377491897,0.595453488,1,97
0,1,1,999,0.0,0.0,5,0,0.370788222,0.58663021,0.356872775,0.598616877,1,98
1,0,1,1,1.0,5.0,5,0,0.370788222,0.58663021,0.356872775,0.598616877,1,99
1,0,1,999,0.0,0.0,5,0,0.374257772,0.602430366,0.367470555,0.620464893,1,100
0,1,1,1,1.0,5.0,5,0,0.374257772,0.602430366,0.367470555,0.620464893,1,101
0,1,1,999,0.0,0.0,1,0,0.403622438,0.578292667,0.398613003,0.619635142,1,102
0,1,1,1,1.0,1.0,1,0,0.403622438,0.578292667,0.398613003,0.619635142,1,103
1,0,1,999,0.0,0.0,5,0,0.395991148,0.594318256,0.405140027,0.650860132,1,104
0,1,1,1,1.0,5.0,5,0,0.395991148,0.594318256,0.405140027,0.650860132,1,105
1,0,1,999,0.0,0.0,1,0,0.365264728,0.554333501,0.432727291,0.6328948,1,106
0,1,1,1,0.0,0.0,1,0,0.365264728,0.554333501,0.432727291,0.6328948,1,107
0,1,1,999,0.0,0.0,1,0,0.357633438,0.572033668,0.371732695,0.640417187,1,108
1,0,1,1,0.0,0.0,1,0,0.357633438,0.572033668,0.371732695,0.640417187,1,109
0,1,1,999,0.0,0.0,5,0,0.351941077,0.558885519,0.359755791,0.645159941,1,110
1,0,1,0,1.0,5.0,5,0,0.351941077,0.558885519,0.359755791,0.645159941,1,111
0,1,1,999,0.0,0.0,5,0,0.342595311,0.545567149,0.336260696,0.618475765,1,112
0,1,1,0,1.0,5.0,5,0,0.342595311,0.545567149,0.336260696,0.618475765,1,113
0,1,1,999,0.0,0.0,1,0,0.355569243,0.547721317,0.359192818,0.621123379,1,114
0,1,1,1,0.0,0.0,1,0,0.355569243,0.547721317,0.359192818,0.621123379,1,115
1,0,1,999,0.0,0.0,5,0,0.351779497,0.56506197,0.31221693,0.649033722,1,116
1,0,1,1,1.0,5.0,5,0,0.351779497,0.56506197,0.31221693,0.649033722,1,117
0,1,1,999,0.0,0.0,1,0,0.348026346,0.51519997,0.297638599,0.616960894,1,118
0,1,1,1,1.0,1.0,1,0,0.348026346,0.51519997,0.297638599,0.616960894,1,119
0,1,1,999,0.0,0.0,5,0,0.351490223,0.530012353,0.305160986,0.623886201,1,120
1,0,1,1,0.0,0.0,5,0,0.351490223,0.530012353,0.305160986,0.623886201,1,121
1,0,1,999,0.0,0.0,1,0,0.356996093,0.547712521,0.266163896,0.626538691,1,122
0,1,1,1,1.0,1.0,1,0,0.356996093,0.547712521,0.266163896,0.626538691,1,123
1,0,1,999,0.0,0.0,5,0,0.366223021,0.561996323,0.261917988,0.646309792,1,124
0,1,1,1,1.0,5.0,5,0,0.366223021,0.561996323,0.261917988,0.646309792,1,125
0,1,1,999,0.0,0.0,1,0,0.35768815,0.544569883,0.266968123,0.652559065,1,126
0,1,1,1,0.0,0.0,1,0,0.35768815,0.544569883,0.266968123,0.652559065,1,127
0,1,1,999,0.0,0.0,5,0,0.369693336,0.606808148,0.259024274,0.639679423,1,128
1,0,1,0,0.0,0.0,5,0,0.369693336,0.606808148,0.259024274,0.639679423,1,129
0,1,1,999,0.0,0.0,1,0,0.363395899,0.622684253,0.279948253,0.645943927,1,130
0,1,1,0,0.0,0.0,1,0,0.363395899,0.622684253,0.279948253,0.645943927,1,131
0,1,1,999,0.0,0.0,1,0,0.380495785,0.618294082,0.310772982,0.584949331,1,132
0,1,1,1,0.0,0.0,1,0,0.380495785,0.618294082,0.310772982,0.584949331,1,133
0,1,1,999,0.0,0.0,5,0,0.399985315,0.631440681,0.318295369,0.586729348,1,134
1,0,1,1,1.0,5.0,5,0,0.399985315,0.631440681,0.318295369,0.586729348,1,135
1,0,1,999,0.0,0.0,5,0,0.353009427,0.624085362,0.330501383,0.581036987,1,136
0,1,1,1,1.0,5.0,5,0,0.353009427,0.624085362,0.330501383,0.581036987,1,137
1,0,1,999,0.0,0.0,1,0,0.39076908,0.658917553,0.353762697,0.579865769,1,138
1,0,1,1,1.0,1.0,1,0,0.39076908,0.658917553,0.353762697,0.579865769,1,139
1,0,1,999,0.0,0.0,5,0,0.355728354,0.664194219,0.340984308,0.624160278,1,140
0,1,1,0,0.0,0.0,5,0,0.355728354,0.664194219,0.340984308,0.624160278,1,141
1,0,1,999,0.0,0.0,5,0,0.344507523,0.652338085,0.321717949,0.686398543,1,142
0,1,1,1,1.0,5.0,5,0,0.344507523,0.652338085,0.321717949,0.686398543,1,143
0,1,1,999,0.0,0.0,1,0,0.301116683,0.660327779,0.286686233,0.699682355,1,144
0,1,1,1,1.0,1.0,1,0,0.301116683,0.660327779,0.286686233,0.699682355,1,145
1,0,1,999,0.0,0.0,1,0,0.294819246,0.661727427,0.288567794,0.711591727,1,146
1,0,1,0,0.0,0.0,1,0,0.294819246,0.661727427,0.288567794,0.711591727,1,147
0,1,1,999,0.0,0.0,5,0,0.286581145,0.624140762,0.267982263,0.703472628,1,148
1,0,1,0,1.0,5.0,5,0,0.286581145,0.624140762,0.267982263,0.703472628,1,149
1,0,1,999,0.0,0.0,1,0,0.267317244,0.604462094,0.281876149,0.703849094,1,150
0,1,1,1,1.0,1.0,1,0,0.267317244,0.604462094,0.281876149,0.703849094,1,151
0,1,1,999,0.0,0.0,5,0,0.255467822,0.629852012,0.268964312,0.681962,1,152
0,1,1,1,1.0,5.0,5,0,0.255467822,0.629852012,0.268964312,0.681962,1,153
1,0,1,999,0.0,0.0,5,0,0.25107968,0.654063551,0.254385981,0.64725808,1,154
1,0,1,1,0.0,0.0,5,0,0.25107968,0.654063551,0.254385981,0.64725808,1,155
0,1,1,999,0.0,0.0,1,0,0.271555399,0.641871402,0.25078083,0.704368586,1,156
0,1,1,1,1.0,1.0,1,0,0.271555399,0.641871402,0.25078083,0.704368586,1,157
1,0,1,999,0.0,0.0,5,0,0.282641723,0.676936651,0.25825669,0.686718759,1,158
0,1,1,1,0.0,0.0,5,0,0.282641723,0.676936651,0.25825669,0.686718759,1,159
0,1,1,999,0.0,0.0,1,0,0.291817183,0.652248401,0.250516502,0.633932278,1,160
0,1,1,1,1.0,1.0,1,0,0.291817183,0.652248401,0.250516502,0.633932278,1,161
1,0,1,999,0.0,0.0,1,0,0.274167356,0.663763795,0.288456025,0.620760461,1,162
0,1,1,0,1.0,1.0,1,0,0.274167356,0.663763795,0.288456025,0.620760461,1,163
0,1,1,999,0.0,0.0,1,0,0.274537051,0.703393283,0.268477182,0.61410577,1,164
0,1,1,1,0.0,0.0,1,0,0.274537051,0.703393283,0.268477182,0.61410577,1,165
0,1,1,999,0.0,0.0,5,0,0.268413437,0.655277632,0.257228823,0.623364947,1,166
1,0,1,0,0.0,0.0,5,0,0.268413437,0.655277632,0.257228823,0.623364947,1,167
1,0,1,999,0.0,0.0,5,0,0.283601398,0.651155966,0.308530656,0.587456678,1,168
0,1,1,1,1.0,5.0,5,0,0.283601398,0.651155966,0.308530656,0.587456678,1,169
1,0,1,999,0.0,0.0,5,0,0.250831364,0.630772595,0.281041619,0.608774931,1,170
0,1,1,1,0.0,0.0,5,0,0.250831364,0.630772595,0.281041619,0.608774931,1,171
1,0,1,999,0.0,0.0,5,0,0.28142302,0.633935984,0.308935664,0.619204089,1,172
0,1,1,1,0.0,0.0,5,0,0.28142302,0.633935984,0.308935664,0.619204089,1,173
0,1,1,999,0.0,0.0,5,0,0.270075022,0.64207478,0.316445544,0.634532247,1,174
0,1,1,1,1.0,5.0,5,0,0.270075022,0.64207478,0.316445544,0.634532247,1,175
0,1,1,999,0.0,0.0,1,0,0.275866313,0.64758065,0.321800847,0.59183297,1,176
0,1,0,0,1.0,1.0,1,0,0.275866313,0.64758065,0.321800847,0.59183297,1,177
1,0,1,999,0.0,0.0,5,0,0.279152169,0.598776903,0.304882004,0.59936901,1,178
0,1,1,1,1.0,5.0,5,0,0.279152169,0.598776903,0.304882004,0.59936901,1,179
0,1,1,999,0.0,0.0,1,0,0.260004567,0.555958364,0.296347133,0.623062446,1,180
0,1,1,1,0.0,0.0,1,0,0.260004567,0.555958364,0.296347133,0.623062446,1,181
0,1,1,999,0.0,0.0,1,0,0.271336028,0.532538527,0.31609087,0.624068863,1,182
1,0,0,0,0.0,0.0,1,0,0.271336028,0.532538527,0.31609087,0.624068863,1,183
1,0,1,999,0.0,0.0,5,0,0.300663891,0.531667308,0.345311854,0.655466606,1,184
1,0,1,1,1.0,5.0,5,0,0.300663891,0.531667308,0.345311854,0.655466606,1,185
1,0,1,999,0.0,0.0,5,0,0.257889085,0.51675347,0.368573169,0.689913161,1,186
0,1,1,1,1.0,5.0,5,0,0.257889085,0.51675347,0.368573169,0.689913161,1,187
1,0,1,999,0.0,0.0,1,0,0.265128784,0.557986592,0.402953826,0.69466358,1,188
0,1,0,1,0.0,0.0,1,0,0.265128784,0.557986592,0.402953826,0.69466358,1,189
0,1,1,999,0.0,0.0,5,0,0.258953983,0.582218609,0.338029213,0.688423532,1,190
1,0,1,1,1.0,5.0,5,0,0.258953983,0.582218609,0.338029213,0.688423532,1,191
1,0,1,999,0.0,0.0,1,0,0.253263787,0.570452382,0.353217173,0.684033362,1,192
0,1,1,1,0.0,0.0,1,0,0.253263787,0.570452382,0.353217173,0.684033362,1,193
1,0,1,999,0.0,0.0,1,0,0.256997683,0.544114662,0.320538942,0.721757268,1,194
0,1,1,0,0.0,0.0,1,0,0.256997683,0.544114662,0.320538942,0.721757268,1,195
1,0,1,999,0.0,0.0,1,0,0.270867592,0.535727891,0.381228706,0.748550681,1,196
1,0,1,1,1.0,1.0,1,0,0.270867592,0.535727891,0.381228706,0.748550681,1,197
1,0,1,999,0.0,0.0,1,0,0.283073606,0.532940153,0.387615918,0.736378599,1,198
1,0,1,1,1.0,1.0,1,0,0.283073606,0.532940153,0.387615918,0.736378599,1,199
0,1,1,999,0.0,0.0,5,0,0.334955558,0.524405282,0.387810796,0.73865067,1,200
0,1,1,1,0.0,0.0,5,0,0.334955558,0.524405282,0.387810796,0.73865067,1,201
1,0,1,999,0.0,0.0,1,0,0.362849603,0.526710943,0.397077353,0.661518591,1,202
0,1,1,1,1.0,1.0,1,0,0.362849603,0.526710943,0.397077353,0.661518591,1,203
0,1,1,999,0.0,0.0,1,0,0.330822465,0.554837893,0.393263382,0.691259455,1,204
1,0,1,0,1.0,1.0,1,0,0.330822465,0.554837893,0.393263382,0.691259455,1,205
0,1,1,999,0.0,0.0,5,0,0.308200963,0.583421775,0.387110598,0.704664037,1,206
0,1,1,1,1.0,5.0,5,0,0.308200963,0.583421775,0.387110598,0.704664037,1,207
1,0,1,999,0.0,0.0,1,0,0.352999519,0.61131582,0.349997332,0.707067303,1,208
0,1,1,1,1.0,1.0,1,0,0.352999519,0.61131582,0.349997332,0.707067303,1,209
0,1,1,999,0.0,0.0,5,0,0.346875905,0.614598052,0.365185292,0.683863341,1,210
0,1,1,1,0.0,0.0,5,0,0.346875905,0.614598052,0.365185292,0.683863341,1,211
0,1,1,999,0.0,0.0,1,0,0.353254747,0.616094278,0.379432352,0.651836203,1,212
0,1,1,0,1.0,1.0,1,0,0.353254747,0.616094278,0.379432352,0.651836203,1,213
1,0,1,999,0.0,0.0,5,0,0.367333956,0.607975179,0.432423384,0.667566368,1,214
1,0,1,1,0.0,0.0,5,0,0.367333956,0.607975179,0.432423384,0.667566368,1,215
1,0,1,999,0.0,0.0,5,0,0.374326799,0.597784406,0.445838043,0.67381564,1,216
0,1,0,0,0.0,0.0,5,0,0.374326799,0.597784406,0.445838043,0.67381564,1,217
0,1,1,999,0.0,0.0,5,0,0.380824058,0.606442878,0.448926818,0.677957045,1,218
0,1,1,1,1.0,5.0,5,0,0.380824058,0.606442878,0.448926818,0.677957045,1,219
0,1,1,999,0.0,0.0,5,0,0.375284135,0.623783532,0.426387896,0.679749613,1,220
0,1,1,1,1.0,5.0,5,0,0.375284135,0.623783532,0.426387896,0.679749613,1,221
0,1,1,999,0.0,0.0,1,0,0.371060382,0.62899354,0.441503638,0.632694427,1,222
0,1,1,1,0.0,0.0,1,0,0.371060382,0.62899354,0.441503638,0.632694427,1,223
0,1,1,999,0.0,0.0,1,0,0.372250219,0.650607606,0.436603167,0.62429473,1,224
0,1,0,1,1.0,1.0,1,0,0.372250219,0.650607606,0.436603167,0.62429473,1,225
1,0,1,999,0.0,0.0,5,0,0.34684086,0.620037543,0.428091055,0.626282481,1,226
0,1,0,1,1.0,5.0,5,0,0.34684086,0.620037543,0.428091055,0.626282481,1,227
0,1,1,999,0.0,0.0,1,0,0.3493028,0.611172711,0.39105538,0.649416403,1,228
0,1,0,0,1.0,1.0,1,0,0.3493028,0.611172711,0.39105538,0.649416403,1,229
1,0,1,999,0.0,0.0,5,0,0.34498221,0.595034767,0.382391639,0.641016706,1,230
0,1,0,1,1.0,5.0,5,0,0.34498221,0.595034767,0.382391639,0.641016706,1,231
0,1,1,999,0.0,0.0,1,0,0.350488079,0.597438033,0.364503418,0.647395549,1,232
0,1,0,0,0.0,0.0,1,0,0.350488079,0.597438033,0.364503418,0.647395549,1,233
1,0,1,999,0.0,0.0,5,0,0.325720276,0.631324637,0.363827004,0.662067678,1,234
1,0,0,1,0.0,0.0,5,0,0.325720276,0.631324637,0.363827004,0.662067678,1,235
0,1,1,999,0.0,0.0,1,0,0.326726693,0.633635941,0.346818991,0.649843577,1,236
1,0,0,1,0.0,0.0,1,0,0.326726693,0.633635941,0.346818991,0.649843577,1,237
0,1,1,999,0.0,0.0,1,0,0.33905343,0.624057675,0.348218638,0.649167163,1,238
0,1,0,1,0.0,0.0,1,0,0.33905343,0.624057675,0.348218638,0.649167163,1,239
0,1,1,999,0.0,0.0,1,0,0.355677997,0.577002489,0.328866906,0.644607018,1,240
0,1,0,1,0.0,0.0,1,0,0.355677997,0.577002489,0.328866906,0.644607018,1,241
1,0,1,999,0.0,0.0,1,0,0.368880781,0.594665887,0.327135343,0.619163227,1,242
1,0,1,1,0.0,0.0,1,0,0.368880781,0.594665887,0.327135343,0.619163227,1,243
0,1,0,999,0.0,0.0,5,0,0.374356297,0.565961559,0.29730425,0.635077182,1,244
1,0,1,0,1.0,5.0,5,0,0.374356297,0.565961559,0.29730425,0.635077182,1,245
1,0,0,999,0.0,0.0,5,0,0.364956072,0.56232554,0.299365397,0.640068829,1,246
0,1,1,0,0.0,0.0,5,0,0.364956072,0.56232554,0.299365397,0.640068829,1,247
1,0,0,999,0.0,0.0,1,0,0.353232305,0.591197308,0.3037641,0.639376816,1,248
1,0,1,0,0.0,0.0,1,0,0.353232305,0.591197308,0.3037641,0.639376816,1,249
0,1,0,999,0.0,0.0,5,0,0.349334947,0.588503024,0.336175053,0.636579558,1,250
0,1,0,0,1.0,5.0,5,0,0.349334947,0.588503024,0.336175053,0.636579558,1,251
0,1,0,999,0.0,0.0,5,0,0.291570018,0.562165304,0.362424919,0.624387409,1,252
0,1,1,1,1.0,5.0,5,0,0.291570018,0.562165304,0.362424919,0.624387409,1,253
0,1,0,999,0.0,0.0,1,0,0.302560324,0.584573821,0.363824566,0.617732718,1,254
0,1,0,0,1.0,1.0,1,0,0.302560324,0.584573821,0.363824566,0.617732718,1,255
1,0,0,999,0.0,0.0,1,0,0.303119211,0.545978049,0.364261328,0.597606456,1,256
1,0,0,0,0.0,0.0,1,0,0.303119211,0.545978049,0.364261328,0.597606456,1,257
1,0,0,999,0.0,0.0,5,0,0.273005105,0.556827987,0.334051723,0.599912117,1,258
0,1,1,1,0.0,0.0,5,0,0.273005105,0.556827987,0.334051723,0.599912117,1,259
0,1,0,999,0.0,0.0,5,0,0.278653334,0.574976338,0.327947671,0.639623952,1,260
1,0,0,0,0.0,0.0,5,0,0.278653334,0.574976338,0.327947671,0.639623952,1,261
0,1,0,999,0.0,0.0,5,0,0.287959419,0.548638618,0.31115014,0.631364714,1,262
0,1,1,0,0.0,0.0,5,0,0.287959419,0.548638618,0.31115014,0.631364714,1,263
1,0,1,999,0.0,0.0,5,0,0.322405974,0.547257373,0.291171296,0.588027123,1,264
1,0,1,1,1.0,5.0,5,0,0.322405974,0.547257373,0.291171296,0.588027123,1,265
1,0,1,999,0.0,0.0,5,0,0.287365248,0.505666685,0.30851195,0.602839507,1,266
1,0,1,1,0.0,0.0,5,0,0.287365248,0.505666685,0.30851195,0.602839507,1,267
0,1,1,999,0.0,0.0,5,0,0.269768208,0.491224582,0.328220384,0.618167665,1,268
0,1,1,0,0.0,0.0,5,0,0.269768208,0.491224582,0.328220384,0.618167665,1,269
1,0,1,999,0.0,0.0,5,0,0.268070232,0.483593292,0.293223565,0.649565407,1,270
0,1,1,1,1.0,5.0,5,0,0.268070232,0.483593292,0.293223565,0.649565407,1,271
1,0,1,999,0.0,0.0,1,0,0.255289508,0.500217859,0.254226476,0.673489062,1,272
0,1,0,0,1.0,1.0,1,0,0.255289508,0.500217859,0.254226476,0.673489062,1,273
0,1,1,999,0.0,0.0,1,0,0.261948303,0.544512369,0.265885272,0.705900014,1,274
1,0,0,0,0.0,0.0,1,0,0.261948303,0.544512369,0.265885272,0.705900014,1,275
0,1,1,999,0.0,0.0,1,0,0.261258011,0.532788601,0.279121699,0.695917481,1,276
0,1,1,1,1.0,1.0,1,0,0.261258011,0.532788601,0.279121699,0.695917481,1,277
0,1,1,999,0.0,0.0,5,0,0.28216641,0.519361895,0.303134027,0.724995335,1,278
0,1,0,0,0.0,0.0,5,0,0.28216641,0.519361895,0.303134027,0.724995335,1,279
0,1,1,999,0.0,0.0,1,0,0.278383423,0.514973753,0.312715037,0.71817879,1,280
0,1,1,1,0.0,0.0,1,0,0.278383423,0.514973753,0.312715037,0.71817879,1,281
1,0,1,999,0.0,0.0,1,0,0.253842504,0.489341441,0.263345202,0.720332958,1,282
1,0,1,1,1.0,1.0,1,0,0.253842504,0.489341441,0.263345202,0.720332958,1,283
1,0,1,999,0.0,0.0,5,0,0.254721498,0.49590645,0.285687096,0.733104664,1,284
0,1,1,1,0.0,0.0,5,0,0.254721498,0.49590645,0.285687096,0.733104664,1,285
0,1,1,999,0.0,0.0,1,0,0.259856833,0.504564922,0.292999114,0.727412303,1,286
0,1,0,1,0.0,0.0,1,0,0.259856833,0.504564922,0.292999114,0.727412303,1,287
0,1,1,999,0.0,0.0,5,0,0.264060271,0.513511548,0.266661395,0.715688536,1,288
