,subID,Block,Player,Type,Variant,Type_Total,Trial,S,T,GameType,CorrAns,GivenAns,ConfidenceNum
26,2003,1,D.T.,pess,nat,pess_nat,10,3,8,SH,def,def,60
27,2003,1,D.T.,pess,nat,pess_nat,11,10,12,SG,coop,coop,60
28,2003,1,D.T.,pess,nat,pess_nat,12,10,15,SG,coop,coop,60
29,2003,1,D.T.,pess,nat,pess_nat,13,7,5,HG,coop,coop,60
30,2003,1,D.T.,pess,nat,pess_nat,14,0,8,SH,def,def,60
31,2003,1,D.T.,pess,nat,pess_nat,15,0,12,PD,def,def,60
32,2003,2,F.A.,opt,inv,opt_inv,0,3,5,SH,def,coop,60
33,2003,2,F.A.,opt,inv,opt_inv,1,0,15,PD,coop,def,60
34,2003,2,F.A.,opt,inv,opt_inv,2,7,8,HG,def,coop,60
35,2003,2,F.A.,opt,inv,opt_inv,3,10,12,SG,coop,coop,60
36,2003,2,F.A.,opt,inv,opt_inv,4,7,12,SG,coop,coop,60
37,2003,2,F.A.,opt,inv,opt_inv,5,10,8,HG,def,def,60
38,2003,2,F.A.,opt,inv,opt_inv,6,0,5,SH,def,def,60
39,2003,2,F.A.,opt,inv,opt_inv,7,0,12,PD,coop,def,60
40,2003,2,F.A.,opt,inv,opt_inv,8,7,5,HG,def,coop,60
41,2003,2,F.A.,opt,inv,opt_inv,9,3,8,SH,def,def,60
42,2003,2,F.A.,opt,inv,opt_inv,10,3,12,PD,coop,def,60
43,2003,2,F.A.,opt,inv,opt_inv,11,7,15,SG,coop,coop,60
44,2003,2,F.A.,opt,inv,opt_inv,12,3,15,PD,coop,coop,60
45,2003,2,F.A.,opt,inv,opt_inv,13,10,5,HG,def,def,60
46,2003,2,F.A.,opt,inv,opt_inv,14,10,15,SG,coop,coop,60
47,2003,2,F.A.,opt,inv,opt_inv,15,0,8,SH,def,def,60
48,2003,3,E.B.,pess,inv,pess_inv,0,10,5,HG,def,coop,60
49,2003,3,E.B.,pess,inv,pess_inv,1,3,5,SH,coop,coop,60
50,2003,3,E.B.,pess,inv,pess_inv,2,0,15,PD,coop,def,60
51,2003,3,E.B.,pess,inv,pess_inv,3,7,12,SG,def,coop,60
52,2003,3,E.B.,pess,inv,pess_inv,4,10,15,SG,def,coop,60
53,2003,3,E.B.,pess,inv,pess_inv,5,10,8,HG,def,coop,60
54,2003,3,E.B.,pess,inv,pess_inv,6,0,12,PD,coop,def,60
55,2003,3,E.B.,pess,inv,pess_inv,7,0,5,SH,coop,def,60
56,2003,3,E.B.,pess,inv,pess_inv,8,7,15,SG,def,coop,60
57,2003,3,E.B.,pess,inv,pess_inv,9,0,8,SH,coop,def,60
58,2003,3,E.B.,pess,inv,pess_inv,10,3,15,PD,coop,coop,60
59,2003,3,E.B.,pess,inv,pess_inv,11,7,5,HG,def,coop,60
60,2003,3,E.B.,pess,inv,pess_inv,12,3,12,PD,coop,coop,60
61,2003,3,E.B.,pess,inv,pess_inv,13,10,12,SG,def,coop,60
62,2003,3,E.B.,pess,inv,pess_inv,14,3,8,SH,coop,coop,60
63,2003,3,E.B.,pess,inv,pess_inv,15,7,8,HG,def,coop,60
64,2004,0,F.A.,opt,nat,opt_nat,0,0,12,PD,def,coop,70
65,2004,0,F.A.,opt,nat,opt_nat,1,0,8,SH,coop,coop,70
66,2004,0,F.A.,opt,nat,opt_nat,2,7,15,SG,def,coop,60
67,2004,0,F.A.,opt,nat,opt_nat,3,7,8,HG,coop,coop,60
68,2004,0,F.A.,opt,nat,opt_nat,4,3,12,PD,def,coop,80
69,2004,0,F.A.,opt,nat,opt_nat,5,0,5,SH,coop,coop,60
70,2004,0,F.A.,opt,nat,opt_nat,6,10,8,HG,coop,coop,70
71,2004,0,F.A.,opt,nat,opt_nat,7,10,15,SG,def,coop,70
72,2004,0,F.A.,opt,nat,opt_nat,8,10,12,SG,def,coop,70
73,2004,0,F.A.,opt,nat,opt_nat,9,0,15,PD,def,coop,70
74,2004,0,F.A.,opt,nat,opt_nat,10,10,5,HG,coop,coop,70
75,2004,0,F.A.,opt,nat,opt_nat,11,3,8,SH,coop,coop,60
76,2004,0,F.A.,opt,nat,opt_nat,12,7,12,SG,def,coop,60
77,2004,0,F.A.,opt,nat,opt_nat,13,3,15,PD,def,coop,70
78,2004,0,F.A.,opt,nat,opt_nat,14,3,5,SH,coop,coop,70
79,2004,0,F.A.,opt,nat,opt_nat,15,7,5,HG,coop,coop,60
80,2004,1,D.T.,pess,nat,pess_nat,0,10,5,HG,coop,coop,60
81,2004,1,D.T.,pess,nat,pess_nat,1,0,15,PD,def,coop,70
82,2004,1,D.T.,pess,nat,pess_nat,2,7,12,SG,coop,coop,70
83,2004,1,D.T.,pess,nat,pess_nat,3,0,8,SH,def,coop,70
84,2004,1,D.T.,pess,nat,pess_nat,4,0,5,SH,def,coop,70
85,2004,1,D.T.,pess,nat,pess_nat,5,10,15,SG,coop,coop,60
86,2004,1,D.T.,pess,nat,pess_nat,6,7,5,HG,coop,coop,70
87,2004,1,D.T.,pess,nat,pess_nat,7,0,12,PD,def,coop,60
88,2004,1,D.T.,pess,nat,pess_nat,8,10,8,HG,coop,coop,60
89,2004,1,D.T.,pess,nat,pess_nat,9,3,15,PD,def,coop,70
90,2004,1,D.T.,pess,nat,pess_nat,10,3,8,SH,def,coop,70
91,2004,1,D.T.,pess,nat,pess_nat,11,10,12,SG,coop,coop,70
92,2004,1,D.T.,pess,nat,pess_nat,12,3,12,PD,def,coop,60
93,2004,1,D.T.,pess,nat,pess_nat,13,7,15,SG,coop,coop,60
94,2004,1,D.T.,pess,nat,pess_nat,14,7,8,HG,coop,coop,60
95,2004,1,D.T.,pess,nat,pess_nat,15,3,5,SH,def,coop,60
96,2004,2,E.B.,pess,inv,pess_inv,0,10,8,HG,def,coop,70
97,2004,2,E.B.,pess,inv,pess_inv,1,3,5,SH,coop,coop,70
98,2004,2,E.B.,pess,inv,pess_inv,2,7,12,SG,def,coop,70
99,2004,2,E.B.,pess,inv,pess_inv,3,3,12,PD,coop,coop,60
100,2004,2,E.B.,pess,inv,pess_inv,4,7,5,HG,def,coop,70
101,2004,2,E.B.,pess,inv,pess_inv,5,10,15,SG,def,coop,70
102,2004,2,E.B.,pess,inv,pess_inv,6,0,12,PD,coop,coop,70
103,2004,2,E.B.,pess,inv,pess_inv,7,0,5,SH,coop,coop,70
104,2004,2,E.B.,pess,inv,pess_inv,8,10,5,HG,def,coop,70
105,2004,2,E.B.,pess,inv,pess_inv,9,3,8,SH,coop,coop,70
106,2004,2,E.B.,pess,inv,pess_inv,10,7,15,SG,def,coop,70
107,2004,2,E.B.,pess,inv,pess_inv,11,3,15,PD,coop,coop,70
108,2004,2,E.B.,pess,inv,pess_inv,12,0,15,PD,coop,coop,70
109,2004,2,E.B.,pess,inv,pess_inv,13,0,8,SH,coop,coop,70
110,2004,2,E.B.,pess,inv,pess_inv,14,10,12,SG,def,coop,70
111,2004,2,E.B.,pess,inv,pess_inv,15,7,8,HG,def,coop,70
112,2004,3,G.P.,opt,inv,opt_inv,0,7,5,HG,def,coop,70
113,2004,3,G.P.,opt,inv,opt_inv,1,3,5,SH,def,coop,70
114,2004,3,G.P.,opt,inv,opt_inv,2,7,12,SG,coop,coop,70
115,2004,3,G.P.,opt,inv,opt_inv,3,3,15,PD,coop,coop,70
116,2004,3,G.P.,opt,inv,opt_inv,4,0,5,SH,def,coop,70
117,2004,3,G.P.,opt,inv,opt_inv,5,0,15,PD,coop,coop,70
118,2004,3,G.P.,opt,inv,opt_inv,6,7,15,SG,coop,coop,70
119,2004,3,G.P.,opt,inv,opt_inv,7,10,8,HG,def,coop,70
120,2004,3,G.P.,opt,inv,opt_inv,8,10,12,SG,coop,coop,70
121,2004,3,G.P.,opt,inv,opt_inv,9,3,8,SH,def,coop,70
122,2004,3,G.P.,opt,inv,opt_inv,10,10,5,HG,def,coop,70
123,2004,3,G.P.,opt,inv,opt_inv,11,3,12,PD,coop,coop,70
124,2004,3,G.P.,opt,inv,opt_inv,12,10,15,SG,coop,coop,70
125,2004,3,G.P.,opt,inv,opt_inv,13,0,12,PD,coop,coop,70
126,2004,3,G.P.,opt,inv,opt_inv,14,0,8,SH,def,coop,70
127,2004,3,G.P.,opt,inv,opt_inv,15,7,8,HG,def,coop,70
128,2005,0,D.T.,pess,nat,pess_nat,0,0,5,SH,def,coop,70
129,2005,0,D.T.,pess,nat,pess_nat,1,10,5,HG,coop,def,60
130,2005,0,D.T.,pess,nat,pess_nat,2,3,15,PD,def,def,70
131,2005,0,D.T.,pess,nat,pess_nat,3,7,12,SG,coop,def,70
132,2005,0,D.T.,pess,nat,pess_nat,4,10,8,HG,coop,coop,60
133,2005,0,D.T.,pess,nat,pess_nat,5,0,15,PD,def,coop,60
134,2005,0,D.T.,pess,nat,pess_nat,6,3,5,SH,def,def,70
135,2005,0,D.T.,pess,nat,pess_nat,7,7,15,SG,coop,coop,60
136,2005,0,D.T.,pess,nat,pess_nat,8,3,12,PD,def,coop,60
137,2005,0,D.T.,pess,nat,pess_nat,9,10,12,SG,coop,coop,60
138,2005,0,D.T.,pess,nat,pess_nat,10,7,8,HG,coop,coop,60
139,2005,0,D.T.,pess,nat,pess_nat,11,3,8,SH,def,def,60
140,2005,0,D.T.,pess,nat,pess_nat,12,0,12,PD,def,def,60
141,2005,0,D.T.,pess,nat,pess_nat,13,0,8,SH,def,coop,60
142,2005,0,D.T.,pess,nat,pess_nat,14,10,15,SG,coop,def,60
143,2005,0,D.T.,pess,nat,pess_nat,15,7,5,HG,coop,def,60
144,2005,1,F.A.,opt,nat,opt_nat,0,0,12,PD,def,coop,70
145,2005,1,F.A.,opt,nat,opt_nat,1,0,8,SH,coop,coop,60
146,2005,1,F.A.,opt,nat,opt_nat,2,7,15,SG,def,coop,60
147,2005,1,F.A.,opt,nat,opt_nat,3,7,8,HG,coop,coop,70
148,2005,1,F.A.,opt,nat,opt_nat,4,3,12,PD,def,def,60
149,2005,1,F.A.,opt,nat,opt_nat,5,0,5,SH,coop,coop,60
150,2005,1,F.A.,opt,nat,opt_nat,6,10,8,HG,coop,coop,60
151,2005,1,F.A.,opt,nat,opt_nat,7,10,15,SG,def,def,60
152,2005,1,F.A.,opt,nat,opt_nat,8,10,12,SG,def,coop,60
153,2005,1,F.A.,opt,nat,opt_nat,9,0,15,PD,def,coop,60
154,2005,1,F.A.,opt,nat,opt_nat,10,10,5,HG,coop,coop,60
155,2005,1,F.A.,opt,nat,opt_nat,11,3,8,SH,coop,def,60
156,2005,1,F.A.,opt,nat,opt_nat,12,7,12,SG,def,def,60
157,2005,1,F.A.,opt,nat,opt_nat,13,3,15,PD,def,coop,60
158,2005,1,F.A.,opt,nat,opt_nat,14,3,5,SH,coop,def,60
159,2005,1,F.A.,opt,nat,opt_nat,15,7,5,HG,coop,coop,60
160,2005,2,E.B.,pess,inv,pess_inv,0,3,12,PD,coop,def,70
161,2005,2,E.B.,pess,inv,pess_inv,1,7,8,HG,def,coop,70
162,2005,2,E.B.,pess,inv,pess_inv,2,3,8,SH,coop,coop,70
163,2005,2,E.B.,pess,inv,pess_inv,3,7,12,SG,def,def,60
164,2005,2,E.B.,pess,inv,pess_inv,4,0,15,PD,coop,coop,60
165,2005,2,E.B.,pess,inv,pess_inv,5,0,8,SH,coop,coop,60
166,2005,2,E.B.,pess,inv,pess_inv,6,7,15,SG,def,def,60
167,2005,2,E.B.,pess,inv,pess_inv,7,7,5,HG,def,coop,60
168,2005,2,E.B.,pess,inv,pess_inv,8,3,15,PD,coop,def,60
169,2005,2,E.B.,pess,inv,pess_inv,9,0,5,SH,coop,coop,60
170,2005,2,E.B.,pess,inv,pess_inv,10,10,5,HG,def,coop,60
171,2005,2,E.B.,pess,inv,pess_inv,11,10,15,SG,def,def,60
172,2005,2,E.B.,pess,inv,pess_inv,12,10,12,SG,def,coop,60
173,2005,2,E.B.,pess,inv,pess_inv,13,0,12,PD,coop,def,60
174,2005,2,E.B.,pess,inv,pess_inv,14,3,5,SH,coop,coop,60
175,2005,2,E.B.,pess,inv,pess_inv,15,10,8,HG,def,coop,60
176,2005,3,G.P.,opt,inv,opt_inv,0,10,5,HG,def,coop,70
177,2005,3,G.P.,opt,inv,opt_inv,1,3,5,SH,def,coop,70
178,2005,3,G.P.,opt,inv,opt_inv,2,0,15,PD,coop,coop,70
179,2005,3,G.P.,opt,inv,opt_inv,3,7,12,SG,coop,coop,70
180,2005,3,G.P.,opt,inv,opt_inv,4,10,15,SG,coop,coop,70
181,2005,3,G.P.,opt,inv,opt_inv,5,10,8,HG,def,coop,70
182,2005,3,G.P.,opt,inv,opt_inv,6,0,12,PD,coop,coop,70
183,2005,3,G.P.,opt,inv,opt_inv,7,0,5,SH,def,coop,70
184,2005,3,G.P.,opt,inv,opt_inv,8,7,15,SG,coop,coop,70
185,2005,3,G.P.,opt,inv,opt_inv,9,0,8,SH,def,coop,70
186,2005,3,G.P.,opt,inv,opt_inv,10,3,15,PD,coop,coop,70
187,2005,3,G.P.,opt,inv,opt_inv,11,7,5,HG,def,coop,70
188,2005,3,G.P.,opt,inv,opt_inv,12,3,12,PD,coop,coop,70
189,2005,3,G.P.,opt,inv,opt_inv,13,10,12,SG,coop,coop,70
190,2005,3,G.P.,opt,inv,opt_inv,14,3,8,SH,def,coop,70
191,2005,3,G.P.,opt,inv,opt_inv,15,7,8,HG,def,coop,70
192,2006,0,E.B.,opt,nat,opt_nat,0,3,5,SH,coop,coop,50
193,2006,0,E.B.,opt,nat,opt_nat,1,0,15,PD,def,coop,50
194,2006,0,E.B.,opt,nat,opt_nat,2,7,8,HG,coop,coop,50
195,2006,0,E.B.,opt,nat,opt_nat,3,10,12,SG,def,coop,50
196,2006,0,E.B.,opt,nat,opt_nat,4,7,12,SG,def,coop,50
197,2006,0,E.B.,opt,nat,opt_nat,5,10,8,HG,coop,coop,50
198,2006,0,E.B.,opt,nat,opt_nat,6,0,5,SH,coop,coop,50
199,2006,0,E.B.,opt,nat,opt_nat,7,0,12,PD,def,coop,50
200,2006,0,E.B.,opt,nat,opt_nat,8,7,5,HG,coop,coop,50
201,2006,0,E.B.,opt,nat,opt_nat,9,3,8,SH,coop,coop,50
202,2006,0,E.B.,opt,nat,opt_nat,10,3,12,PD,def,coop,50
203,2006,0,E.B.,opt,nat,opt_nat,11,7,15,SG,def,coop,50
204,2006,0,E.B.,opt,nat,opt_nat,12,3,15,PD,def,coop,50
205,2006,0,E.B.,opt,nat,opt_nat,13,10,5,HG,coop,coop,50
206,2006,0,E.B.,opt,nat,opt_nat,14,10,15,SG,def,coop,50
207,2006,0,E.B.,opt,nat,opt_nat,15,0,8,SH,coop,coop,50
208,2006,1,G.P.,pess,nat,pess_nat,0,7,5,HG,coop,coop,50
209,2006,1,G.P.,pess,nat,pess_nat,1,3,5,SH,def,coop,50
210,2006,1,G.P.,pess,nat,pess_nat,2,7,12,SG,coop,coop,50
211,2006,1,G.P.,pess,nat,pess_nat,3,3,15,PD,def,coop,50
212,2006,1,G.P.,pess,nat,pess_nat,4,0,5,SH,def,coop,50
213,2006,1,G.P.,pess,nat,pess_nat,5,0,15,PD,def,coop,50
214,2006,1,G.P.,pess,nat,pess_nat,6,7,15,SG,coop,coop,50
215,2006,1,G.P.,pess,nat,pess_nat,7,10,8,HG,coop,coop,50
216,2006,1,G.P.,pess,nat,pess_nat,8,10,12,SG,coop,coop,50
217,2006,1,G.P.,pess,nat,pess_nat,9,3,8,SH,def,coop,50
218,2006,1,G.P.,pess,nat,pess_nat,10,10,5,HG,coop,coop,50
219,2006,1,G.P.,pess,nat,pess_nat,11,3,12,PD,def,coop,50
220,2006,1,G.P.,pess,nat,pess_nat,12,10,15,SG,coop,coop,50
221,2006,1,G.P.,pess,nat,pess_nat,13,0,12,PD,def,coop,50
222,2006,1,G.P.,pess,nat,pess_nat,14,0,8,SH,def,coop,50
223,2006,1,G.P.,pess,nat,pess_nat,15,7,8,HG,coop,coop,50
224,2006,2,D.T.,pess,inv,pess_inv,0,3,12,PD,coop,coop,50
225,2006,2,D.T.,pess,inv,pess_inv,1,7,8,HG,def,coop,50
226,2006,2,D.T.,pess,inv,pess_inv,2,3,8,SH,coop,coop,50
227,2006,2,D.T.,pess,inv,pess_inv,3,7,12,SG,def,coop,50
228,2006,2,D.T.,pess,inv,pess_inv,4,0,15,PD,coop,coop,50
229,2006,2,D.T.,pess,inv,pess_inv,5,0,8,SH,coop,coop,50
230,2006,2,D.T.,pess,inv,pess_inv,6,7,15,SG,def,coop,50
231,2006,2,D.T.,pess,inv,pess_inv,7,7,5,HG,def,coop,50
232,2006,2,D.T.,pess,inv,pess_inv,8,3,15,PD,coop,coop,50
233,2006,2,D.T.,pess,inv,pess_inv,9,0,5,SH,coop,coop,50
234,2006,2,D.T.,pess,inv,pess_inv,10,10,5,HG,def,coop,50
235,2006,2,D.T.,pess,inv,pess_inv,11,10,15,SG,def,coop,50
236,2006,2,D.T.,pess,inv,pess_inv,12,10,12,SG,def,coop,50
237,2006,2,D.T.,pess,inv,pess_inv,13,0,12,PD,coop,coop,50
238,2006,2,D.T.,pess,inv,pess_inv,14,3,5,SH,coop,coop,50
239,2006,2,D.T.,pess,inv,pess_inv,15,10,8,HG,def,coop,50
240,2006,3,F.A.,opt,inv,opt_inv,0,10,5,HG,def,coop,50
241,2006,3,F.A.,opt,inv,opt_inv,1,7,12,SG,coop,coop,50
242,2006,3,F.A.,opt,inv,opt_inv,2,0,12,PD,coop,coop,50
243,2006,3,F.A.,opt,inv,opt_inv,3,3,8,SH,def,coop,50
244,2006,3,F.A.,opt,inv,opt_inv,4,10,12,SG,coop,coop,50
245,2006,3,F.A.,opt,inv,opt_inv,5,0,8,SH,def,coop,50
246,2006,3,F.A.,opt,inv,opt_inv,6,7,8,HG,def,coop,50
247,2006,3,F.A.,opt,inv,opt_inv,7,0,15,PD,coop,coop,50
248,2006,3,F.A.,opt,inv,opt_inv,8,7,5,HG,def,coop,50
249,2006,3,F.A.,opt,inv,opt_inv,9,10,15,SG,coop,coop,50
250,2006,3,F.A.,opt,inv,opt_inv,10,3,5,SH,def,coop,50
251,2006,3,F.A.,opt,inv,opt_inv,11,3,15,PD,coop,coop,50
252,2006,3,F.A.,opt,inv,opt_inv,12,3,12,PD,coop,coop,50
253,2006,3,F.A.,opt,inv,opt_inv,13,0,5,SH,def,coop,50
254,2006,3,F.A.,opt,inv,opt_inv,14,7,15,SG,coop,coop,50
255,2006,3,F.A.,opt,inv,opt_inv,15,10,8,HG,def,coop,50
256,2008,0,F.A.,opt,nat,opt_nat,0,7,15,SG,def,coop,60
257,2008,0,F.A.,opt,nat,opt_nat,1,3,15,PD,def,coop,80
258,2008,0,F.A.,opt,nat,opt_nat,2,3,8,SH,coop,def,60
259,2008,0,F.A.,opt,nat,opt_nat,3,7,5,HG,coop,coop,70
260,2008,0,F.A.,opt,nat,opt_nat,4,10,15,SG,def,coop,70
261,2008,0,F.A.,opt,nat,opt_nat,5,7,8,HG,coop,coop,70
262,2008,0,F.A.,opt,nat,opt_nat,6,0,5,SH,coop,def,80
263,2008,0,F.A.,opt,nat,opt_nat,7,0,12,PD,def,coop,60
264,2008,0,F.A.,opt,nat,opt_nat,8,3,12,PD,def,coop,80
265,2008,0,F.A.,opt,nat,opt_nat,9,7,12,SG,def,def,60
266,2008,0,F.A.,opt,nat,opt_nat,10,10,8,HG,coop,coop,60
267,2008,0,F.A.,opt,nat,opt_nat,11,3,5,SH,coop,coop,70
268,2008,0,F.A.,opt,nat,opt_nat,12,10,12,SG,def,def,70
269,2008,0,F.A.,opt,nat,opt_nat,13,0,15,PD,def,coop,80
270,2008,0,F.A.,opt,nat,opt_nat,14,10,5,HG,coop,coop,80
271,2008,0,F.A.,opt,nat,opt_nat,15,0,8,SH,coop,def,80
272,2008,1,E.B.,pess,nat,pess_nat,0,3,8,SH,def,coop,70
273,2008,1,E.B.,pess,nat,pess_nat,1,0,15,PD,def,coop,80
274,2008,1,E.B.,pess,nat,pess_nat,2,7,8,HG,coop,coop,70
275,2008,1,E.B.,pess,nat,pess_nat,3,7,15,SG,coop,coop,80
276,2008,1,E.B.,pess,nat,pess_nat,4,3,5,SH,def,coop,70
277,2008,1,E.B.,pess,nat,pess_nat,5,7,5,HG,coop,coop,80
278,2008,1,E.B.,pess,nat,pess_nat,6,0,12,PD,def,coop,80
279,2008,1,E.B.,pess,nat,pess_nat,7,10,12,SG,coop,def,70
280,2008,1,E.B.,pess,nat,pess_nat,8,7,12,SG,coop,coop,70
281,2008,1,E.B.,pess,nat,pess_nat,9,3,15,PD,def,coop,80
282,2008,1,E.B.,pess,nat,pess_nat,10,0,8,SH,def,def,80
283,2008,1,E.B.,pess,nat,pess_nat,11,10,5,HG,coop,coop,80
284,2008,1,E.B.,pess,nat,pess_nat,12,10,15,SG,coop,coop,70
285,2008,1,E.B.,pess,nat,pess_nat,13,0,5,SH,def,def,70
286,2008,1,E.B.,pess,nat,pess_nat,14,10,8,HG,coop,coop,70
287,2008,1,E.B.,pess,nat,pess_nat,15,3,12,PD,def,coop,80
288,2008,2,D.T.,opt,inv,opt_inv,0,0,5,SH,def,coop,70
289,2008,2,D.T.,opt,inv,opt_inv,1,10,5,HG,def,coop,80
290,2008,2,D.T.,opt,inv,opt_inv,2,3,15,PD,coop,coop,80
291,2008,2,D.T.,opt,inv,opt_inv,3,7,12,SG,coop,coop,80
292,2008,2,D.T.,opt,inv,opt_inv,4,10,8,HG,def,coop,70
293,2008,2,D.T.,opt,inv,opt_inv,5,0,15,PD,coop,coop,70
294,2008,2,D.T.,opt,inv,opt_inv,6,3,5,SH,def,coop,80
295,2008,2,D.T.,opt,inv,opt_inv,7,7,15,SG,coop,coop,80
296,2008,2,D.T.,opt,inv,opt_inv,8,3,12,PD,coop,coop,70
297,2008,2,D.T.,opt,inv,opt_inv,9,10,12,SG,coop,coop,70
298,2008,2,D.T.,opt,inv,opt_inv,10,7,8,HG,def,coop,80
299,2008,2,D.T.,opt,inv,opt_inv,11,3,8,SH,def,def,70
300,2008,2,D.T.,opt,inv,opt_inv,12,0,12,PD,coop,coop,80
301,2008,2,D.T.,opt,inv,opt_inv,13,0,8,SH,def,coop,70
302,2008,2,D.T.,opt,inv,opt_inv,14,10,15,SG,coop,coop,80
303,2008,2,D.T.,opt,inv,opt_inv,15,7,5,HG,def,coop,80
304,2008,3,G.P.,pess,inv,pess_inv,0,10,5,HG,def,coop,80
305,2008,3,G.P.,pess,inv,pess_inv,1,3,5,SH,coop,coop,70
306,2008,3,G.P.,pess,inv,pess_inv,2,0,15,PD,coop,coop,80
307,2008,3,G.P.,pess,inv,pess_inv,3,7,12,SG,def,coop,80
308,2008,3,G.P.,pess,inv,pess_inv,4,10,15,SG,def,def,80
309,2008,3,G.P.,pess,inv,pess_inv,5,10,8,HG,def,def,70
310,2008,3,G.P.,pess,inv,pess_inv,6,0,12,PD,coop,coop,70
311,2008,3,G.P.,pess,inv,pess_inv,7,0,5,SH,coop,coop,80
312,2008,3,G.P.,pess,inv,pess_inv,8,7,15,SG,def,coop,80
313,2008,3,G.P.,pess,inv,pess_inv,9,0,8,SH,coop,def,70
314,2008,3,G.P.,pess,inv,pess_inv,10,3,15,PD,coop,coop,80
315,2008,3,G.P.,pess,inv,pess_inv,11,7,5,HG,def,coop,70
316,2008,3,G.P.,pess,inv,pess_inv,12,3,12,PD,coop,coop,80
317,2008,3,G.P.,pess,inv,pess_inv,13,10,12,SG,def,def,70
318,2008,3,G.P.,pess,inv,pess_inv,14,3,8,SH,coop,coop,70
319,2008,3,G.P.,pess,inv,pess_inv,15,7,8,HG,def,coop,70
320,2009,0,E.B.,opt,nat,opt_nat,0,0,8,SH,coop,coop,30
321,2009,0,E.B.,opt,nat,opt_nat,1,3,15,PD,def,coop,40
322,2009,0,E.B.,opt,nat,opt_nat,2,10,12,SG,def,coop,50
323,2009,0,E.B.,opt,nat,opt_nat,3,7,8,HG,coop,coop,40
324,2009,0,E.B.,opt,nat,opt_nat,4,10,8,HG,coop,coop,30
325,2009,0,E.B.,opt,nat,opt_nat,5,0,15,PD,def,coop,30
326,2009,0,E.B.,opt,nat,opt_nat,6,3,8,SH,coop,coop,40
327,2009,0,E.B.,opt,nat,opt_nat,7,7,15,SG,def,def,40
328,2009,0,E.B.,opt,nat,opt_nat,8,0,12,PD,def,def,50
329,2009,0,E.B.,opt,nat,opt_nat,9,3,5,SH,coop,coop,30
330,2009,0,E.B.,opt,nat,opt_nat,10,7,12,SG,def,coop,40
331,2009,0,E.B.,opt,nat,opt_nat,11,10,5,HG,coop,coop,30
332,2009,0,E.B.,opt,nat,opt_nat,12,0,5,SH,coop,coop,30
333,2009,0,E.B.,opt,nat,opt_nat,13,7,5,HG,coop,coop,30
334,2009,0,E.B.,opt,nat,opt_nat,14,3,12,PD,def,def,30
335,2009,0,E.B.,opt,nat,opt_nat,15,10,15,SG,def,coop,40
336,2009,1,D.T.,pess,nat,pess_nat,0,10,12,SG,coop,def,30
337,2009,1,D.T.,pess,nat,pess_nat,1,0,12,PD,def,def,30
338,2009,1,D.T.,pess,nat,pess_nat,2,3,5,SH,def,coop,30
339,2009,1,D.T.,pess,nat,pess_nat,3,7,8,HG,coop,coop,30
340,2009,1,D.T.,pess,nat,pess_nat,4,10,5,HG,coop,coop,30
341,2009,1,D.T.,pess,nat,pess_nat,5,3,12,PD,def,def,30
342,2009,1,D.T.,pess,nat,pess_nat,6,3,8,SH,def,def,30
343,2009,1,D.T.,pess,nat,pess_nat,7,10,15,SG,coop,def,30
